,2011-11-29,2012-02-28,2012-06-05,2012-09-04,2012-12-04,2013-03-05,2013-06-04,2013-09-03,2013-12-03,2014-03-04,2014-06-03,2014-09-02,2014-12-02,2015-03-03,2015-06-02,2015-09-01,2015-12-01,2016-03-01,2016-05-31,2016-08-30,2016-11-29,2017-02-28
AccountsNotesAndLoansReceivableNetCurrent,7275000.000,6942000.000,4700000.000,8422000.000,6772000.000,5067000.000,4834000.000,4541000.000,5779000.000,5044000.000,4861000.000,4531000.000,5631000.000,4850000.000,5287000.000,6001000.000,5628000.000,5866000.000,12827000.000,7108000.000,7018000.000,13415000.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,85947000.000,82928000.000,87911000.000,82806000.000,83369000.000,77471000.000,79484000.000,76222000.000,72906000.000,72369000.000,69106000.000,65631000.000,92158000.000,67585000.000,68999000.000
AccountsPayableCurrent,30540000.000,27112000.000,34948000.000,36678000.000,28641000.000,13877000.000,14964000.000,23865000.000,25264000.000,29426000.000,26201000.000,23121000.000,26965000.000,20836000.000,23005000.000,17650000.000,12794000.000,16202000.000,22141000.000,22033000.000,23468000.000,23583000.000
AccountsReceivableNetCurrent,,,,,,,,4541000.000,5779000.000,5044000.000,4861000.000,4531000.000,5631000.000,4850000.000,5287000.000,6001000.000,5628000.000,5866000.000,12827000.000,7108000.000,,13415000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,12187000.000,11241000.000,10192000.000,11221000.000,11928000.000,10597000.000,9878000.000,11067000.000,11435000.000,10226000.000,9279000.000,10769000.000,11549000.000,9488000.000,8390000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,12333000.000,11132000.000,14475000.000,13325000.000,12049000.000,10614000.000,11311000.000,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,1786000.000,,0.000,0.000,,,,,,,,1069000.000,,,,,,,
AccruedInsuranceCurrent,6882000.000,7069000.000,7433000.000,7349000.000,7702000.000,8479000.000,9095000.000,8684000.000,8120000.000,7125000.000,5962000.000,6156000.000,6324000.000,7729000.000,7633000.000,7342000.000,6822000.000,5929000.000,5109000.000,5475000.000,5427000.000,5337000.000
AccruedLiabilitiesForUnredeeemedGiftCards,8685000.000,11776000.000,8758000.000,7267000.000,13502000.000,15759000.000,13454000.000,14246000.000,15664000.000,18687000.000,16584000.000,15023000.000,16067000.000,19276000.000,16636000.000,15082000.000,16043000.000,18797000.000,16354000.000,14720000.000,14780000.000,17472000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,591996000.000,574169000.000,592022000.000,590783000.000,576584000.000,586747000.000,588614000.000,582874000.000,569956000.000,569841000.000,571992000.000,580241000.000,585868000.000,593574000.000,595638000.000,600484000.000,603272000.000,601172000.000,553225000.000,543157000.000,525202000.000,513833000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-12437000.000,-12129000.000,-14257000.000,-13877000.000,-13497000.000,-13116000.000,-10945000.000,-10467000.000,-9990000.000,-9512000.000,-10900000.000,-10437000.000,-9973000.000,-9510000.000,-10940000.000,-10984000.000,-10478000.000,-9593000.000,-10109000.000,-9753000.000,-9398000.000,-9043000.000
AdditionalPaidInCapitalCommonStock,90147000.000,91113000.000,90856000.000,89134000.000,72281000.000,64420000.000,67596000.000,70256000.000,72678000.000,74470000.000,76269000.000,77960000.000,80165000.000,82038000.000,83870000.000,83586000.000,84641000.000,75592000.000,75938000.000,76772000.000,78398000.000,78937000.000
Assets,1171697000.000,1142610000.000,1173537000.000,1175509000.000,1109140000.000,1096693000.000,1043183000.000,1007089000.000,972442000.000,969388000.000,956427000.000,950748000.000,934715000.000,929887000.000,929391000.000,903881000.000,884118000.000,870464000.000,837917000.000,818159000.000,769335000.000,742810000.000
AssetsCurrent,86963000.000,115479000.000,128268000.000,156377000.000,120600000.000,131417000.000,121164000.000,100833000.000,85459000.000,100932000.000,99790000.000,104817000.000,103429000.000,109617000.000,119663000.000,103544000.000,99598000.000,98791000.000,120916000.000,121640000.000,108409000.000,97382000.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,23861000.000,30891000.000,,,,,,,,,,58777000.000,1890000.000,3620000.000,4963000.000
AssetsHeldForSaleCurrent,2429000.000,39077000.000,4713000.000,7855000.000,4178000.000,9193000.000,9175000.000,8076000.000,4432000.000,6635000.000,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,4683000.000,7097000.000,7075000.000,5067000.000,5453000.000,3574000.000,8006000.000,3402000.000,4642000.000,11849000.000,26728000.000,20450000.000
BilledContractReceivables,,,,,,,500000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,7989000.000,,,,,,,,,,,,,,,,,,,
CapitalLeaseObligations,,,,,,,,210000.000,181000.000,191000.000,201000.000,212000.000,185000.000,195000.000,206000.000,217000.000,190000.000,200000.000,211000.000,223000.000,196000.000,207000.000
CashAndCashEquivalentsAtCarryingValue,8886000.000,8862000.000,48184000.000,65488000.000,25594000.000,31760000.000,52907000.000,35853000.000,23618000.000,44474000.000,51326000.000,56889000.000,48170000.000,61221000.000,75331000.000,56938000.000,45251000.000,52458000.000,67341000.000,68661000.000,38565000.000,32627000.000
CashSurrenderValueOfLifeInsurance,,,27300000.000,,,,,,,,,,,,,,,,,,,
CommonStockNoParValue,,,,,,,,,,,,,,,,,,,,0.010,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,63778000.000,63791000.000,64038000.000,63828000.000,62095.000,60868000.000,61248000.000,61372000.000,61415000.000,61442000.000,61442000.000,61882000.000,62072000.000,62075000.000,62098000.000,61951000.000,62048000.000,60193000.000,60137000.000,60197000.000,60575000.000,60564000.000
