,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,3000.000,6000.000,,,500.000
AmortizationOfIntangibleAssets,2538.000,2538.000,,2537.000,,423.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-14169.000,-19100.000,,,133729.000
CostOfRevenue,0.000,0.000,0.000,0.000,0.000,0.000
DebtInstrumentDecreaseForgiveness,,,103900.000,0.000,,
Depreciation,462.000,462.000,,463.000,,77.000
DepreciationAndAmortization,3000.000,3000.000,3000.000,3000.000,3000.000,500.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,0.010,0.000,-0.010,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,-0.350,,,,-0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.350,,,,0.350
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.000,,,,0.000
EffectiveIncomeTaxRateReconciliationTaxSettlements,,0.000,,,,0.000
GeneralAndAdministrativeExpense,15600.000,1794.000,1528.000,161.000,148.000,170.000
GrossProfit,0.000,0.000,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,32400.000,63275.000,84017.000,-10004.000,-152160.000,-37337.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaidNet,,0.000,0.000,,,0.000
IncreaseDecreaseInAccountsPayable,,33935.000,30634.000,,,0.000
IncreaseDecreaseInDeferredCharges,,0.000,0.000,,,
IncreaseDecreaseInInterestPayableNet,,,,,,26566.000
IncreaseDecreaseInNotesPayableCurrent,,7750.000,7750.000,,,
IncreaseDecreaseInPrepaidExpense,,9536.000,11542.000,,,2500.000
InterestExpenseRelatedParty,,,,1553.000,,-26566.000
InterestPaid,,0.000,0.000,,,0.000
NetCashProvidedByUsedInFinancingActivities,,2635.000,15885.000,,,705000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,2635.000,15885.000,,,705000.000
NetCashProvidedByUsedInInvestingActivities,,0.000,0.000,,,-563500.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,0.000,,,-563500.000
NetCashProvidedByUsedInOperatingActivities,,-16804.000,-34985.000,,,-7771.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-16804.000,-34985.000,,,-7771.000
NetIncomeLoss,-32400.000,-63275.000,84017.000,-10004.000,-25610.000,-37337.000
OfficersCompensation,0.000,,,,,
OperatingExpenses,,,19883.000,8451.000,,
OperatingIncomeLoss,,,,,,10771.000
OtherCostAndExpenseOperating,0.000,,,,,
ProceedsFromLoans,,885.000,105.000,,,0.000
ProceedsFromRelatedPartyDebt,,1750.000,15990.000,,,705000.000
ProfessionalFees,,20300.000,0.000,0.000,-7300.000,
ProfitLoss,,-63275.000,20739.000,,,
ResearchAndDevelopmentExpense,13800.000,14000.000,0.000,0.000,0.000,0.000
Revenues,0.000,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000,0.000,0.000,0.000
StockIssued1,,0.000,0.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9000000.000,15000000.000,15000000.000,15000000.000,-30000000.000,15000000.000
