,2011-09-30,2012-09-30,2013-09-30
AdjustmentForAmortization,1267.000,1689.000,
AllocatedShareBasedCompensationExpense,,200000.000,
AmortizationOfAcquisitionCosts,1267.000,,
AmortizationOfDebtDiscountPremium,,,38376.000
AssetImpairmentCharges,,400570.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,282017.000,-329842.000,3067.000
CostsAndExpenses,,942847.000,
CurrentFederalTaxExpenseBenefit,,320615.000,
DepreciationDepletionAndAmortization,,1689.000,422.000
DerivativeLossOnDerivative,,,-38376.000
DevelopmentCosts,,10000.000,0.000
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.200
FederalIncomeTaxExpenseBenefitContinuingOperations,,0.000,
GeneralAndAdministrativeExpense,28894.000,27351.000,38934.000
ImpairmentOfLongLivedAssetsHeldForUse,,400570.000,400000.000
IncomeLossFromContinuingOperations,,,-1222988.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-942987.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-160718.000,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,-1336227.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000
IncomeTaxesPaidNet,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1650.000,70997.000,-7202.000
IncreaseDecreaseInAccountsPayableRelatedParties,1596.000,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,0.000,69500.000
IncreaseDecreaseInPrepaidExpense,-10493.000,-24966.000,489512.000
InterestExpense,-3500.000,-140.000,
InterestExpenseDebt,,,-7939.000
InterestPaid,,0.000,0.000
InterestPaidNet,0.000,,
MaintenanceCosts,,,5815.000
NetCashProvidedByUsedInFinancingActivities,500000.000,37500.000,178100.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,500000.000,37500.000,178100.000
NetCashProvidedByUsedInInvestingActivities,-47985.000,-162585.000,-25000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-47985.000,-162585.000,-25000.000
NetCashProvidedByUsedInOperatingActivities,-169998.000,-204757.000,-150033.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-169998.000,-204757.000,-150033.000
NetIncomeLoss,-160718.000,-942987.000,-1336227.000
OperatingExpenses,157218.000,,1222988.000
OperatingIncomeLoss,-157218.000,-942847.000,
OtherNonoperatingIncomeExpense,,-140.000,-113239.000
PaymentsForSoftware,0.000,,
PaymentsToAcquireMineralRights,-47985.000,-162585.000,-25000.000
ProceedsFromIssuanceOfCommonStock,500000.000,0.000,0.000
ProceedsFromLoans,,37500.000,178100.000
ProceedsFromNotesPayable,100000.000,,
ProfitLoss,-160718.000,-942987.000,-1336227.000
RepaymentsOfNotesPayable,-100000.000,,
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,,3800.000,
Revenues,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000
ShareBasedCompensation,,289940.000,
UtilitiesOperatingExpenseImpairments,,,400000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,-320615.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,6709124.000
WeightedAverageNumberOfSharesOutstandingBasic,58181279.000,,
