,2011-06-30,2011-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,7917000.000,7096000.000
AccruedInvestmentIncomeReceivable,1581000.000,1503000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2522000.000,2410000.000
AdditionalPaidInCapital,51169000.000,51378000.000
Assets,244523000.000,255334000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,11274000.000,10949000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,156970000.000,158711000.000
AvailableForSaleSecuritiesDebtSecurities,162096000.000,164419000.000
AvailableForSaleSecuritiesEquitySecurities,11382000.000,10285000.000
CashAndCashEquivalentsAtCarryingValue,4732000.000,5450000.000
CommonStockParOrStatedValuePerShare,0.010,0.010
CommonStockSharesAuthorized,10000000.000,10000000.000
CommonStockSharesIssued,5444022.000,5444022.000
CommonStockSharesOutstanding,4524415.000,4537915.000
CommonStockValue,54000.000,54000.000
DeferredPolicyAcquisitionCosts,8821000.000,9348000.000
EmployeeStockOwnershipPlanESOPNumberOfSuspenseShares,449999.000,436499.000
IncomeTaxReceivable,783000.000,7000.000
Liabilities,152801000.000,166197000.000
LiabilitiesAndStockholdersEquity,244523000.000,255334000.000
OtherAssets,3001000.000,953000.000
PreferredStockSharesAuthorized,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PremiumsReceivableAtCarryingValue,24339000.000,28152000.000
PrepaidReinsurancePremiums,3737000.000,4043000.000
PropertyPlantAndEquipmentNet,3145000.000,3021000.000
ReserveForLossesAndLossAdjustmentExpenses,106630000.000,117059000.000
RetainedEarningsAccumulatedDeficit,48487000.000,45670000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,91722000.000,89137000.000
TreasuryStockShares,469608.000,469608.000
TreasuryStockValue,6010000.000,6010000.000
UnearnedPremiums,38254000.000,42042000.000
