,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-376000.000,,,,-512000.000,,,,-460000.000,,,,2000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,69000.000,,,,72000.000,,,,68000.000,,,,180000.000,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,,,90000.000,73000.000,139000.000,320000.000,74000.000,97000.000
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,,,1667000.000,1875000.000,,1350000.000,1050000.000,950000.000,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,139000.000,-93000.000,,247000.000,626000.000,380000.000,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,1621000.000,1681000.000,,1428000.000,1667000.000,1354000.000,1570000.000,998000.000,1033000.000,857000.000,936000.000,693000.000,965000.000
AmortizationOfDeferredLoanOriginationFeesNet,,,54000.000,,,,114000.000,,,,43000.000,,,,104000.000,
AmortizationOfIntangibleAssets,,,33000.000,,,,33000.000,,,,33000.000,34000.000,34000.000,35000.000,33000.000,34000.000
AmortizationOfMortgageServicingRightsMSRs,,,181000.000,,,,86000.000,,,,72000.000,,,,86000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,,1680000.000,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,,,5941000.000,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,,4261000.000,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,178000.000,,,,0.000,,,,192000.000,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,178000.000,,,,0.000,,,,192000.000,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,0.000,,,,0.000,,,,0.000,
BankOwnedLifeInsuranceIncome,175000.000,175000.000,165000.000,169000.000,167000.000,241000.000,168000.000,170000.000,174000.000,240000.000,169000.000,173000.000,172000.000,374000.000,171000.000,473000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3465000.000,,,,24295000.000,,,,15969000.000,,,,40778000.000,
CommonStockDividendsPerShareDeclared,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.030,0.030,0.030
Communication,169000.000,163000.000,173000.000,172000.000,191000.000,195000.000,162000.000,175000.000,164000.000,168000.000,151000.000,162000.000,164000.000,163000.000,157000.000,167000.000
ComprehensiveIncomeNetOfTax,,,1113000.000,1795000.000,1710000.000,528000.000,282000.000,-1177000.000,-805000.000,1433000.000,3477000.000,3407000.000,2567000.000,2459000.000,2482000.000,691000.000
ConvertiblePreferredStockConvertedToOtherSecurities,,,,,,,,,,,6000.000,8000.000,8000.000,,4000.000,2000.000
DeferredFederalIncomeTaxExpenseBenefit,,,197000.000,,,,860000.000,,,,191000.000,,,,-206000.000,
DepreciationAndAmortization,,,284000.000,,,,262000.000,,,,232000.000,,,,214000.000,
DividendsCommonStockCash,,,79000.000,,,,79000.000,,,,97000.000,,,,290000.000,
EarningsPerShareBasic,0.050,0.170,0.150,0.140,0.150,0.170,0.100,0.180,0.150,0.180,0.160,0.210,0.220,0.150,0.190,0.230
EarningsPerShareDiluted,0.050,0.170,0.150,0.140,0.150,0.170,0.100,0.180,0.150,0.180,0.160,0.210,0.220,0.150,0.190,0.230
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,0.340,
