,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,6427000.000,3273000.000,3394000.000,6755000.000,6848000.000,5207000.000,6135000.000,7666000.000,5811000.000,4322000.000,5196000.000,9315000.000,9206000.000,4469000.000,6795000.000,11979000.000,11942000.000
AccountsReceivableNetCurrent,15679000.000,8908000.000,10900000.000,19025000.000,13273000.000,8980000.000,9933000.000,18133000.000,13492000.000,8323000.000,10070000.000,17563000.000,13590000.000,8926000.000,10849000.000,17717000.000,16413000.000
AccruedLiabilitiesCurrent,3456000.000,3342000.000,3223000.000,3170000.000,3413000.000,3545000.000,3518000.000,3001000.000,3441000.000,3879000.000,3709000.000,3486000.000,3917000.000,4097000.000,4146000.000,3624000.000,5202000.000
AccruedRentCurrent,,,,,,,465000.000,,,,436000.000,,,,362000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,11175000.000,,,,10863000.000,,,,10645000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2299000.000,1237000.000,1487000.000,1765000.000,1550000.000,1937000.000,1904000.000,1643000.000,1323000.000,1527000.000,1227000.000,882000.000,1179000.000,771000.000,458000.000,-120000.000,-27000.000
AllowanceForDoubtfulAccountsReceivableCurrent,831000.000,558000.000,387000.000,485000.000,453000.000,438000.000,311000.000,337000.000,386000.000,349000.000,278000.000,312000.000,369000.000,276000.000,225000.000,250000.000,330000.000
Assets,54252000.000,48783000.000,47736000.000,56901000.000,54308000.000,50948000.000,49659000.000,60841000.000,51798000.000,46501000.000,46244000.000,57968000.000,58600000.000,47668000.000,49767000.000,61950000.000,64129000.000
AssetsCurrent,50060000.000,44724000.000,43661000.000,52601000.000,50239000.000,47007000.000,45371000.000,56059000.000,47705000.000,42818000.000,42049000.000,53864000.000,54556000.000,44045000.000,45595000.000,57604000.000,60274000.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,0.000,,,0.000,0.000
BankOverdrafts,,,,,,,,,1264000.000,,,,,,,,
Cash,2780000.000,5864000.000,,1135000.000,3238000.000,,,722000.000,221000.000,,,985000.000,,,,337000.000,1075000.000
CashAndCashEquivalentsAtCarryingValue,,,4180000.000,,,4963000.000,1942000.000,,,4236000.000,2140000.000,,1809000.000,2070000.000,447000.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,4779597.000,4781597.000,4781597.000,4929097.000,4926597.000,4927931.000,4923431.000,4903914.000,5076234.000,5096734.000,5045897.000,5315604.000,5315604.000,5315604.000,5207180.000,5197182.000,5197182.000
CommonStockSharesOutstanding,4779597.000,4781597.000,,4929097.000,4926597.000,4927931.000,,4903914.000,5076234.000,5096734.000,,5315604.000,5315604.000,5315604.000,,5197182.000,5197182.000
CommonStockValue,17104000.000,17210000.000,17320000.000,17406000.000,17526000.000,17643000.000,17766000.000,17823000.000,17885000.000,17968000.000,18047000.000,18244000.000,18298000.000,18369000.000,18444000.000,18558000.000,18649000.000
DeferredTaxAssetsDeferredIncome,,,,,,,1281000.000,,,,1280000.000,,,,1280000.000,,
DeferredTaxAssetsGross,,,,,,,4659000.000,,,,4581000.000,,,,4646000.000,,
DeferredTaxAssetsInventory,,,,,,,1187000.000,,,,1155000.000,,,,1112000.000,,
