,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,-22492.000,-12215.000,-8175.000,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,-4350.000,7500.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-40885.000,-15048.000,-20600.000,-10599.000,-2043.000,-28210.000,-6350.000,-18350.000,-18292.000,-15615.000,3450.000,-4174.000,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,-22492.000,-12215.000,-8175.000,,,,,
CostsAndExpenses,1065.000,,,,,,,,,,,,,,,,
EarningsPerShareBasic,,,,-0.002,,-0.006,0.000,-0.001,0.002,-0.002,-0.001,-0.001,0.000,-0.001,-0.000,-0.000,0.001
EarningsPerShareBasicAndDiluted,-0.000,,-0.001,-0.001,,,-0.001,-0.000,,-0.002,-0.001,-0.001,0.000,,0.000,0.000,
EarningsPerShareDiluted,,,,,,-0.006,0.000,-0.001,0.002,-0.002,-0.001,-0.001,,,,,
GeneralAndAdministrativeExpense,1065.000,600.000,600.000,600.000,3347.000,603.000,600.000,600.000,51850.000,22492.000,12215.000,8175.000,4442.000,643.000,639.000,670.000,701.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,-15860.000,-13850.000,,-22492.000,-12215.000,-8175.000,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,-15860.000,,,-22492.000,-12215.000,-8175.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,0.001,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,-18587.000,-2198.000,-4000.000,-100.000,2300.000,-4350.000,7500.000,-4750.000,-1800.000,-1400.000,625.000,-25.000,,,,
IncreaseDecreaseInOperatingCapital,,,,,,,,,,-1800.000,-1400.000,625.000,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,,,,,,643.000,,,
InterestExpense,,,,,,,,,,,,,,192.000,198.000,206.000,187.000
NetCashProvidedByUsedInFinancingActivities,,,,,,6000.000,-8000.000,,,6000.000,-2000.000,11000.000,0.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,6000.000,-8000.000,,,6000.000,-2000.000,11000.000,0.000,,,,
NetCashProvidedByUsedInOperatingActivities,,-40885.000,-15048.000,-20600.000,-12599.000,-8043.000,-20210.000,-6350.000,-18350.000,-24292.000,-13615.000,-7550.000,-4174.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-40885.000,-15048.000,-20600.000,-12599.000,-8043.000,-20210.000,-6350.000,-18350.000,-24292.000,-13615.000,-7550.000,-4174.000,,,,
NetIncomeLoss,-1065.000,-22298.000,-12850.000,-16600.000,-12499.000,-10343.000,-15860.000,-13850.000,-13600.000,-22492.000,-12215.000,-8175.000,-4755.000,-835.000,-837.000,-876.000,-888.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,-16600.000,,,,,,,,,,,,,
NonoperatingIncomeExpense,0.000,,,,,,,,,,,,,,,,
OperatingExpenses,,22298.000,12850.000,16600.000,,,15860.000,13850.000,,22492.000,12215.000,8175.000,4442.000,643.000,639.000,670.000,701.000
OperatingIncomeLoss,,,-12850.000,-16600.000,,-10343.000,-15860.000,-13850.000,-13600.000,-22492.000,-12215.000,-8175.000,,,,,
ProceedsFromRepaymentsOfDebt,,,,,,,-8000.000,,,6000.000,-2000.000,11000.000,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,6000.000,,,,,,,,,,,
ProfessionalAndContractServicesExpense,,21698.000,12250.000,16000.000,9152.000,9740.000,,,,,,,,,,,
ProfessionalFees,,,,,,,15260.000,13250.000,,,,,,,,,
ProfitLoss,,,,,,-10343.000,,,,-22492.000,-12215.000,-8175.000,,,,,
SalesRevenueGoodsGross,0.000,,,,,,,,,,,,,,,,
SalesRevenueGoodsNet,0.000,,,,,0.000,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,11150000.000,11150000.000,11150000.000,-22300000.000,11150000.000,11150000.000,11150000.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,11150000.000,,,,,,,,,,11150000.000,11150000.000,11150000.000,-22300000.000
WeightedAverageNumberOfSharesIssuedBasic,,11150000.000,11150000.000,11150000.000,,,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,11150000.000,11150000.000,11150000.000,-22300000.000,11150000.000,11150000.000,11150000.000,,,,,
