,2011-04-01,2011-07-01,2011-09-30,2011-12-31,2012-03-30,2012-06-29,2012-09-28,2013-03-29,2013-06-28,2013-09-27,2014-03-28,2014-06-27,2014-09-26,2015-03-27,2015-06-26,2015-09-25
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,,,,,-685000.000,,,-2129000.000,,
AllocatedShareBasedCompensationExpense,17233000.000,20199000.000,22551000.000,22767000.000,22393000.000,23807000.000,24590000.000,22242000.000,25032000.000,25737000.000,23347000.000,24721000.000,22451000.000,20325000.000,22017000.000,21217000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,16644000.000,,16689000.000,17705000.000,17984000.000,16564000.000,18522000.000,19017000.000,17153000.000,18070000.000,16626000.000,14704000.000,15902000.000,15890000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,323000.000,323000.000,323000.000,323000.000,324000.000,323000.000
AmortizationOfFinancingCosts,,,,,,,,,,,456000.000,456000.000,456000.000,456000.000,455000.000,456000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,779000.000,,,779000.000,,
AmortizationOfIntangibleAssets,,,,,,,,,915000.000,1846000.000,2465000.000,2464000.000,2465000.000,2464000.000,2427000.000,2491000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,300000.000,800000.000,2700000.000,-2000000.000,900000.000,1600000.000,1700000.000,1600000.000,2200000.000,1900000.000,1900000.000,2200000.000,1300000.000,1200000.000,100000.000,0.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,-190000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,48000.000,,,2506000.000,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,18458000.000,10421000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,332785000.000,,,,48249000.000,,,76960000.000,,,-117047000.000,,,-219266000.000,,
CommonStockDividendsPerShareCashPaid,,,,,,,,,0.100,0.150,0.150,0.150,0.180,0.180,0.180,0.180
CommonStockDividendsPerShareDeclared,0.060,0.060,0.080,0.080,0.080,0.080,0.100,0.100,,,,,,,,
ComprehensiveIncomeNetOfTax,,,185214000.000,,116082000.000,165496000.000,161155000.000,120139000.000,92441000.000,121829000.000,129030000.000,141438000.000,113032000.000,109137000.000,44080000.000,72932000.000
ConcentrationRiskPercentage1,,,,,,,,,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CostOfGoodsAndServicesSold,146910000.000,159716000.000,166938000.000,136765000.000,114834000.000,141315000.000,152007000.000,126083000.000,135104000.000,141525000.000,151868000.000,162391000.000,166019000.000,156263000.000,126590000.000,133667000.000
CurrentIncomeTaxExpenseBenefit,-4200000.000,,,,,,,,,,,,,,,
DebtInstrumentRedemptionPricePercentage,,,,,,,,,,,,,,,1.010,1.010
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,,,-2313000.000,3274000.000,3422000.000,-160000.000,3462000.000,1454000.000,3126000.000,-487000.000,27000.000,2732000.000,-4468000.000
DeferredIncomeTaxExpenseBenefit,700000.000,,,,-7055000.000,,,-15606000.000,,,9211000.000,,,-651000.000,,
DeferredRevenueAdditions,1363295000.000,,,,1107685000.000,,,1535965000.000,,,1354597000.000,,,1478292000.000,,
DeferredRevenueRefundPayments,57624000.000,,,,20179000.000,,,23244000.000,,,11163000.000,,,10198000.000,,
DeferredRevenueRevenueRecognized,340538000.000,,,,231645000.000,,,250048000.000,,,277671000.000,,,249284000.000,,
DeferredTaxExpenseFromStockOptionsExercised,,,,,,,,,,,-217000.000,,,0.000,,
DepreciationAndAmortization,6800000.000,6900000.000,7400000.000,7800000.000,7400000.000,7700000.000,8700000.000,10200000.000,10300000.000,10800000.000,13000000.000,12200000.000,11900000.000,12800000.000,,
DepreciationDepletionAndAmortization,7561000.000,,,,8160000.000,,,11374000.000,,,14628000.000,,,14453000.000,,
EarningsPerShareBasic,0.700,0.660,0.580,0.450,0.360,0.510,0.490,0.380,0.320,0.370,0.370,0.410,0.380,0.310,0.230,0.200
EarningsPerShareDiluted,0.680,0.650,0.570,0.450,0.350,0.500,0.490,0.370,0.310,0.370,0.370,0.410,0.380,0.310,0.230,0.200
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,,6500000.000,,12900000.000,13200000.000,11400000.000,8400000.000,8400000.000,11500000.000,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,4668000.000,5635000.000,5907000.000,4068000.000,5704000.000,6102000.000,6606000.000,5678000.000,6510000.000,6720000.000,6194000.000,6651000.000,5825000.000,5621000.000,6115000.000,5327000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,11334000.000,,,,10044000.000,,,741000.000,,,326000.000,,,203000.000,,
