,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3431000.000,646000.000,529000.000,1033000.000,987000.000,1102000.000,4388000.000,8566000.000,7841000.000,18207000.000,15056000.000,21790000.000,29127000.000,9229000.000,15347000.000,8792000.000,6863000.000,12447000.000,7194000.000,4353000.000,2483000.000
AccountsReceivableNetCurrent,8062000.000,9087000.000,9810000.000,14134000.000,19770000.000,23433000.000,22140000.000,31132000.000,34514000.000,50264000.000,60584000.000,44105000.000,35425000.000,33822000.000,22361000.000,21988000.000,45290000.000,46087000.000,38695000.000,34584000.000,30823000.000
AccrualForEnvironmentalLossContingencies,,,,797000.000,,,,,,,,2092000.000,,,600000.000,216000.000,,,,0.000,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,2522000.000,,1453000.000,,,,,,,,,,,,,,,,
AccruedEnvironmentalLossContingenciesCurrent,,500000.000,520000.000,481000.000,619000.000,,,400000.000,1437000.000,698000.000,526000.000,2092000.000,1309000.000,1147000.000,588000.000,216000.000,88000.000,0.000,0.000,0.000,0.000
AccruedLiabilitiesCurrent,11131000.000,7813000.000,8262000.000,9725000.000,18122000.000,33016000.000,43542000.000,39847000.000,64788000.000,54455000.000,112885000.000,84471000.000,93026000.000,103030000.000,90600000.000,52923000.000,61744000.000,52174000.000,60797000.000,65235000.000,22318000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,1900000.000,
AssetRetirementObligation,,15000000.000,15439000.000,75584000.000,,,,,,,,,,,120744000.000,164164000.000,166139000.000,162699000.000,151659000.000,155702000.000,158179000.000
AssetRetirementObligationCurrent,,,,,,,,,,,,,,,,1175000.000,1175000.000,830000.000,830000.000,789000.000,789000.000
AssetRetirementObligationLegallyRestrictedAssetsFairValue,,,,,,,,78660000.000,,,,78700000.000,,,,,,,,,
AssetRetirementObligationsNoncurrent,13892000.000,15000000.000,15439000.000,75584000.000,79270000.000,80283000.000,82568000.000,99619000.000,101475000.000,103513000.000,108224000.000,110372000.000,116727000.000,118965000.000,120744000.000,162989000.000,164964000.000,149865000.000,150829000.000,154913000.000,157390000.000
Assets,474008000.000,550472000.000,611999000.000,802051000.000,997601000.000,1061701000.000,1078890000.000,1552307000.000,1730733000.000,1859349000.000,2749452000.000,2930559000.000,3051190000.000,2934433000.000,2749376000.000,2906003000.000,2830102000.000,2540083000.000,2473740000.000,1973254000.000,1910988000.000
AssetsCurrent,47165000.000,42499000.000,34643000.000,48556000.000,43775000.000,66460000.000,78642000.000,70124000.000,60558000.000,73395000.000,108306000.000,301748000.000,309249000.000,251057000.000,301298000.000,340186000.000,310819000.000,198619000.000,218884000.000,132584000.000,160924000.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,0.517,,,,,,,,,,,,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,158437000.000,,,,417617000.000,,,,989103000.000,,,,1878549000.000,,,,1743274000.000,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,667829000.000,,,,1342336000.000,,,,2204108000.000,,,,1943652000.000,,,,1570831000.000,
CapitalizedCostsProvedProperties,,,,826266000.000,,,,1758953000.000,,,,3007214000.000,,,,3616325000.000,,,,3115012000.000,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,,,,,,185997000.000,,,,205876000.000,,,,199093000.000,
CapitalizedCostsUnprovedProperties,,,,,,,,,,,,,,,,0.000,,,,,
CashAndCashEquivalentsAtCarryingValue,8318000.000,3372000.000,1038000.000,7615000.000,8347000.000,6201000.000,3356000.000,13139000.000,1735000.000,349000.000,578000.000,970000.000,1073000.000,163000.000,531000.000,599000.000,836000.000,,15845000.000,15373000.000,80022000.000
CommitmentsAndContingencies,,,,,,,,,,,,,,,,0.000,,,,,
DebtInstrumentRepurchaseAmount,,,,,,,,,,,,,,,,,,40500000.000,,,
DebtInstrumentUnamortizedDiscount,,,,,,,2276000.000,10933000.000,10565000.000,10194000.000,17200000.000,16587000.000,15945000.000,15340000.000,14726000.000,14114000.000,13509000.000,12000000.000,11417000.000,0.000,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,2351000.000,,,,,,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,2882000.000,,,,2332000.000,
DeferredTaxAssetsGross,,,,,,,,,,,,,,,,788000.000,,,,917000.000,
DeferredTaxAssetsLiabilitiesNet,,,,-1688000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,788000.000,,,,52000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,,,56000.000,,,,9000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,,,,,,,,,,,,,,,,694000.000,,,,875000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,0.000,,,,865000.000,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,1073000.000,,,,,,,,,,,,,,,,,
DeferredTaxLiabilities,,,,,,,,2.000,,,,3100000.000,,,,,,,,,
DeferredTaxLiabilitiesCurrent,,,,120000.000,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesDerivatives,,,,12000.000,,,,,,,,,,,,1514000.000,,,,770000.000,
DeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,,2164000.000,2359000.000,2389000.000,2094000.000,2158000.000,2223000.000,2223000.000,2280000.000,2206000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,1880000.000,,,,,,,,,,,,1324000.000,,,,1522000.000,
DerivativeAssetsCurrent,27389000.000,24910000.000,15942000.000,18765000.000,8149000.000,22577000.000,16390000.000,7600000.000,1553000.000,1436000.000,21669000.000,208585000.000,214986000.000,172644000.000,231340000.000,272320000.000,259854000.000,140492000.000,154840000.000,69464000.000,42567000.000
DerivativeAssetsNoncurrent,20388000.000,21609000.000,5586000.000,6924000.000,9500000.000,21072000.000,27890000.000,42657000.000,26330000.000,1149000.000,21128000.000,311802000.000,389748000.000,316758000.000,439070000.000,461810000.000,442616000.000,329231000.000,300695000.000,102630000.000,34797000.000
DerivativeLiabilitiesCurrent,724000.000,828000.000,1422000.000,1510000.000,4499000.000,1872000.000,3184000.000,7996000.000,19832000.000,45188000.000,4531000.000,3289000.000,3300000.000,2980000.000,3515000.000,2850000.000,2098000.000,2140000.000,2135000.000,0.000,
DerivativeLiabilitiesNoncurrent,417000.000,1847000.000,7413000.000,9293000.000,6564000.000,2801000.000,5795000.000,5875000.000,10646000.000,90696000.000,15244000.000,,555000.000,669000.000,3183000.000,1441000.000,2161000.000,2220000.000,1072000.000,0.000,
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,,,,,,,,,,,,,,,,,,30143000.000,,,
DueFromAffiliateCurrent,1344000.000,2195000.000,1798000.000,4648000.000,3712000.000,8665000.000,3134000.000,4473000.000,2920000.000,,,,,1049000.000,,,,,,,
DueToAffiliateCurrent,1327000.000,503000.000,901000.000,1738000.000,2081000.000,3779000.000,3049000.000,474000.000,1709000.000,2409000.000,2711000.000,12781000.000,9145000.000,618000.000,5006000.000,3339000.000,5137000.000,,0.000,0.000,
EscrowDeposit,,,,,,,25310000.000,,,,,,,,,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,13191866000.000,,,,5952935000.000,,,,3666731000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesDevelopmentCosts,,,,,,,,,,,,1222221000.000,,,,808512000.000,,,,440496000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesIncomeTaxExpense,,,,,,,,,,,,,,,,0.000,,,,0.000,
