,2011-09-30,2012-09-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1137000.000,1036000.000,644000.000
AdvertisingExpense,,1600000.000,1700000.000
AmortizationOfAcquiredIntangibleAssets,,-1444000.000,-711000.000
AmortizationOfFinancingCosts,0.000,32000.000,81000.000
AmortizationOfIntangibleAssets,,,1720000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,16500000.000,0.000
BusinessCombinationAcquisitionRelatedCosts,0.000,,
CapitalizedComputerSoftwareAdditions,,,-355000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-967000.000,-5287000.000,3325000.000
ComprehensiveIncomeNetOfTax,-2987000.000,-9194000.000,33000.000
ConversionOfStockAmountIssued1,,30000.000,0.000
ConvertiblePreferredDividendsNetOfTax,40000.000,,235000.000
CostOfGoodsAndServicesSold,30713000.000,30657000.000,22268000.000
CostsAndExpenses,66523000.000,73661000.000,55059000.000
CurrentFederalTaxExpenseBenefit,,0.000,48000.000
CurrentForeignTaxExpenseBenefit,,0.000,0.000
CurrentIncomeTaxExpenseBenefit,,58000.000,162000.000
CurrentStateAndLocalTaxExpenseBenefit,,58000.000,114000.000
DeferredFederalIncomeTaxExpenseBenefit,,0.000,0.000
DeferredForeignIncomeTaxExpenseBenefit,,-608000.000,-7000.000
DeferredIncomeTaxExpenseBenefit,,-608000.000,-7000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,0.000,0.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,400000.000,400000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.500,0.500
Depreciation,,5475000.000,4899000.000
DepreciationDepletionAndAmortization,6477000.000,8013000.000,6783000.000
DividendsPreferredStock,2000.000,-4000.000,3000.000
EarningsPerShareBasic,,,0.060
EarningsPerShareBasicAndDiluted,-0.280,-0.970,
EarningsPerShareDiluted,,,0.030
EffectOfExchangeRateOnCashAndCashEquivalents,-23000.000,-16000.000,15000.000
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,,51000.000
FairValueInputsDiscountRate,,0.165,0.175
FairValueInputsLongTermRevenueGrowthRate,,0.030,
FiniteLivedIntangibleAssetsTranslationAdjustments,,462000.000,274000.000
GainLossOnDispositionOfAssets,-332000.000,-76000.000,-80000.000
GoodwillTranslationAdjustments,,814000.000,-648000.000
ImpairmentOfIntangibleAssetsFinitelived,,3500000.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3706000.000,-10836000.000,1021000.000
IncomeTaxExpenseBenefit,-908000.000,-550000.000,155000.000
IncomeTaxExpenseBenefitContinuingOperations,,-550000.000,155000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,1301000.000,-552000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-3658000.000,347000.000
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,,71000.000,49000.000
IncomeTaxReconciliationNondeductibleExpenseResearchAndDevelopment,,-354000.000,-361000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,189000.000,56000.000
IncomeTaxReconciliationOtherAdjustments,,162000.000,236000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-213000.000,54000.000
IncomeTaxesPaid,,51000.000,108000.000
IncreaseDecreaseInAccountsPayable,-222000.000,-1787000.000,-657000.000
IncreaseDecreaseInAccountsReceivable,-2829000.000,-1298000.000,-956000.000
IncreaseDecreaseInAccruedLiabilities,-538000.000,-519000.000,-513000.000
IncreaseDecreaseInDeferredCharges,-1793000.000,-810000.000,-356000.000
IncreaseDecreaseInDeferredIncomeTaxes,-877000.000,617000.000,9000.000
IncreaseDecreaseInDeferredRevenue,-3342000.000,-1926000.000,-1004000.000
IncreaseDecreaseInInventories,275000.000,437000.000,-2062000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,40000.000,48000.000,171000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,327000.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,16537000.000
