,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AdjustmentForAmortization,,,5938.000,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,,1780.000,,,,
AmortizationOfDebtDiscountPremium,,,5938.000,,,,6125.000,,
CashAcquiredFromAcquisition,,,,,,,37065.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,9238.000,,,,47749.000,,
CostOfRevenue,-78649.000,-133474.000,-96112.000,-59781.000,1353.000,-2947.000,-39397.000,-204900.000,-281154.000
CostsAndExpenses,,,,,,,,204900.000,204900.000
DebtInstrumentConvertibleEffectiveInterestRate,,,,,,,7873.000,,
Depreciation,,114.000,134.000,175.000,175.000,0.000,954.000,5123.000,5153.000
DepreciationAndAmortization,,,,,,,954.000,5123.000,5123.000
DerivativeGainLossOnDerivativeNet,,,-8950.000,2788.000,6162.000,-66.000,,,
DerivativeGainOnDerivative,,,,,,,189200.000,,
DerivativeLossOnDerivative,,,,,,,189200.000,,
EarningsPerShareBasic,0.000,,,,,,0.000,0.000,
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,1544.000,,,,,,
FeesAndCommissions,261202.000,345421.000,168965.000,105691.000,29676.000,7457.000,,,224047.000
FeesAndCommissionsCreditCards,,,3565.000,2106.000,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,-3197832.000,,
GoodwillTranslationAdjustments,,,,,,,3197832.000,,
GrossProfit,182553.000,211947.000,72854.000,45910.000,28323.000,7215.000,-17933.000,132006.000,-57107.000
IncomeLossFromContinuingOperations,-49546.000,-17953.000,-28564.000,-40893.000,-10762.000,-242605.000,-26662.000,84393.000,-120342.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-49545.000,-17953.000,-49030.000,-66279.000,-10932.000,-283844.000,-34535.000,35411.000,-168059.000
IncomeTaxesPaid,,,0.000,,,,,,
IncreaseDecreaseInAccountsPayable,,,-12053.000,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,9777.000,,
IncreaseDecreaseInDerivativeLiabilities,,,8950.000,,,,,,
IncreaseDecreaseInFuelInventories,,,,,,,-33959.000,,
IncreaseDecreaseInNotesPayableRelatedParties,,,,,,,1050.000,,
InsuranceCommissions,8830.000,3411.000,1520.000,2225.000,,,,,
InsuranceCommissionsAndFees,168521.000,174875.000,52040.000,45559.000,29676.000,7456.000,4803.000,2189.000,
InsuranceServicesRevenue,92681.000,170546.000,116925.000,60133.000,,,,,
InterestAndDebtExpense,,,2500.000,,,,,,
InterestAndFeeIncomeLoansTradeFinancing,,,,,,,28887.000,,
InterestExpense,,,-11516.000,-28174.000,-6331.000,-37457.000,-7873.000,-48982.000,-47717.000
InterestIncomeOperating,1.000,,,,,,,,
InterestPaid,,,3078.000,,,,,,
InterestPaidNet,,,3078.000,,,,,,
InventoryWriteDown,,,,,,,-33959.000,,
LaborAndRelatedExpense,51916.000,69830.000,25850.000,17870.000,,,,,
LeaseAndRentalExpense,18599.000,9330.000,12735.000,13558.000,9688.000,216910.000,,,
LegalFees,11321.000,6860.000,12734.000,11283.000,24976.000,-24042.000,,,
NetCashProvidedByUsedInFinancingActivities,,,50815.000,,,,28363.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,50815.000,,,,28363.000,,
NetCashProvidedByUsedInInvestingActivities,,,-1315.000,,,,37065.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1315.000,,,,37065.000,,
NetCashProvidedByUsedInOperatingActivities,,,-40262.000,,,,-17679.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-40262.000,,,,-17679.000,,
NetIncomeLoss,-49545.000,-17953.000,-49030.000,-66279.000,-10932.000,-283844.000,-34535.000,35411.000,-168059.000
NoncashOrPartNoncashAcquisitionDebtAssumed1,,,,,,,117229.000,,
OperatingExpenses,232099.000,229900.000,101418.000,,39086.000,,8729.000,47613.000,63235.000
OperatingLeasesRentExpenseMinimumRentals,74040.000,,,,9688.000,,,,
OriginationOfLoanToPurchaseCommonStock,,,,,,,3000000.000,,
OtherGeneralAndAdministrativeExpense,32202.000,85428.000,15251.000,12804.000,,,5057.000,15690.000,22075.000
OtherLaborRelatedExpenses,87921.000,35486.000,,0.000,,,878.000,10021.000,30362.000
PaymentsToEmployees,,,130000.000,,,,,,
ProceedsFromDebtNetOfIssuanceCosts,,,,,,,27313.000,,
ProceedsFromIssuanceOfCommonStock,,,,,,,3000000.000,,
ProceedsFromNotesPayable,,,47500.000,,,,,,
ProfessionalFees,21252.000,18646.000,22237.000,18082.000,2359.000,20753.000,1840.000,15792.000,4697.000
PropertyPlantAndEquipmentAdditions,,,-1315.000,,,,,,
RepaymentsOfAssumedDebt,,,,,,,117229.000,,
RepaymentsOfRelatedPartyDebt,,,-3990.000,,,,,,
RepaymentsOfShortTermDebt,,,15000.000,,,,,,
Revenues,,,,,,,21464.000,336906.000,
SaleLeasebackTransactionMonthlyRentalPayments,,,,,9688.000,,0.000,,0.000
SalesRevenueNet,,,,,,,21464.000,336906.000,
ShippingHandlingAndTransportationCosts,,,,,,,,36938.000,36938.000
StockIssuedDuringPeriodSharesIssuedForServices,,,3300.000,7500.000,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,3300.000,,,,,,
TechnologyServicesCosts,57.000,796.000,4093.000,1200.000,108.000,0.000,,987.000,949.000
WeightedAverageNumberOfSharesOutstandingBasic,77460612.000,77460612.000,77463873.000,77524851.000,77565612.000,-231779039.000,5558265.000,40775656.000,46620100.000
