,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,83171.000,107000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,1000.000
AllocatedShareBasedCompensationExpense,,107000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,35000.000
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,-20000.000
AllowanceForLoanAndLeaseLossesWriteOffs,,71000.000
AmortizationOfDeferredLoanOriginationFeesNet,-325848.000,-298000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,84525.000
AvailableForSaleSecuritiesGrossRealizedGains,,284000.000
BankOwnedLifeInsuranceIncome,18805.000,203000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2365297.000,24474000.000
CommonStockDividendsPerShareCashPaid,0.240,0.600
CommonStockDividendsPerShareDeclared,0.240,0.600
Communication,122886.000,127000.000
ComprehensiveIncomeNetOfTax,,1995000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,2398423.000,
CurrentFederalTaxExpenseBenefit,,924000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,82457.000,77000.000
DeferredFederalIncomeTaxExpenseBenefit,,-3000.000
DefinedContributionPlanCostRecognized,,98000.000
Depreciation,,600000.000
DepreciationAmortizationAndAccretionNet,606800.000,603000.000
DividendsCommonStockCash,553264.000,1369000.000
DividendsPreferredStockCash,414584.000,137000.000
EarningsPerShareBasic,0.780,0.960
EarningsPerShareDiluted,0.770,0.940
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,7500.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,31000.000
EmployeeStockOwnershipPlanESOPCashContributionsToESOP,,0.000
EmployeeStockOwnershipPlanESOPCompensationExpense,,0.000
EmployeeStockOwnershipPlanESOPSharesContributedToESOP,,346.000
EquipmentExpense,583289.000,579000.000
FederalDepositInsuranceCorporationPremiumExpense,170198.000,155000.000
FeesAndCommissionsDebitCards,,151000.000
FeesAndCommissionsDepositorAccounts,334120.000,252000.000
FeesAndCommissionsOther,,197000.000
GainLossOnSaleOfOtherAssets,,30000.000
GainLossOnSaleOfPropertyPlantEquipment,659.000,
GainLossOnSaleOfSecuritiesNet,87345.000,284000.000
GainsLossesOnSalesOfOtherRealEstate,3347.000,-70000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,1638000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,59000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3501825.000,3249000.000
IncomeTaxExpenseBenefit,1133284.000,921000.000
IncomeTaxExpenseBenefitContinuingOperations,,921000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,1105000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,6000.000
IncomeTaxReconciliationOtherAdjustments,,21000.000
IncomeTaxesPaid,1328734.000,1099000.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,-126987.000,-291000.000
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,-62985.000,47000.000
IncreaseDecreaseInDeposits,25875336.000,45168000.000
IncreaseDecreaseInPayablesUnderRepurchaseAgreements,-875306.000,1103000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,10606.000,50201.000
