,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableTradeCurrent,27623000.000,27317000.000,25630000.000,26256000.000,26342000.000,24981000.000,21822000.000,24212000.000,26246000.000,23837000.000,21750000.000,22483000.000,23781000.000,24686000.000,22332000.000,19572000.000,23582000.000,22392000.000,20377000.000,21455000.000,20677000.000,26373000.000,21978000.000,23893000.000
AccountsReceivableNetCurrent,74970000.000,68959000.000,68949000.000,74534000.000,73343000.000,75805000.000,61695000.000,66713000.000,67089000.000,73917000.000,67587000.000,74957000.000,75864000.000,72772000.000,67942000.000,63426000.000,63270000.000,66195000.000,63626000.000,67728000.000,65060000.000,69473000.000,63415000.000,70513000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,,,13334000.000,13373000.000,13990000.000,13931000.000,12331000.000,14690000.000
AccruedLiabilitiesCurrent,13673000.000,13027000.000,12510000.000,14287000.000,14674000.000,15179000.000,11865000.000,11255000.000,10206000.000,10286000.000,11118000.000,9998000.000,9707000.000,10958000.000,13021000.000,12044000.000,12555000.000,12923000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,119447000.000,122680000.000,125144000.000,127247000.000,127070000.000,130164000.000,130768000.000,134070000.000,137567000.000,135041000.000,134824000.000,133307000.000,135810000.000,132665000.000,132974000.000,136965000.000,139029000.000,142163000.000,142097000.000,146758000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,-6305000.000,-6247000.000,,,-1886000.000,,,,-6988000.000,,,,-6216000.000,,,,-5855000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,-6920000.000,,,,1830000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-244000.000,-11448000.000,-17039000.000,-11657000.000,-18692000.000,-15915000.000,-13664000.000,-13167000.000,-21651000.000,-19198000.000,-17702000.000,-15870000.000,-13572000.000,-23383000.000,-35134000.000,-43662000.000,-44005000.000,-53907000.000,-54151000.000,-50207000.000,-51986000.000,-50609000.000,-57369000.000,-51825000.000
AdditionalPaidInCapitalCommonStock,11307000.000,12092000.000,12718000.000,13239000.000,14190000.000,15314000.000,16355000.000,16797000.000,18672000.000,19828000.000,21082000.000,21955000.000,22007000.000,22190000.000,22795000.000,23342000.000,23311000.000,22344000.000,22916000.000,23299000.000,23536000.000,24200000.000,24629000.000,25315000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1639000.000,1816000.000,1627000.000,1674000.000,1887000.000,2211000.000,2039000.000,1865000.000,1944000.000,2032000.000,2136000.000,2100000.000,2341000.000,2317000.000,2370000.000,2383000.000,2499000.000,2135000.000,2326000.000,2469000.000,2485000.000,3149000.000,3210000.000,3276000.000
