,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2015-09-30,2016-03-31,2016-09-30,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-116.000,,,108.000,,,,,-81.000,,14.000
DepreciationDepletionAndAmortization,,123.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.000,,-0.000,-0.000,-0.000,-0.000
GainsLossesOnExtinguishmentOfDebt,,160000.000,160000.000,160000.000,,,,,,,,
GeneralAndAdministrativeExpense,51978.000,47192.000,70779.000,53032.000,1193.000,25656.000,7144.000,,2486.000,3521.000,3545.000,23008.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-39707.000,-64590.000,-46077.000,,-41423.000,-42458.000,-42482.000,-61945.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-20051.000,,,-5699.000,,,,,3440.000,,14822.000
IncreaseDecreaseInAccountsPayableRelatedParties,,75000.000,,,,,,,,,,
IncreaseDecreaseInAccruedSalaries,,,,,30000.000,,,,,30000.000,,30000.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,,8442.000,70359.000,,,,,,,,,
InterestExpense,,8442.000,8442.000,8443.000,-8514.000,-8934.000,-8933.000,,-8937.000,-8937.000,-8937.000,-8937.000
NetCashProvidedByUsedInFinancingActivities,,22360.000,,,7000.000,,,,,,,8200.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,22360.000,,,7000.000,,,,,,,8200.000
NetCashProvidedByUsedInOperatingActivities,,-22244.000,,,-6892.000,,,,,-81.000,,-8186.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-22244.000,,,-6892.000,,,,,-81.000,,-8186.000
NetIncomeLoss,-81978.000,-85634.000,-109221.000,-91475.000,-39707.000,-64590.000,-46077.000,,-41423.000,-42458.000,-42482.000,-61945.000
OperatingExpenses,81978.000,77192.000,100779.000,83032.000,31193.000,55656.000,37144.000,,32486.000,33521.000,33545.000,53008.000
OperatingIncomeLoss,-81978.000,-77192.000,-100779.000,-83032.000,-31193.000,-55656.000,-37144.000,,-32486.000,-33521.000,-33545.000,-53008.000
OtherExpenses,,,,,-8514.000,-8934.000,-8933.000,,-8937.000,-8937.000,-8937.000,-8937.000
OtherLaborRelatedExpenses,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,,30000.000,30000.000,30000.000,30000.000
PaymentsOfDistributionsToAffiliates,,-3036.000,,,,,,,,,,
ProceedsFromContributionsFromAffiliates,,22360.000,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,7000.000,,,8500.000,,0.000,,8200.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,13800.000,,,,,,,,,,
ProfitLoss,,-85634.000,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,36719854.000,36719854.000,36719854.000,36719854.000,36719854.000,36719854.000,,36719854.000,36719854.000,36719854.000,36719854.000
