,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableCurrent,7451084.000,7216117.000,7184942.000,6961558.000,6781160.000,6212388.000,5335882.000
AccountsReceivableNetCurrent,5192455.000,5237404.000,4823492.000,4864805.000,4730574.000,4694100.000,4492368.000
AccruedSalesCommissionCurrent,547696.000,530268.000,553505.000,544674.000,520717.000,459712.000,470051.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,4276403.000,4385947.000
AdditionalPaidInCapital,9369630.000,9490226.000,9896634.000,9999180.000,10067172.000,10148545.000,10205911.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,1606948.000,1623954.000,772479.000,871629.000
Assets,19828715.000,19065374.000,18580580.000,18176424.000,16890330.000,15045636.000,13231919.000
AssetsCurrent,10016665.000,9975568.000,9622146.000,9433999.000,8427022.000,8042127.000,7632356.000
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,,,,,46000.000
BusinessAcquisitionPurchasePriceAllocationNetTangibleAssets,,,,,,,1404500.000
CapitalLeaseObligations,,,,,,139407.000,
CapitalLeaseObligationsCurrent,266482.000,239203.000,235753.000,205431.000,174355.000,164662.000,81278.000
CapitalLeaseObligationsNoncurrent,811547.000,758750.000,785732.000,776622.000,741730.000,711255.000,37877.000
CapitalLeasedAssetsGross,,,,,,2824334.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,151808.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,94479.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,8781.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,48548.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,12401.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,139407.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,464717.000,
Cash,42674.000,108133.000,242602.000,38300.000,27841.000,48424.000,46092.000
ClassOfWarrantOrRightOutstanding,,,,1314126.000,,241564.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000
CommonStockSharesIssued,22089888.000,22086641.000,22086641.000,22086641.000,22086641.000,22086641.000,22086641.000
CommonStockSharesOutstanding,22089888.000,22086641.000,22086641.000,22086641.000,22086641.000,22086641.000,22086641.000
CommonStockValue,22090.000,22087.000,22087.000,22087.000,22087.000,22087.000,22087.000
CustomerDepositsCurrent,,,,98417.000,111663.000,106448.000,100097.000
DebtInstrumentFaceAmount,,,,,,179000.000,
DeferredIncomeTaxLiabilities,,,,,,966317.000,
DeferredRentCreditCurrent,,,,230076.000,215071.000,200066.000,185061.000
DeferredRevenueCurrent,485529.000,427715.000,448538.000,548775.000,489636.000,473957.000,484193.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,2685939.000,
