,2011-12-31,2014-12-31
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,653000.000
AllowanceForLoanAndLeaseLossesWriteOffs,,-1681000.000
AmortizationOfIntangibleAssets,85000.000,80000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,-3521000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,-3766000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,-245000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,1294000.000
AvailableForSaleSecuritiesGrossRealizedGains,,1345000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,30152000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,-51000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,13382000.000
AvailableForSaleSecuritiesGrossUnrealizedLoss,,-3766000.000
BankOwnedLifeInsuranceIncome,736000.000,621000.000
BrokerageCommissionsRevenue,1263000.000,1506000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,442000.000,7933000.000
CommonStockDividendsPerShareCashPaid,1.100,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,18767000.000,19861000.000
CurrentIncomeTaxExpenseBenefit,,3089000.000
DeferredIncomeTaxExpenseBenefit,-10000.000,400000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.070
DepreciationNonproduction,1780000.000,2073000.000
DividendIncomeOperating,210000.000,198000.000
DividendsCommonStockCash,3972000.000,-4898000.000
EarningsPerShareBasic,,3.720
EarningsPerShareBasicAndDiluted,3.280,3.720
EarningsPerShareDiluted,,3.720
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
FederalDepositInsuranceCorporationPremiumExpense,823000.000,679000.000
FeesAndCommissionsCreditAndDebitCards,,2788000.000
FeesAndCommissionsDepositorAccounts,6634000.000,4680000.000
FeesAndCommissionsFiduciaryAndTrustActivities,803000.000,915000.000
FeesAndCommissionsMortgageBanking,830000.000,1405000.000
FinancingReceivableAllowanceForCreditLossesPeriodIncreaseDecrease,,-1028000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,653000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,-1681000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,6700000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,7982000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,502000.000
GainLossOnDispositionOfProperty,273000.000,
GainLossOnSaleOfInvestments,943000.000,
GainLossOnSaleOfSecuritiesNet,943000.000,1294000.000
GainsLossesOnSalesOfOtherRealEstate,-1374000.000,-336000.000
ImpairmentOfInvestments,347000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,15278000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,16983000.000
IncomeTaxExpenseBenefit,3416000.000,3438000.000
IncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends,,305000.000
IncomeTaxReconciliationDeductionsOther,,211000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,5774000.000
IncomeTaxReconciliationNondeductibleExpenseOther,,129000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,66000.000
IncomeTaxReconciliationTaxExemptIncome,,1949000.000
IncomeTaxesPaid,2900000.000,4475000.000
IncreaseDecreaseInAccruedInterestReceivableNet,91000.000,243000.000
IncreaseDecreaseInDemandDeposits,19559000.000,
IncreaseDecreaseInDeposits,,-10495000.000
IncreaseDecreaseInInterestPayableNet,-60000.000,-163000.000
IncreaseDecreaseInLifeInsuranceLiabilities,,-458000.000
IncreaseDecreaseInLoansHeldForSale,-161000.000,-1611000.000
IncreaseDecreaseInOperatingLiabilities,1364000.000,
IncreaseDecreaseInOtherOperatingAssets,-884000.000,-1720000.000
IncreaseDecreaseInOtherOperatingLiabilities,,1473000.000
IncreaseDecreaseInSavingsDeposits,71763000.000,
IncreaseDecreaseInTimeDeposits,-27495000.000,
InformationTechnologyAndDataProcessing,1741000.000,2180000.000
InsuranceCommissionsAndFees,899000.000,867000.000
InterestAndDividendIncomeOperating,45506000.000,46934000.000
InterestAndFeeIncomeLoansAndLeases,34159000.000,34005000.000
InterestExpense,9356000.000,6269000.000
InterestExpenseBorrowings,1241000.000,1164000.000
InterestExpenseDeposits,7692000.000,4862000.000
InterestExpenseOther,423000.000,243000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,33725000.000,39914000.000
InterestIncomeExpenseNet,36150000.000,40665000.000
InterestIncomeSecuritiesTaxExempt,4422000.000,5592000.000
InterestIncomeSecuritiesTaxable,6622000.000,7031000.000
InterestPaid,9356000.000,6280000.000
LaborAndRelatedExpense,16700000.000,20973000.000
MarketingAndAdvertisingExpense,662000.000,1013000.000
NetCashProvidedByUsedInFinancingActivities,55480000.000,51044000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,55480000.000,51044000.000
NetCashProvidedByUsedInInvestingActivities,-73862000.000,-62942000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-73862000.000,-62942000.000
NetCashProvidedByUsedInOperatingActivities,18824000.000,19831000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,18824000.000,19831000.000
NetIncomeLoss,,13545000.000
NoninterestExpense,30072000.000,37352000.000
NoninterestIncome,11673000.000,14421000.000
NoninterestIncomeOtherOperatingIncome,666000.000,681000.000
OccupancyNet,1676000.000,1900000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,6905000.000,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,,10235000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,6316000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,,-3919000.000
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToNoncontrollingInterest,11189000.000,
OtherComprehensiveIncomeLossNetOfTax,,6316000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,6905000.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,595000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,367000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,-228000.000
