,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,818875.000,826712.000,857188.000,898962.000,951840.000
AccountsPayableInterestBearingInterestRate,,,,0.080,
AccountsPayableTradeCurrent,,,,,368775.000
AccountsReceivableGrossNoncurrent,,,,,4000.000
AccountsReceivableNet,,,,585335.000,
AccountsReceivableNetCurrent,580240.000,419163.000,589712.000,,587521.000
AccruedPayrollTaxesCurrent,,,,,64959.000
AccruedProfessionalFeesCurrent,,,,,32300.000
AccruedVacationCurrent,,,,,85178.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,6431680.000,6456981.000,6505530.000,6456041.000,6509120.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-20587.000,-30647.000,-13737.000,-95044.000,-78547.000
AdditionalPaidInCapital,23038217.000,23062257.000,23085867.000,23109834.000,23133611.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,,,,60332.000,53846.000
AllowanceForDoubtfulAccountsReceivableCurrent,67286.000,66748.000,57540.000,,
Assets,2888302.000,2586610.000,2593673.000,2521487.000,2442744.000
AssetsCurrent,2449124.000,2139379.000,2160862.000,2144157.000,2094746.000
Capital,,,,,145059.000
CashAndCashEquivalentsAtCarryingValue,213611.000,18863.000,86877.000,107308.000,66287.000
CommonStockAdditionalSeriesParOrStatedValuePerShare,,,,0.350,0.350
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000
CommonStockSharesIssued,15585281.000,15590281.000,15595281.000,15600281.000,15600281.000
CommonStockSharesOutstanding,15585281.000,15590281.000,15595281.000,15600281.000,15600281.000
CommonStockValue,155852.000,155902.000,155952.000,156002.000,156002.000
CommonStockValueOutstanding,,,,3142208.000,3091208.000
ConvertibleDebtCurrent,,,,4049858.000,4049858.000
ConvertibleNotesPayable,,,,11571022.000,11571022.000
ConvertibleSubordinatedDebt,,,,4049858.000,4049858.000
DeferredRevenue,,,,29891.000,20979.000
DeferredRevenueCurrent,37226.000,32213.000,36860.000,,
DeferredTaxAssetsGross,,,,,8410000.000
DeferredTaxAssetsNet,,,,,8386000.000
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,2046907.000
DeferredTaxAssetsValuationAllowance,,,,,-8386000.000
DepositLiabilitiesAccruedInterest,,,,,198949.000
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards,,,,45868.000,
EmployeeStockOwnershipPlanESOPSharesInESOP,,,,,881281.000
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile,,,,189269.000,180109.000
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInIndividualForeignCountriesAmount,,,,188061.000,167889.000
FurnitureAndFixturesGross,,,,,6688546.000
InventoryFinishedGoods,,,,780095.000,778086.000
InventoryFinishedGoodsNetOfReserves,,,,,564284.000
InventoryGross,,,,1964205.000,1927336.000
InventoryNet,1460780.000,1568213.000,1366248.000,1366796.000,1363052.000
InventoryRawMaterials,,,,1159292.000,1086129.000
InventorySuppliesNetOfReserves,,,,,226000.000
InventoryValuationReserves,,,,-597409.000,-564284.000
InventoryWorkInProcess,,,,24818.000,63121.000
LeaseholdImprovementsGross,,,,,102882.000
Liabilities,5575372.000,5628209.000,5838344.000,5955579.000,5999545.000
LiabilitiesAndStockholdersEquity,2888302.000,2586610.000,2593673.000,2521487.000,2442744.000
LiabilitiesCurrent,1525514.000,1578351.000,1788486.000,1905721.000,1949687.000
LiabilitiesNoncurrent,4049858.000,4049858.000,4049858.000,4049858.000,4049858.000
LineOfCreditFacilityCurrentBorrowingCapacity,,,,1000000.000,
LineOfCreditFacilityFairValueOfAmountOutstanding,,,,360000.000,360000.000
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,0.090,0.090
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,1500000.000
LinesOfCreditCurrent,669413.000,,0.000,,976868.000
LongTermDebtComponentsConvertibleDebt,,,,4049858.000,4049858.000
NotesAndLoansReceivableNetCurrent,35000.000,,,,
NotesAndLoansReceivableNetNoncurrent,0.000,,,,
NotesReceivableNet,,,,840000.000,
OperatingLossCarryforwards,,,,,8074000.000
OtherAccruedLiabilitiesCurrent,,,,,201679.000
OtherAssets,52658.000,55811.000,78081.000,65140.000,65691.000
OtherAssetsCurrent,,,,,65691.000
OtherAssetsNoncurrent,52658.000,55811.000,,,
OtherInventoryNetOfReserves,,,,,106000.000
OtherTaxCarryforwardGrossAmount,,,,,23745000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,,,,0.000,0.000
PreferredStockSharesOutstanding,,,,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,,
PrepaidExpenseAndOtherAssetsCurrent,159493.000,133140.000,118025.000,84718.000,77886.000
PropertyPlantAndEquipmentGross,,,,,6791428.000
PropertyPlantAndEquipmentNet,386520.000,391420.000,354730.000,312190.000,282307.000
RelatedPartyDebtNoncurrent,,,,976868.000,
RetainedEarningsAccumulatedDeficit,-25770916.000,-26139475.000,-26383117.000,-26515248.000,-26678231.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,0.170,0.150
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,0.080,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,6.770,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,3142208.000,3091208.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,0.140,0.140
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm1,,,,7.430,6.670
StockholdersEquity,-2687070.000,-3041599.000,-3244671.000,-3434092.000,-3556801.000
StockholdersEquityBeforeTreasuryStock,,,,-89636.000,-89636.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2687070.000,-3041599.000,-3244671.000,-3434092.000,-3556801.000
TreasuryStockShares,100000.000,100000.000,100000.000,100000.000,100000.000
TreasuryStockValue,-89636.000,-89636.000,-89636.000,,
WarrantsAndRightsOutstanding,,,,5000000.000,5000000.000
