,2011-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,700000.000
AmortizationOfIntangibleAssets,1800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,314700000.000
ComprehensiveIncomeNetOfTax,-31800000.000
DividendIncomeOperating,100000.000
DividendsPreferredStockCash,4200000.000
EarningsPerShareBasic,-0.420
EarningsPerShareDiluted,-0.420
EffectOfExchangeRateOnCashAndCashEquivalents,500000.000
FeesAndCommissionsCreditCards,2300000.000
FeesAndCommissionsDepositorAccounts,6800000.000
GainLossOnSaleOfMortgageLoans,300000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-33500000.000
IncomeTaxExpenseBenefit,600000.000
IncomeTaxesPaid,300000.000
IncreaseDecreaseInDeferredIncomeTaxes,10400000.000
IncreaseDecreaseInFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchaseNet,-36700000.000
IncreaseDecreaseInOtherOperatingAssets,-16300000.000
IncreaseDecreaseInOtherOperatingLiabilities,35600000.000
InterestAndDividendIncomeOperating,74400000.000
InterestAndFeeIncomeLoansAndLeases,68900000.000
InterestExpense,22200000.000
InterestExpenseDeposits,14000000.000
InterestExpenseLongTermDebt,8200000.000
InterestIncomeDepositsWithFinancialInstitutions,1200000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,10900000.000
InterestIncomeExpenseNet,52200000.000
InterestIncomeSecuritiesTaxExempt,100000.000
InterestIncomeSecuritiesTaxable,4100000.000
InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,97200000.000
LaborAndRelatedExpense,78200000.000
LoanProcessingFee,2700000.000
NetCashProvidedByUsedInFinancingActivities,-176500000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-176500000.000
NetCashProvidedByUsedInInvestingActivities,384200000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,384200000.000
NetCashProvidedByUsedInOperatingActivities,106500000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,106500000.000
NetIncomeLoss,-33500000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-38100000.000
NoninterestExpense,146300000.000
NoninterestExpenseRelatedToPerformanceFees,11000000.000
NoninterestIncome,102500000.000
NoninterestIncomeOtherOperatingIncome,1400000.000
OccupancyNet,8000000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,1700000.000
OtherDepreciationAndAmortization,4800000.000
OtherNoninterestExpense,8800000.000
PaymentsForOriginationOfMortgageLoansHeldForSale,25500000.000
PaymentsForProceedsFromLoansAndLeases,-303900000.000
PaymentsForRepurchaseOfCommonStock,100000.000
PaymentsOfDividends,4200000.000
PaymentsToAcquirePropertyPlantAndEquipment,3000000.000
PreferredStockDividendsAndOtherAdjustments,4600000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,88700000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,400000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,100000.000
ProvisionForLoanLossesExpensed,41300000.000
Revenues,113400000.000
SalesRevenueNet,113400000.000
ShareBasedCompensation,700000.000
TravelAndEntertainmentExpense,2200000.000
TreasuryStockSharesAcquired,9684.000
TreasuryStockValueAcquiredCostMethod,100000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,-11400000.000
WeightedAverageNumberOfDilutedSharesOutstanding,90976000.000
WeightedAverageNumberOfSharesOutstandingBasic,90976000.000
