,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2017-03-31
AccountsPayableAndAccruedLiabilities,,,,9795.000,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,17895.000,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,9991.000,9806.000,17666.000,10143.000,10303.000,9616.000,22695.000,2002.000,2300.000,8956.000,10344.000,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,22695.000,,,8956.000,,,,,,
AccountsPayableCurrent,7699.000,7698.000,,,,,,,,,,,,,,3560513.000,2587069.000,3220206.000,4906959.000,4468533.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,8955544.000,4929298.000,4133570.000,7724860.000,9590446.000
AccruedBonusesCurrent,,,,,,,,,,,,,,,,18000.000,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,2236466.000,1417098.000,1345561.000,
AccruedProfessionalFeesCurrent,0.000,,,,,,,,,,,,,,,7500.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,,-287722.000,740.000
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,19850002.000
AdditionalPaidInCapitalCommonStock,47219856.000,47250887.000,47250887.000,47250887.000,47250887.000,47250887.000,47250887.000,47250887.000,47250887.000,47250887.000,47250887.000,47300887.000,47300887.000,47250887.000,47268208.000,53131.000,1294369.000,5700286.000,10042992.000,
Assets,8065.000,24377.000,22450.000,10305.000,6419.000,6368.000,5600.000,5379.000,6647.000,4903.000,4468.000,12006.000,9126.000,5085.000,3898.000,21206685.000,12631350.000,15143446.000,38122291.000,49680406.000
AssetsCurrent,3061.000,24377.000,22450.000,10305.000,6419.000,6368.000,5600.000,5379.000,6647.000,4903.000,4468.000,12006.000,9126.000,5085.000,3898.000,14480556.000,5753297.000,8218454.000,11268334.000,12352459.000
AssetsNet,,,,,,,,,,,,,,,,76699.000,,,,
AssetsNoncurrent,,,,,,,,,,,,,,,,,,,,37327947.000
BusinessCombinationAcquiredReceivablesFairValue,,,,,,,,,,,,,,,,140101.000,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,400000.000,,,,20164724.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,,,,,,,,,,,,317970.000,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,,,,,,,,,,,,,,,,20247884.000,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,,,,,,,,,,,,,,,,814522.000,814522.000,814522.000,9533867.000,
Cash,,,,,,,,,,,,,,,,4377590.000,505173.000,3603663.000,2913834.000,
CashAndCashEquivalentsAtCarryingValue,3846.000,20158.000,18231.000,6086.000,2200.000,2149.000,1381.000,1160.000,2428.000,684.000,249.000,7787.000,9126.000,5085.000,3898.000,5066683.000,505173.000,3603663.000,2913834.000,1812600.000
CededPremiumsPayable,,,,,,,,,,,,,,,,8900000.000,1630490.000,1186609.000,3225093.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
