,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AllocatedShareBasedCompensationExpense,20800000.000,21100000.000,22400000.000,22000000.000,26000000.000,26800000.000,26900000.000,29400000.000,28500000.000,27300000.000,27300000.000,29600000.000,34700000.000,31400000.000,41000000.000,52600000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,15400000.000,,17300000.000,18600000.000,18300000.000,19500000.000,19100000.000,18600000.000,18700000.000,20500000.000,24000000.000,21100000.000,27800000.000,36200000.000
AmortizationOfAcquiredIntangibleAssets,,,31900000.000,,31600000.000,33300000.000,33200000.000,33200000.000,30700000.000,29000000.000,28800000.000,,,,,
AmortizationOfDeferredHedgeGains,-300000.000,,,,-300000.000,,,,-3600000.000,,,,-3700000.000,,,
AmortizationOfFinancingCostsAndDiscounts,7500000.000,,,,500000.000,,,,500000.000,,,,700000.000,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,27800000.000,28000000.000,29000000.000,27600000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,-300000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,539600000.000,,,,-114400000.000,,,,-503000000.000,,,,-230800000.000,,,
ComprehensiveIncomeNetOfTax,179500000.000,278000000.000,171100000.000,217400000.000,252700000.000,255300000.000,263200000.000,324400000.000,-8900000.000,343800000.000,329800000.000,335100000.000,259900000.000,425000000.000,235300000.000,422000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1100000.000,2400000.000,-1100000.000,0.000,1000000.000,300000.000,2100000.000,1600000.000,1200000.000,0.000,1800000.000,-200000.000,800000.000,1200000.000,600000.000,1700000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,180600000.000,280400000.000,170000000.000,217400000.000,253700000.000,255600000.000,265300000.000,326000000.000,-7700000.000,343800000.000,331600000.000,334900000.000,260700000.000,426200000.000,235900000.000,423700000.000
DebtInstrumentConvertibleConversionRatio,15.790,,,,,,,,,,,,,,,
DebtInstrumentConvertibleEffectiveInterestRate,0.056,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,-26600000.000,,,,-2600000.000,,,,-88700000.000,,,,,,,
DepreciationAndAmortization,63400000.000,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,62700000.000,,,,73100000.000,,,,60600000.000,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,-900000.000,,300000.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,-600000.000,0.000,300000.000,-3500000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,,,,,400000.000,10900000.000,8200000.000,1500000.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,,400000.000,7200000.000,5500000.000,1000000.000,0.000,0.000,0.000,0.000
DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax,,,,,,,,,346200000.000,,58700000.000,,,,,
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,,,,,,,,,259000000.000,0.000,37600000.000,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,,,,,,,0.000,3700000.000,2700000.000,500000.000,,,,
