,2011-09-30,2011-12-31,2012-03-31
AccountsPayableAndAccruedLiabilities,1389626.000,1060533.000,1009568.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,613335.000,641614.000,695019.000
AdditionalPaidInCapital,18061816.000,18062191.000,18062566.000
AdvancesFromFederalHomeLoanBanks,3000000.000,3000000.000,3000000.000
Assets,204052300.000,198304397.000,197087535.000
AvailableForSaleSecurities,59670893.000,65010336.000,73186102.000
BankOwnedLifeInsurance,3007970.000,3032396.000,3056290.000
CashAndCashEquivalentsAtCarryingValue,25389054.000,18673314.000,12817025.000
CertificatesOfDepositAtCarryingValue,1999000.000,250000.000,250000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010
CommonStockSharesAuthorized,,8000000.000,8000000.000
CommonStockSharesIssued,,2895036.000,2895036.000
CommonStockSharesOutstanding,,1550815.000,1550815.000
CommonStockValueOutstanding,28950.000,28950.000,28950.000
Deposits,176706614.000,171995638.000,169867609.000
FederalHomeLoanBankStock,428800.000,428800.000,378800.000
HeldToMaturitySecurities,,5770670.000,2705790.000
HeldToMaturitySecuritiesFairValue,7186233.000,5849166.000,2752624.000
IncomeTaxesReceivable,138360.000,53751.000,53751.000
InterestReceivable,664423.000,702480.000,705958.000
Liabilities,186311960.000,181196903.000,180509891.000
LiabilitiesAndStockholdersEquity,204052300.000,198304397.000,197087535.000
LoansAndLeasesReceivableAllowance,,1666325.000,1905168.000
LoansReceivableNet,94162561.000,94280054.000,95317265.000
OtherAssets,62015.000,40415.000,26005.000
OtherIntangibleAssetsNet,72597.000,60067.000,47540.000
OtherRealEstateAndForeclosedAssets,4377477.000,3356872.000,2114077.000
PreferredStockParOrStatedValuePerShare,,0.010,0.010
PreferredStockSharesAuthorized,,2000000.000,2000000.000
PreferredStockSharesIssued,,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000
PrepaidExpense,374641.000,273916.000,243907.000
PrepaidInsurance,631294.000,721355.000,657788.000
PropertyPlantAndEquipmentNet,5886982.000,5649971.000,5527237.000
RetainedEarningsAccumulatedDeficit,18148866.000,17487366.000,16903736.000
SecuredDebtRepurchaseAgreements,5215720.000,5140732.000,6632714.000
StockholdersEquity,17740340.000,17107494.000,16577644.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,17740340.000,17107494.000,16577644.000
TreasuryStockShares,,1344221.000,1344221.000
TreasuryStockValue,-19112627.000,-19112627.000,-19112627.000
