,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,4013000.000,3504000.000,5851000.000,3128000.000,3786000.000,4748000.000,4741000.000,6351000.000,7481000.000,6673000.000,5912000.000,7654000.000,7292000.000,8078000.000
AccountsReceivableNetCurrent,10079000.000,11230000.000,11719000.000,10832000.000,12463000.000,12382000.000,11759000.000,12427000.000,12962000.000,12494000.000,11760000.000,12002000.000,11126000.000,11654000.000
AccruedLiabilitiesCurrent,15374000.000,15919000.000,14782000.000,16294000.000,15805000.000,18321000.000,20512000.000,18828000.000,19047000.000,22583000.000,26929000.000,25338000.000,26524000.000,31659000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,58956000.000,,,,66657000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,336000.000,273000.000,258000.000,258000.000,226000.000,237000.000,219000.000,194000.000,157000.000,160000.000,138000.000,75000.000,126000.000,39000.000
AdditionalPaidInCapital,2128048000.000,2119680000.000,2121483000.000,2124989000.000,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,2127724000.000,2129801000.000,2132189000.000,2136909000.000,2141056000.000,2138529000.000,2142516000.000,2145784000.000,2151693000.000,2158458000.000
AllowanceForDoubtfulAccountsReceivable,,,524000.000,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,429000.000,,,,665000.000,,,
Assets,169283000.000,159822000.000,164921000.000,167284000.000,121876000.000,128900000.000,136869000.000,140708000.000,146379000.000,228697000.000,236789000.000,235881000.000,237444000.000,242556000.000
AssetsCurrent,108364000.000,100777000.000,106384000.000,109555000.000,65465000.000,50208000.000,46096000.000,51087000.000,54243000.000,134542000.000,138642000.000,136483000.000,137876000.000,136501000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,,,,,0.000,,,
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,,,14000000.000,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,19100000.000,,,,,,,
CapitalizedComputerSoftwareNet,,,,,,,5100000.000,,,,7300000.000,,,
Cash,,,,,45248000.000,30876000.000,27122000.000,30221000.000,31998000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,89555000.000,81264000.000,87579000.000,91374000.000,45248000.000,30876000.000,27122000.000,30221000.000,31998000.000,113672000.000,118679000.000,115651000.000,117310000.000,115188000.000
CashEquivalentsAtCarryingValue,,,,,,,,0.000,0.000,,,,,
CommonStockParOrStatedValuePerShare,,,0.001,,,,0.001,,,,0.001,,,
CommonStockSharesAuthorized,,,125000000.000,,,,125000000.000,,,,125000.000,,,
CommonStockSharesIssued,,,38682000.000,,,,39348000.000,,,,39178.000,,,
CommonStockSharesOutstanding,,,38682000.000,,,,39348000.000,,,,39178.000,,,
CommonStockValue,160000.000,154000.000,39000.000,39000.000,39000.000,39000.000,39000.000,40000.000,40000.000,39000.000,39000.000,40000.000,40000.000,41000.000
ConvertibleLongTermNotesPayable,,,,,,,,,,81670000.000,82459000.000,83271000.000,84088000.000,84915000.000
CustomerRefundableFees,,,,,,,,,,,3607000.000,,,
DeferredIncomeTaxLiabilities,,,,,,,1333000.000,,,,8211000.000,,,
DeferredRevenueCurrent,12477000.000,11059000.000,9809000.000,9540000.000,8890000.000,8672000.000,8520000.000,7829000.000,7614000.000,7705000.000,7783000.000,7593000.000,7430000.000,7090000.000
DeferredTaxAssetsGross,,,,,,,312127000.000,,,,300353000.000,,,
DeferredTaxAssetsNet,,,,,,,,,,,6252000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,267398000.000,,,,262987000.000,,,
DeferredTaxAssetsOther,,,,,,,44729000.000,,,,37366000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,312127000.000,,,,294101000.000,,,
DeferredTaxLiabilities,,,,,,,,,,,1959000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,1333000.000,,,,1959000.000,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,11545000.000,,,,12337000.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,5668000.000,6168000.000,7149000.000,8148000.000,9211000.000,10321000.000,11570000.000,12717000.000,13916000.000,15190000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,1272000.000,,3897000.000,,,,4684000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,719000.000,780000.000,,2897000.000,2222000.000,1111000.000,,3387000.000,2190000.000,1339000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,1701000.000,2033000.000,2033000.000,2233000.000,2233000.000,2076000.000,2076000.000,2076000.000,3076000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,18000.000,2464000.000,2035000.000,2035000.000,2301000.000,2301000.000,2753000.000,2753000.000,2755000.000,3754000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,780000.000,2838000.000,2949000.000,2949000.000,3349000.000,3349000.000,2821000.000,2821000.000,2825000.000,3843000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,1155000.000,2955000.000,3685000.000,3685000.000,4145000.000,4145000.000,3820000.000,3820000.000,3824000.000,4990000.000
FiniteLivedIntangibleAssetsGross,,,,,,21563000.000,24963000.000,24963000.000,26743000.000,26743000.000,29343000.000,29193000.000,29203000.000,34453000.000
Goodwill,24450000.000,24450000.000,24450000.000,24450000.000,24450000.000,33551000.000,38560000.000,38560000.000,39030000.000,39030000.000,41630000.000,41630000.000,41630000.000,41630000.000
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,2500000.000,3430000.000,6630000.000,6630000.000,6630000.000,6630000.000,6630000.000,6630000.000,6630000.000,6630000.000
IntangibleAssetsNetExcludingGoodwill,7613000.000,7716000.000,7319000.000,6922000.000,6525000.000,18825000.000,24444000.000,23445000.000,24162000.000,23052000.000,24403000.000,23106000.000,21917000.000,25893000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,6576000.000,6444000.000,5711000.000,5910000.000,5152000.000,5442000.000,4924000.000,4342000.000,4805000.000,5390000.000,4596000.000,4572000.000,5467000.000,6455000.000
Liabilities,35233000.000,33834000.000,33706000.000,81228000.000,31697000.000,34848000.000,38859000.000,38102000.000,39197000.000,123902000.000,127959000.000,129027000.000,130923000.000,137986000.000
LiabilitiesAndStockholdersEquity,169283000.000,159822000.000,164921000.000,167284000.000,121876000.000,128900000.000,136869000.000,140708000.000,146379000.000,228697000.000,236789000.000,235881000.000,237444000.000,242556000.000
LiabilitiesCurrent,31864000.000,30482000.000,30442000.000,78006000.000,28481000.000,31741000.000,33773000.000,33008000.000,34142000.000,36961000.000,40624000.000,40585000.000,41246000.000,46827000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,20000000.000,,,,,,,,,
LongTermLineOfCredit,,,,,0.000,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,24421000.000,22944000.000,,,,22881000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,5106000.000,,,,5059000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,3705000.000,,,,,3033000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,4235000.000,3705000.000,,,,3125000.000,,,
