,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,23298.000,1143.000,1143.000,21206.000,30986.000,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,0.000,0.000,,,,,,,,,,,,,,,,
AccountsPayableTradeCurrent,,,,,,,,,,,,,,,163.000,,,,,,
AccountsReceivableNet,,,,,,,1990.000,3367.000,5419.000,7496.000,8111.000,8120.000,8122.000,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,,23079.000,14947.000
AccruedEmployeeBenefitsCurrent,,,,,,32405.000,30919.000,31196.000,33590.000,33793.000,40826.000,37140.000,32070.000,21103.000,,17739.000,9561.000,21736.000,23779.000,24205.000,21675.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,1219654.000,1224575.000,41301.000,92567.000,45397.000,67796.000,56597.000,42405.000,32229.000,31238.000,27755.000,26286.000,23514.000,25606.000,26815.000,32794.000
AccruedLiabilitiesCurrent,785.000,785.000,0.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,2401.000,2458.000,77854.000,89563.000,100854.000,109597.000,118366.000,125117.000,132738.000,139665.000,139981.000,147571.000,153521.000,149354.000,148067.000,150514.000,148287.000,151027.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,-34712.000,40338.000,48762.000,54059.000,59158.000,55526.000,56293.000,56488.000,56845.000,57198.000,57573.000,67689.000,68167.000,65843.000,75863.000,78076.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-10764.000,,1885.000,1772.000,1772.000,-34712.000,-40338.000,-48762.000,-54059.000,-59158.000,-55526.000,-56293.000,-56490.000,-56845.000,-57198.000,-57573.000,-67689.000,-68167.000,-65843.000,-75863.000,-78076.000
AdditionalPaidInCapital,700023.000,700023.000,704523.000,709023.000,729595.000,1143390.000,1154990.000,1154990.000,1155600.000,1166474.000,1166484.000,1253591.000,1263756.000,1322828.000,1343623.000,1343623.000,1343623.000,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,1347257.000,1349716.000,1437351.000,1437351.000
Assets,292248.000,2313.000,3161.000,1526.000,1172.000,1311631.000,1008852.000,468743.000,407121.000,405321.000,286564.000,311184.000,372863.000,1063768.000,834476.000,652226.000,683373.000,586746.000,550899.000,784256.000,864384.000
AssetsCurrent,291075.000,1198.000,2104.000,526.000,694.000,1232743.000,936281.000,404408.000,350053.000,356002.000,245368.000,275154.000,343713.000,1043283.000,820719.000,643577.000,675884.000,581061.000,542458.000,755439.000,838995.000
Cash,291075.000,1198.000,2104.000,526.000,694.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,291075.000,1198.000,2104.000,526.000,694.000,685467.000,331656.000,95361.000,84445.000,135465.000,71484.000,116809.000,186485.000,909922.000,561578.000,531591.000,583235.000,482421.000,449462.000,60260.000,73410.000
CashFDICInsuredAmount,,,,250000.000,,,,,,,,,,,,,,,,,
CashUninsuredAmount,,,,685.000,694.000,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,22620030.000,22620030.000,22620030.000,22620030.000,22620030.000,56300452.000,60145232.000,60145232.000,60186244.000,60395829.000,60385829.000,63584133.000,63957333.000,65175333.000,65604533.000,65604533.000,65604533.000,65679533.000,65679533.000,65830533.000,65830533.000
CommonStockSharesOutstanding,22271346.000,22271346.000,,22271346.000,22271346.000,50000000.000,60145232.000,60145232.000,60186244.000,60395829.000,60385829.000,63584133.000,63957333.000,65175333.000,65604533.000,65604533.000,65604533.000,65679533.000,65679533.000,65830533.000,65830533.000
CommonStockValue,22271.000,22271.000,22271.000,22271.000,22620.000,56300.000,60145.000,60145.000,60186.000,60396.000,60386.000,63584.000,63957.000,65175.000,65604.000,65604.000,65604.000,65679.000,65679.000,65830.000,65830.000
ConvertibleNotesPayableCurrent,0.000,0.000,,,,,,,,,,,,,,,,,,,
CustomerAdvancesAndDeposits,,,,,,,,,,,32444.000,24360.000,146199.000,,,,,,,,
CustomerAdvancesCurrent,,,,,,,28655.000,,32513.000,81779.000,23137.000,24360.000,146199.000,32502.000,32677.000,16424.000,15714.000,0.000,,,
CustomerFunds,,,,,,,,,,1198741.000,,,,,,,,,,,
DeferredCompensationEquity,0.000,0.000,,,,,,,,,,,,,,,,,,,
