,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,9050.000,6368.000,2271.000,6875.000,6875.000,7218.000,6944.000,20731.000
AccountsPayableCurrent,1825.000,,4000.000,1800.000,1800.000,,6800.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,,20501.000,20501.000,20501.000,20501.000,20501.000,20501.000,37849.000,37849.000,37849.000,37849.000,37849.000,-16862.000,-16862.000,-16862.000
Assets,1711.000,20009.000,10758.000,706.000,298.000,175.000,6.000,,,,,,,,
AssetsCurrent,,,,,,,6.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1711.000,20009.000,10758.000,706.000,298.000,175.000,6.000,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,750000000.000,750000000.000,750000000.000
CommonStockSharesIssued,5000000.000,5000000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,60790000.000,60790000.000,60790000.000
CommonStockSharesOutstanding,5000000.000,5000000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,6079000.000,60790000.000,60790000.000,60790000.000
CommonStockValue,5000.000,6079.000,6079.000,6079.000,6079.000,6079.000,6079.000,6079.000,6079.000,6079.000,6079.000,6079.000,60790.000,60790.000,60790.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,27525.000,,,,51193.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,51193.000,
DueToRelatedPartiesCurrent,,,,,,,,,8600.000,34764.000,37855.000,47115.000,82365.000,50000.000,134704.000
InterestPayableCurrent,,,,,,,,,,,1916.000,1916.000,3615.000,,
Liabilities,7503.000,5678.000,9678.000,14478.000,16478.000,16998.000,24148.000,9050.000,14968.000,37035.000,44730.000,53990.000,89583.000,106648.000,155435.000
LiabilitiesAndStockholdersEquity,1711.000,20009.000,10758.000,706.000,298.000,175.000,6.000,,,,,,,,
LiabilitiesCurrent,7503.000,5678.000,9678.000,14478.000,16478.000,16998.000,24148.000,9050.000,14968.000,37035.000,44730.000,53990.000,89583.000,106648.000,155435.000
LoansPayableCurrent,5678.000,5678.000,5678.000,12678.000,14678.000,16998.000,17348.000,,,,,,,,
NotesPayableCurrent,,,,,,,,,,,,,,49704.000,
OperatingLossCarryforwards,,,,,,,,,,81000.000,,,,151000.000,
OperatingLossCarryforwardsValuationAllowance,,,,,,,,,,27525.000,,,,,
RetainedEarningsAccumulatedDeficit,-10792.000,-12249.000,-25500.000,-40352.000,-42760.000,-43403.000,-50722.000,-52978.000,-58896.000,-80963.000,-88658.000,-97918.000,-133511.000,-150576.000,-185576.000
StockholdersEquity,,,,,,,,-9050.000,-14968.000,-37035.000,-44730.000,-53990.000,-89583.000,-106648.000,-141648.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-5792.000,14331.000,1080.000,-13772.000,-16180.000,-16823.000,-24142.000,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,5000000.000,5151532.000,6079000.000,6079000.000,6079000.000,6079000.000,,,,,,,,,
