,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,1252000.000,3324000.000,5092000.000,5348000.000,3070000.000,3161000.000
AccountsReceivableNet,,,,,,,,,,251000.000,406000.000
AccruedBonusesCurrent,,,,,,,,,,1774000.000,24000.000
AccruedEmployeeBenefitsCurrent,,,,,,,,,,29000.000,
AccruedLiabilitiesCurrent,,,,,67.000,3694000.000,5025000.000,4475000.000,3578000.000,4480000.000,5014000.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,18991.000,19391.000,18591.000,46505.000,40075.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,658000.000,,,,813000.000,
AdditionalPaidInCapital,,13500.000,13500.000,13500.000,,151019000.000,192523000.000,198235000.000,198889000.000,199751000.000,200859000.000
Assets,4419.000,17188.000,14729.000,996.000,1807.000,5492000.000,39276000.000,38684000.000,28014000.000,22271000.000,16227000.000
AssetsCurrent,4419.000,17188.000,14729.000,996.000,1807.000,4964000.000,38825000.000,37425000.000,26594000.000,21431000.000,15421000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,9176000.000,7291000.000,2000000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,,,,,9176000.000,7291000.000,2000000.000
CapitalLeaseObligationsCurrent,,,,,,,,,78000.000,79000.000,80000.000
Cash,4419.000,17188.000,14729.000,996.000,1807.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,3939000.000,37362000.000,36190000.000,16496000.000,13047000.000,11771000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,10000000.000,11500000.000,11500000.000,11500000.000,138000000.000,75760061.000,91564045.000,93368011.000,93390172.000,93569642.000,94098515.000
CommonStockSharesOutstanding,,,,,,75760061.000,91564045.000,93368011.000,93390172.000,93569642.000,94098515.000
CommonStockValue,10000.000,11500.000,11500.000,11500.000,138000.000,76000.000,92000.000,93000.000,93000.000,94000.000,94000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,25000000.000
DeferredRentCreditCurrent,,,,,,7000.000,9000.000,,,,
DeferredRentCreditNoncurrent,,,,,,28000.000,25000.000,40000.000,,,
DeferredTaxAssetsCapitalLossCarryforwards,8354.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,24572.000,,9813.000,23973.000,,40617000.000,,,,56425000.000,
DeferredTaxAssetsOther,,,,,,,,,,27000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,4698000.000,,,,5533000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,777000.000,,,,1290000.000,
DeferredTaxAssetsValuationAllowance,8354.000,,9813.000,23973.000,,65632000.000,,,,83758000.000,
DeferredTaxLiabilitiesOther,,,,,,6000.000,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-24572.000,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,605000.000,1384000.000,987000.000,1460000.000,,515000.000
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,,0.000,0.000,0.000,0.000,0.000,0.000
InventoryNet,,,,,,,274000.000,324000.000,329000.000,477000.000,507000.000
Liabilities,,,,,49142.000,15189000.000,18669000.000,24226000.000,23789000.000,27148000.000,33069000.000
LiabilitiesAndStockholdersEquity,4419.000,17188.000,14729.000,996.000,1807.000,5492000.000,39276000.000,38684000.000,28014000.000,22271000.000,16227000.000
LiabilitiesCurrent,18991.000,19391.000,18591.000,46505.000,40142.000,7335000.000,10395000.000,9567000.000,10593000.000,11625000.000,10983000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,,,10000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,,5000000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,,10000000.000
LongTermNotesPayable,,,,,,7499000.000,7855000.000,14619000.000,12983000.000,15177000.000,21577000.000
NonfinancialLiabilitiesFairValueDisclosure,,,,,,0.000,,,,,
NotesAndLoansPayableCurrent,,,,,9000.000,,,,,,
NotesPayableCurrent,,,,,,2389000.000,2046000.000,,1667000.000,3889000.000,2500000.000
OperatingLossCarryforwards,,,28862.000,70509.000,,103000000.000,,,,143100000.000,
OtherAccruedLiabilitiesCurrent,,,,,,183000.000,107000.000,86000.000,137000.000,244000.000,340000.000
OtherLiabilitiesCurrent,,,,,,,,,,78000.000,204000.000
OtherLiabilitiesNoncurrent,,,,,,,,,86000.000,73000.000,59000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,,,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,,,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,,,,,,,0.000,0.000,,
PreferredStockSharesOutstanding,,,,,,,,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,0.000,0.000,0.000,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,1025000.000,1189000.000,911000.000,593000.000,365000.000,737000.000
PropertyPlantAndEquipmentGross,,,,,,969000.000,,,,1548000.000,
PropertyPlantAndEquipmentNet,,,,,,311000.000,320000.000,611000.000,776000.000,735000.000,701000.000
RetainedEarningsAccumulatedDeficit,,-27203.000,-28862.000,-70509.000,-185335.000,-160792000.000,-172008000.000,-183870000.000,-194757000.000,-204722000.000,-217795000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,4369239.000,,,,6134676.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,0.570,,,,0.750,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,23100000.000,,,,16900000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,,23100000.000,,,,16900000.000,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,11700000.000,,,,11900000.000,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,,0.620,,,,1.110,
StockholdersEquity,-14572.000,-2203.000,-3862.000,-45509.000,-47335.000,-9697000.000,20607000.000,14458000.000,4225000.000,-4877000.000,-16842000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,-47335.000,-9697000.000,20607000.000,14458000.000,4225000.000,-4877000.000,-16842000.000
TreasuryStockCommonValue,,,,,,,,,,0.000,
TreasuryStockShares,,,,,,0.000,,,,,
UnrecognizedTaxBenefits,,,,,,1174000.000,,,,1383000.000,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,,1200000.000,,,,1400000.000,
