,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-11-08,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,50559000.000,44828000.000,38225000.000,42031000.000,50343000.000,41044000.000,42521000.000,66402000.000,,55623000.000,64163000.000,72210000.000,62178000.000,53040000.000,60568000.000,49451000.000,50117000.000,27246000.000,35886000.000,36951000.000,37180000.000,46255000.000,50192000.000
AccountsReceivableNetCurrent,132048000.000,132485000.000,103414000.000,100850000.000,101412000.000,83914000.000,96738000.000,132608000.000,,125782000.000,137032000.000,121262000.000,112785000.000,124150000.000,121746000.000,91432000.000,90755000.000,54959000.000,67091000.000,66162000.000,69410000.000,75667000.000,76844000.000
AccountsReceivableRelatedParties,,,,,,,,,,,,,,,,100000.000,200000.000,100000.000,100000.000,9000.000,282000.000,0.000,242000.000
AccountsReceivableRelatedPartiesCurrent,,,,16000.000,82000.000,,23160.000,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,7387000.000,3310000.000,2670000.000,7172000.000,5872000.000,11029000.000,4430000.000,2883000.000,,2324000.000,2067000.000,1299000.000,113000.000,1495000.000,2146000.000,7273000.000,1144000.000,13972000.000,6584000.000,8611000.000,10312000.000,1778000.000,4684000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,62649000.000,59099000.000,59701000.000,61934000.000,65111000.000,,65677000.000,68285000.000,74865000.000,76881000.000,79208000.000,79851000.000,82693000.000,87235000.000,58923000.000,62477000.000,63102000.000,63927000.000,63438000.000,64791000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,28533000.000,28527000.000,26748000.000,27672000.000,28769000.000,29725000.000,26884000.000,26195000.000,,33457000.000,31795000.000,31797000.000,17429000.000,10776000.000,-4104000.000,2439000.000,-48000.000,534000.000,1133000.000,783000.000,1892000.000,-6933000.000,-3921000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,8216000.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,268985000.000,254003000.000,236928000.000,205285000.000,209170000.000,212520000.000,225705000.000,232873000.000,,251550000.000,250154000.000,228350000.000,231515000.000,237752000.000,240659000.000,242759000.000,243731000.000,195096000.000,197861000.000,200267000.000,201772000.000,203603000.000,205308000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2631000.000,6796000.000,6693000.000,6282000.000,5985000.000,4589000.000,4606000.000,4160000.000,,2920000.000,3174000.000,4236000.000,3566000.000,3035000.000,3566000.000,24507000.000,24416000.000,8739000.000,8708000.000,8936000.000,1993000.000,1943000.000,2040000.000
Assets,553430000.000,533378000.000,512490000.000,495566000.000,521653000.000,538160000.000,551529000.000,614854000.000,,652977000.000,666208000.000,704147000.000,697390000.000,684569000.000,695223000.000,512056000.000,513661000.000,462688000.000,478287000.000,504954000.000,538672000.000,571529000.000,616511000.000
AssetsCurrent,406444000.000,390486000.000,371925000.000,357831000.000,386026000.000,370510000.000,389418000.000,373876000.000,,416969000.000,402014000.000,398230000.000,373282000.000,376754000.000,410201000.000,389859000.000,393417000.000,342775000.000,357682000.000,386843000.000,420868000.000,438334000.000,482811000.000
AssetsFairValueDisclosureRecurring,,,,28754000.000,22631000.000,25683000.000,12543000.000,12065000.000,,11568000.000,12494000.000,12633000.000,2725000.000,3083000.000,3085000.000,13538000.000,14708000.000,11986000.000,7664000.000,5784000.000,5538000.000,4737000.000,4761000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,41902000.000,33354000.000,31517000.000,23491000.000,9401000.000,8177000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,28756000.000,22631000.000,25706000.000,12543000.000,12068000.000,,11568000.000,12494000.000,12633000.000,2725000.000,3083000.000,3085000.000,13539000.000,14701000.000,11997000.000,7659000.000,5777000.000,5532000.000,4735000.000,4759000.000
AvailableForSaleSecurities,,,,,,,,,,11568000.000,12494000.000,12633000.000,2725000.000,3083000.000,3085000.000,13538000.000,14708000.000,11986000.000,7664000.000,5784000.000,5538000.000,4737000.000,4761000.000
AvailableForSaleSecuritiesEquitySecuritiesCurrent,22669000.000,25567000.000,25325000.000,28754000.000,22631000.000,25683000.000,12543000.000,12065000.000,,11568000.000,12494000.000,12633000.000,2725000.000,3083000.000,3085000.000,13538000.000,14708000.000,11986000.000,7664000.000,5784000.000,5538000.000,4737000.000,4761000.000
