,2011-12-31,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AmortizationOfDebtDiscountPremium,,,,0.000,,,,193034.000,93441.000,148025.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,-23412.000,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,-56458.000,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,0.000,,,,112191.000,,
Depreciation,,,,,37500.000,0.000,,,,145.000
DerivativeGainLossOnDerivativeNet,,-38979.000,38979.000,,,0.000,,650205.000,-361510.000,-95198.000
DerivativeLossOnDerivative,,,,,0.000,,,,,
EarningsPerShareBasic,,,,,,,,,0.000,
EarningsPerShareBasicAndDiluted,0.000,-0.180,-0.010,0.000,0.000,-0.050,-0.040,-0.040,,-0.010
EarningsPerShareDiluted,,,,,,,,,-0.010,
GainsLossesOnExtinguishmentOfDebt,,2916128.000,,0.000,0.000,966903.000,-966903.000,,-2188.000,0.000
GainsLossesOnSalesOfAssets,,,,,,,,,0.000,0.000
GeneralAndAdministrativeExpense,1563.000,7235.000,10956.000,29425.000,7245.000,25069.000,147531.000,19047.000,28734.000,22990.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1563.000,-2994288.000,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,-2328.000,,,,11306.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,0.000,,,,4170.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,-30676.000,,
InterestExpense,,,201185.000,0.000,10716.000,7307.000,169850.000,220349.000,50166.000,31592.000
LegalFees,,,,,,,,66958.000,,
NetCashProvidedByUsedInFinancingActivities,,,,68000.000,,,,260000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,68000.000,,,,260000.000,,
NetCashProvidedByUsedInInvestingActivities,,,,0.000,,,,-169219.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,0.000,,,,-169219.000,,
NetCashProvidedByUsedInOperatingActivities,,,,-91412.000,,,,-147239.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,-91412.000,,,,-147239.000,,
NetIncomeLoss,-1563.000,-2994288.000,-195177.000,-89084.000,-86893.000,1045081.000,-2911677.000,-975278.000,72013.000,-285219.000
OfficersCompensation,,,,22140.000,22920.000,32420.000,22420.000,18719.000,42198.000,131903.000
OperatingExpenses,1563.000,2955309.000,32971.000,92673.000,76177.000,1043288.000,-777396.000,104724.000,148078.000,200800.000
PaymentsOfDebtExtinguishmentCosts,,,,,,,,50000.000,,
PaymentsToAcquireProductiveAssets,,,,0.000,,,,,,
PaymentsToAcquireProjects,,,,,,,,-166323.000,,
ProceedsFromNotesPayable,,,,68000.000,,,,310000.000,,
ProfessionalFees,,9096.000,3265.000,41108.000,,18896.000,,,77146.000,45762.000
ProfitLoss,,,,-89084.000,,,,-975278.000,,
RepaymentsOfNotesPayable,,,,,,,,50000.000,,
Revenues,,,,3589.000,0.000,5514.000,-9103.000,,0.000,0.000
SalesRevenueNet,,,,3589.000,0.000,5514.000,-9103.000,,0.000,0.000
StockOptionPlanExpense,,,,0.000,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,24513412.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,16647230.000,24627061.000,21282947.000,21282947.000,21867069.000,-42854443.000,22478228.000,,23615903.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,,23116168.000,
