,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,21000.000,,,,,,,,468000.000,545000.000,281000.000,,849000.000,1265000.000,1193000.000,,530000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,5464000.000,371000.000,,0.000,0.000,0.000,0.000,,,,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,960000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,124195000.000,,,,57878000.000,,,,80423000.000,,,,59589000.000,,,,126288000.000,,,,103963000.000,,,,39929000.000
CommonStockDividendsPerShareDeclared,0.013,0.013,0.013,,0.015,0.015,0.015,,0.017,0.017,0.017,,0.021,0.021,0.021,,0.023,0.023,0.023,,0.025,0.025,0.025,,0.028
ComprehensiveIncomeNetOfTax,,10883000.000,26828000.000,,71570000.000,35535000.000,30336000.000,35632000.000,50989000.000,25848000.000,21152000.000,22682000.000,38335000.000,8516000.000,9269000.000,22087000.000,49246000.000,40567000.000,24038000.000,21431000.000,50280000.000,38594000.000,29223000.000,21172000.000,53503000.000
CostsAndExpenses,460746000.000,465073000.000,440103000.000,474750000.000,471847000.000,480925000.000,482845000.000,507265000.000,513340000.000,510939000.000,509260000.000,514034000.000,523529000.000,655693000.000,687254000.000,718920000.000,737002000.000,701506000.000,724685000.000,780622000.000,768447000.000,721201000.000,718173000.000,757219000.000,758065000.000
DeferredCompensationArrangementWithIndividualCompensationExpense,,90000.000,60000.000,,78000.000,84000.000,78000.000,,,,,,,,,,,,,,,,,,
DeferredCompensationArrangementWithIndividualEmployerContribution,,,,,,,,,37000.000,36000.000,34000.000,32000.000,22000.000,22000.000,22000.000,23000.000,,,,,,,,,
EarningsPerShareBasic,,0.140,0.360,,0.940,0.480,0.380,0.480,0.670,0.340,0.280,0.300,0.530,0.120,0.130,0.300,0.680,0.560,0.330,0.300,0.680,0.530,0.410,0.310,0.750
