,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,207000.000,239000.000,285000.000,415000.000,731000.000,269000.000,758000.000,677000.000,1021000.000,1061000.000,1253000.000
AccruedBonusesCurrentAndNoncurrent,,,,,,1100000.000,300000.000,500000.000,800000.000,1500000.000,400000.000
AccruedLiabilitiesCurrent,520000.000,1548000.000,1024000.000,1403000.000,2108000.000,2584000.000,2147000.000,5119000.000,5633000.000,14083000.000,9155000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-28000.000,-7000.000,3000.000,7000.000,-16000.000,41000.000,94000.000,56000.000,-21000.000,-165000.000
AdditionalPaidInCapital,143183000.000,143660000.000,144709000.000,146660000.000,147825000.000,221457000.000,223540000.000,263680000.000,266798000.000,269423000.000,402883000.000
Assets,120072000.000,114459000.000,108869000.000,103283000.000,96702000.000,157458000.000,148053000.000,175221000.000,161468000.000,145312000.000,249364000.000
AssetsCurrent,120036000.000,107776000.000,99165000.000,103182000.000,96406000.000,156644000.000,147254000.000,174490000.000,159631000.000,141794000.000,244399000.000
AvailableForSaleSecuritiesDebtSecurities,,69000000.000,,,,69000000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,118621000.000,43930000.000,37255000.000,36635000.000,34409000.000,68177000.000,47547000.000,52906000.000,51929000.000,30376000.000,48496000.000
CashCashEquivalentsAndShortTermInvestments,,,107600000.000,101800000.000,93400000.000,,144800000.000,171700000.000,156500000.000,141800000.000,244300000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000
CommonStockSharesIssued,16644229.000,16644229.000,16644219.000,16687436.000,16687436.000,19577707.000,19690710.000,21654688.000,21678051.000,21681236.000,26150180.000
CommonStockSharesOutstanding,16634063.000,16634063.000,16634063.000,16687436.000,16687436.000,19577707.000,,21654688.000,21654688.000,21681236.000,26150180.000
CommonStockValue,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000
DeferredTaxAssetsGross,,12006000.000,,,,27449000.000,,,,56844000.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,2348000.000,,,,2344000.000,,,,2103000.000,
DeferredTaxAssetsNet,,,,,,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,7526000.000,,,,20086000.000,,,,44927000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,20300000.000,,,,52100000.000,,,,116700000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,10600000.000,,,,40200000.000,,,,105400000.000,
DeferredTaxAssetsOther,,283000.000,,,,2000.000,,,,12000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,688000.000,,,,1899000.000,,,,3929000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,194000.000,,,,53000.000,,,,687000.000,
DeferredTaxAssetsValuationAllowance,,-12006000.000,,,,27449000.000,,,,56844000.000,
DepositsAssetsNoncurrent,23000.000,23000.000,23000.000,23000.000,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,12400000.000,12700000.000,,17100000.000,16700000.000,16400000.000,,29500000.000
Liabilities,727000.000,1787000.000,1309000.000,1818000.000,2839000.000,2853000.000,2905000.000,5796000.000,6654000.000,15144000.000,10408000.000
LiabilitiesAndStockholdersEquity,120072000.000,114459000.000,108869000.000,103283000.000,96702000.000,157458000.000,148053000.000,175221000.000,161468000.000,145312000.000,249364000.000
LongTermInvestments,,6648000.000,9650000.000,,,,,,1002000.000,2499000.000,3984000.000
OperatingLeasesFutureMinimumPaymentsDue,,388000.000,,,,4488000.000,4455000.000,4404000.000,4248000.000,4092000.000,4903000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,131000.000,,,,396000.000,363000.000,312000.000,156000.000,675000.000,608000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,684000.000,684000.000,684000.000,684000.000,697000.000,846000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,26000.000,,,,670000.000,670000.000,670000.000,670000.000,684000.000,934000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,98000.000,,,,683000.000,683000.000,683000.000,683000.000,670000.000,913000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,133000.000,,,,675000.000,675000.000,675000.000,675000.000,683000.000,919000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,1380000.000,1380000.000,1380000.000,1380000.000,683000.000,683000.000
OtherAssetsNoncurrent,,,,,222000.000,726000.000,496000.000,440000.000,566000.000,771000.000,653000.000
PreferredStockParOrStatedValuePerShare,0.000,,,,,,,,,,
PreferredStockSharesAuthorized,5000000.000,,,,,,,,,,
PreferredStockSharesIssued,0.000,,,,,,,,,,
PreferredStockSharesOutstanding,0.000,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,1415000.000,1484000.000,555000.000,410000.000,2062000.000,1830000.000,2411000.000,2753000.000,4094000.000,2483000.000,4084000.000
PropertyPlantAndEquipmentNet,13000.000,12000.000,31000.000,78000.000,74000.000,88000.000,303000.000,291000.000,269000.000,248000.000,328000.000
RelatedPartyTransactionDueFromToRelatedPartyCurrent,,,658000.000,972000.000,922000.000,922000.000,,,,,
RestrictedCashAndCashEquivalents,,,,,,300000.000,,,,300000.000,
RetainedEarningsAccumulatedDeficit,-23840000.000,-30962000.000,-37144000.000,-45200000.000,-53971000.000,-66838000.000,-78435000.000,-94351000.000,-112042000.000,-139236000.000,-163764000.000
SharesIssuedPricePerShare,,,,,,26.500,,,,,
ShortTermInvestments,,62362000.000,60697000.000,65165000.000,59013000.000,85715000.000,97296000.000,118831000.000,103608000.000,108935000.000,191819000.000
StockholdersEquity,119345000.000,112672000.000,107560000.000,101465000.000,93863000.000,154605000.000,145148000.000,169425000.000,154814000.000,130168000.000,238956000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,119345000.000,112672000.000,107560000.000,101465000.000,93863000.000,154605000.000,145148000.000,169425000.000,154814000.000,130168000.000,238956000.000
