,2011-11-30
AccountsPayableCurrent,17683000.000
AccruedIncomeTaxesCurrent,424000.000
AccruedLiabilitiesCurrent,23889000.000
AdditionalPaidInCapital,46791000.000
AllowanceForDoubtfulAccountsReceivableCurrent,139000.000
Assets,59566000.000
AssetsCurrent,31904000.000
BankOverdrafts,347000.000
CashAndCashEquivalentsAtCarryingValue,2160000.000
CommonStockParOrStatedValuePerShare,0.010
CommonStockSharesAuthorized,20000000.000
CommonStockSharesIssued,9762846.000
CommonStockSharesOutstanding,9762846.000
CommonStockValue,98000.000
DeferredRentCreditNoncurrent,4738000.000
DeferredRevenueCurrent,3412000.000
DeferredTaxAssetsNetCurrent,794000.000
DeferredTaxLiabilitiesNoncurrent,794000.000
DepositsAssetsNoncurrent,3885000.000
InventoryNet,23933000.000
Liabilities,57746000.000
LiabilitiesAndStockholdersEquity,59566000.000
LiabilitiesCurrent,49943000.000
LinesOfCreditCurrent,4100000.000
MinorityInterest,630000.000
OtherAssetsNoncurrent,3280000.000
PreferredStockParOrStatedValuePerShare,0.010
PreferredStockSharesAuthorized,5000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PrepaidExpenseCurrent,2949000.000
PropertyPlantAndEquipmentNet,20497000.000
ReceivablesNetCurrent,2068000.000
RetainedEarningsAccumulatedDeficit,-45699000.000
SecuredDebtCurrent,88000.000
SecuredLongTermDebt,2271000.000
StockholdersEquity,1190000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1820000.000
