,2011-06-30,2011-09-30
AccountsPayableCurrent,472731.000,283081.000
AccountsReceivableNetCurrent,64764.000,2707.000
AccruedLiabilitiesCurrent,32965.000,35590.000
AdditionalPaidInCapital,90967011.000,90970468.000
Assets,3215303.000,2757598.000
AssetsCurrent,679008.000,222128.000
CashAndCashEquivalentsAtCarryingValue,260886.000,89941.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,15000000.000,15000000.000
CommonStockSharesIssued,5643157.000,5643157.000
CommonStockSharesOutstanding,5643157.000,5643157.000
CommonStockValue,5643.000,5643.000
DueToRelatedPartiesCurrent,,12381.000
Goodwill,2529010.000,2529010.000
InterestReceivableCurrent,0.000,0.000
Investments,353358.000,129480.000
Liabilities,2705842.000,2527189.000
LiabilitiesAndStockholdersEquity,3215303.000,2757598.000
LiabilitiesCurrent,505696.000,331052.000
MinorityInterest,0.000,0.000
NotesPayableRelatedPartiesNoncurrent,2200146.000,2196137.000
NotesReceivableRelatedPartiesCurrent,0.000,0.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000
PreferredStockSharesIssued,20000.000,20000.000
PreferredStockSharesOutstanding,20000.000,20000.000
PreferredStockValue,20.000,20.000
PrepaidExpenseCurrent,0.000,0.000
PropertyPlantAndEquipmentNet,7285.000,6460.000
RetainedEarningsAccumulatedDeficit,-90463213.000,-90745722.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,509461.000,230409.000
