,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,61168.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,142252.000,220132.000,317119.000,355417.000,368117.000,422756.000,542729.000,511652.000,545668.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,120570.000,160192.000,,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,14068.000,8941.000,37533.000,-86929.000,,,,,,,
AccountsPayableCurrent,6120.000,10320.000,12400.000,,,,,,,,,,,
AccountsPayableOtherCurrentAndNoncurrent,,,,2468.000,941.000,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,30959.000,120570.000,160192.000,235312.000,294972.000,,,,509299.000,578598.000
AccountsReceivableNet,,,,,,,,13715.000,3075.000,6633.000,15290.000,254423.000,15212.000,25233.000
AccountsReceivableNetCurrent,,,,,,1247.000,21266.000,,,,,,,
AccruedProfessionalFeesCurrent,,,,11200.000,8000.000,,,,,,,,,
AccruedRentNoncurrent,,,,400.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,11485.000,19066.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,104622.000,90981.000,84860.000,88823.000,-3377.000,13164.000,-3460.000,83171.000,68875.000
AdditionalPaidInCapital,150000.000,150000.000,150000.000,349645.000,372110.000,21074564.000,28335739.000,28419062.000,28767850.000,29587633.000,30058771.000,30304703.000,30561930.000,31073148.000
Assets,141.000,133.000,13.000,113.000,,454753.000,475458.000,509379.000,447409.000,467666.000,411998.000,612036.000,319290.000,313738.000
AssetsCurrent,,,13.000,113.000,,345162.000,356259.000,255569.000,136797.000,177367.000,155680.000,369677.000,105159.000,115599.000
Cash,,,,,,,,117364.000,9579.000,57060.000,12481.000,9153.000,2492.000,6431.000
CashAndCashEquivalentsAtCarryingValue,141.000,133.000,13.000,113.000,,263589.000,201576.000,117364.000,9579.000,57060.000,12481.000,9153.000,2492.000,6431.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,,,100000000.000,100000000.000,100000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000,700000000.000
CommonStockSharesIssued,3550000.000,3550000.000,3550000.000,3550000.000,,14731961.000,189972960.000,190089627.000,190743961.000,191912461.000,192660316.000,192477104.000,192814844.000,195064844.000
CommonStockSharesOutstanding,3550000.000,3550000.000,3550000.000,3550000.000,,14731961.000,189972960.000,190089627.000,190743961.000,191912461.000,192660316.000,192477104.000,192814844.000,195064844.000
CommonStockValue,,,,355.000,,1473.000,18997.000,19009.000,19074.000,19191.000,19266.000,19248.000,19281.000,19506.000
ConvertibleNotesPayableCurrent,,,,,,-22545.000,,0.000,0.000,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,-348075.000,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,4619000.000,4832000.000
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,-4619000.000,-4832000.000
DeferredTaxLiabilitiesNoncurrent,,,,,,193.000,204.000,197.000,192.000,187.000,117.000,0.000,0.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,1694612.000,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,,649420.000,215765.000,75372.000,0.000,,
DueToRelatedPartiesCurrent,,,,,32252.000,370552.000,436765.000,502412.000,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,0.000,,,,,,,,,,
DueToRelatedPartiesNoncurrent,,,,,,,166426.000,168237.000,163595.000,,,,0.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,59660.000,,,,,,,,
IncomeTaxesReceivable,,,,,,,,,12074.000,11721.000,0.000,0.000,0.000,
InventoryNet,,,,,,7506.000,7953.000,6497.000,6346.000,6107.000,5568.000,5407.000,4524.000,4058.000
Liabilities,194620.000,200820.000,203900.000,14068.000,,611022.000,983719.000,1340717.000,1724710.000,2107094.000,2229342.000,1660144.000,1404115.000,1639061.000
LiabilitiesAndStockholdersEquity,141.000,133.000,13.000,113.000,,454753.000,475458.000,509379.000,447409.000,467666.000,411998.000,612036.000,319290.000,313738.000
LiabilitiesCurrent,,,,,1322152.000,610829.000,817089.000,1172283.000,1548849.000,1891142.000,2153853.000,1660144.000,1404115.000,1639061.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,,,,,103818.000
OtherAssetsCurrent,141.000,133.000,,0.000,,,,,,,,,,
OtherPrepaidExpenseCurrent,,,,,,11000.000,8500.000,,,,,,,
OtherReceivables,,,,,,,,49620.000,39590.000,39244.000,32967.000,34651.000,39371.000,
