,2016-09-30,2017-03-31
AmortizationOfDebtDiscountPremium,,104109.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,28193.000
ConversionOfStockAmountConverted1,,-52342.000
CostsAndExpenses,16067625.000,1993177.000
DebtConversionConvertedInstrumentAmount1,,421594.000
DebtInstrumentConvertibleIfConvertedValueInExcessOfPrincipal,,272750.000
Depreciation,,458.000
EarningsPerShareBasic,-0.270,
EarningsPerShareBasicAndDiluted,,-0.010
EarningsPerShareDiluted,-0.270,
FairValueAssumptionsExpectedDividendRate,,0.000
FairValueAssumptionsRiskFreeInterestRate,,0.009
FairValueAssumptionsWeightedAverageVolatilityRate,,6.700
FinancingInterestExpense,173281.000,567286.000
GainLossOnDerivativeInstrumentsNetPretax,7577.000,1441947.000
GeneralAndAdministrativeExpense,16067625.000,1993177.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,16230174.000,-1118499.000
IncreaseDecreaseInAccountsPayable,,16502.000
IncreaseDecreaseInAccountsReceivable,,-7590.000
IncreaseDecreaseInAccruedLiabilities,,12828.000
IncreaseDecreaseInDeferredCharges,,-450348.000
IncreaseDecreaseInDerivativeLiabilities,,-1441947.000
IncreaseDecreaseInDueToOfficersAndStockholders,,-20696.000
IncreaseDecreaseInPrepaidExpense,,36000.000
InterestExpense,,104109.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,1800000.000
NetCashProvidedByUsedInFinancingActivities,,253500.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,253500.000
NetCashProvidedByUsedInOperatingActivities,,-225307.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-225307.000
NetIncomeLoss,16230174.000,-1118499.000
NetIncomeLossAvailableToCommonStockholdersBasic,-16230174.000,-1118499.000
OperatingIncomeLoss,-16064470.000,-1993160.000
OtherNonoperatingIncomeExpense,-165704.000,874661.000
ProceedsFromConvertibleDebt,,253500.000
Revenues,3155.000,17.000
SalesRevenueNet,3155.000,17.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,9842118.000
WeightedAverageNumberOfDilutedSharesOutstanding,60067108.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,124956753.000
WeightedAverageNumberOfSharesOutstandingBasic,60067108.000,
