,2011-06-30,2011-09-30,2011-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,18410000.000,47008000.000,76590000.000
AccountsReceivableNet,512000.000,2752000.000,3811000.000
AdditionalPaidInCapital,115647000.000,115803000.000,115977000.000
Assets,535942000.000,590638000.000,651474000.000
AssetsCurrent,20238000.000,10567000.000,15747000.000
CashAndCashEquivalentsAtCarryingValue,17889000.000,3201000.000,3238000.000
ClassOfWarrantOrRightOutstanding,11196581.000,11196581.000,11196581.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,54913199.000,54911864.000,54911861.000
CommonStockSharesOutstanding,54913199.000,54911864.000,54911861.000
CommonStockValue,55000.000,55000.000,55000.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,345000.000,1548000.000,815000.000
CustomerDepositsCurrent,8611000.000,81222000.000,95227000.000
CustomerDepositsNoncurrent,131589000.000,58758000.000,44533000.000
DeferredFinanceCostsNoncurrentNet,637000.000,580000.000,585000.000
DeferredRevenueCurrent,472000.000,2467000.000,1059000.000
InventoryNet,693000.000,1670000.000,1400000.000
Liabilities,447847000.000,510327000.000,581635000.000
LiabilitiesAndStockholdersEquity,535942000.000,590638000.000,651474000.000
LiabilitiesCurrent,121594000.000,241819000.000,236756000.000
LongTermNotesPayable,194664000.000,209750000.000,251388000.000
MinorityInterest,763000.000,739000.000,680000.000
NotesPayableCurrent,48300000.000,63300000.000,63300000.000
NotesPayableRelatedPartiesClassifiedCurrent,45271000.000,47064000.000,
NotesPayableRelatedPartiesNoncurrent,,,48958000.000
OtherLiabilitiesCurrent,530000.000,758000.000,580000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PreferredStockValue,,0.000,
PrepaidExpenseCurrent,799000.000,638000.000,5726000.000
PropertyPlantAndEquipmentNet,515067000.000,579491000.000,635142000.000
RestrictedCashAndCashEquivalents,,758000.000,757000.000
RetainedEarningsAccumulatedDeficit,-42639000.000,-50555000.000,-61142000.000
StockholdersEquity,87332000.000,79572000.000,69159000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,88095000.000,80311000.000,69839000.000
WarrantsAndRightsOutstanding,14269000.000,14269000.000,14269000.000
