,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,240000000.000,234000000.000,249000000.000,233000000.000,249000000.000,228000000.000,244000000.000,286000000.000,246000000.000,256000000.000,271000000.000,284000000.000,249000000.000,254000000.000,257000000.000,290000000.000,236000000.000,246000000.000,251000000.000,259000000.000,267000000.000,287000000.000,222000000.000,237000000.000,233000000.000,242000000.000
AccrualForEnvironmentalLossContingencies,,,13000000.000,,,,,,,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,7000000.000,5000000.000,8000000.000,7000000.000,4000000.000,5000000.000,3000000.000,2000000.000,2000000.000,2000000.000,3000000.000,5000000.000,3000000.000,0.000,0.000,1000000.000,1000000.000,1000000.000,3000000.000,9000000.000,6000000.000,6000000.000,7000000.000,10000000.000,10000000.000,4000000.000
AccruedLiabilitiesCurrent,284000000.000,278000000.000,272000000.000,266000000.000,261000000.000,252000000.000,276000000.000,237000000.000,206000000.000,206000000.000,234000000.000,216000000.000,191000000.000,187000000.000,206000000.000,220000000.000,199000000.000,205000000.000,207000000.000,214000000.000,198000000.000,184000000.000,165000000.000,175000000.000,126000000.000,133000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1581000000.000,1619000000.000,1590000000.000,1637000000.000,1684000000.000,1706000000.000,1709000000.000,1738000000.000,1769000000.000,1793000000.000,1817000000.000,1840000000.000,1863000000.000,1916000000.000,1909000000.000,1885000000.000,1909000000.000,1926000000.000,1944000000.000,1936000000.000,1974000000.000,2003000000.000,1938000000.000,1960000000.000,1995000000.000,2026000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,16000000.000,26000000.000,28000000.000,26000000.000,31000000.000,32000000.000,32000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,100000000.000,96000000.000,221000000.000,223000000.000,212000000.000,211000000.000,303000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,71000000.000,17000000.000,19000000.000,41000000.000,24000000.000,40000000.000,38000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-33000000.000,-13000000.000,-53000000.000,-174000000.000,-156000000.000,-157000000.000,-139000000.000,-233000000.000,-224000000.000,-255000000.000,-252000000.000,24000000.000,18000000.000,14000000.000,-27000000.000,-338000000.000,-364000000.000,-372000000.000,-415000000.000,-314000000.000,-299000000.000,-331000000.000,-331000000.000,-385000000.000,-352000000.000,-329000000.000
AdditionalCollateralAggregateFairValue,,4000000.000,1000000.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,
