,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,0.000,,
EarningsPerShareBasicAndDiluted,,,,,,,,,0.000,0.000,0.000
ExplorationExpense,,,,,,,200000.000,,,,
GainLossOnInvestments,,,,,,,,,,-1300.000,0.000
GeneralAndAdministrativeExpense,11649.000,12897.000,16817.000,5618.000,-30.000,-17011.000,-39710.000,62536.000,1723702.000,124635.000,43651.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,-0.010,-0.010,0.000,0.000,0.000,0.000,,,,
IncomeTaxesPaid,0.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,6114.000,,,,30.000,,,,248002.000,,
IncreaseDecreaseInRestrictedCash,-4855.000,,,,,,,,,,
InterestExpense,,,,,,,,,,0.000,
InterestPaid,0.000,,,,,,,,,,
InvestmentIncomeInvestmentExpense,,,,,,,,,,,0.000
NetCashProvidedByUsedInFinancingActivities,680.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,680.000,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-5535.000,,,,,,,,0.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5535.000,,,,,,,,0.000,,
NetIncomeLoss,-11649.000,-12897.000,-16817.000,-5618.000,30.000,-91101.000,-310221.000,-17493543.000,-1713621.000,-63435.000,18849.000
OperatingIncomeLoss,-11649.000,,,,,91101.000,110221.000,,,-62135.000,18849.000
OtherOperatingIncomeExpenseNet,,,,,,91101.000,,,,,
ProceedsFromIssuanceOfCommonStock,680.000,,,,,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,0.000,,,,,,,,,,
ProfessionalFees,,,,,,-74090.000,-70511.000,,,,
ProfitLoss,,,,,-30.000,,,,,,
Revenues,,,,,,,,,10081.000,62500.000,62500.000
SalesRevenueNet,,,,,,,,,10081.000,62500.000,62500.000
ShareBasedCompensation,,,,,,,,,1475700.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,96000000.000,96000000.000,96346154.000,363767545.000,2345500000.000,2426500000.000,2426500000.000
