,2011-10-31,2012-01-31,2012-04-30
AccountsPayableCurrent,5213000.000,4901000.000,5595000.000
AccountsReceivableNetCurrent,28421000.000,26154000.000,28087000.000
AccruedLiabilitiesCurrent,18121000.000,17485000.000,15964000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,21993000.000,21993000.000,24067000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-4591000.000,-3821000.000,-3458000.000
AdditionalPaidInCapitalCommonStock,138805000.000,140172000.000,140876000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2549000.000,2267000.000,2097000.000
Assets,229164000.000,224612000.000,223452000.000
AssetsCurrent,57127000.000,55014000.000,56059000.000
CashAndCashEquivalentsAtCarryingValue,23018000.000,21655000.000,22535000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010
CommonStockSharesAuthorized,300000.000,300000.000,300000.000
CommonStockSharesIssued,32872.000,33008.000,33113.000
CommonStockValue,329000.000,330000.000,331000.000
DeferredTaxAssetsNetCurrent,1932000.000,1768000.000,2127000.000
DeferredTaxAssetsNetNoncurrent,22713000.000,22380000.000,22532000.000
DeferredTaxLiabilitiesNoncurrent,6096000.000,6669000.000,7279000.000
Goodwill,72800000.000,73226000.000,73238000.000
IntangibleAssetsNetExcludingGoodwill,65701000.000,63951000.000,61629000.000
Liabilities,127216000.000,117657000.000,111100000.000
LiabilitiesAndStockholdersEquity,229164000.000,224612000.000,223452000.000
LiabilitiesCurrent,44019000.000,42451000.000,39426000.000
LongTermDebtCurrent,17961000.000,17886000.000,15978000.000
LongTermDebtNoncurrent,76192000.000,67654000.000,63654000.000
OtherAccruedLiabilitiesCurrent,2724000.000,2179000.000,1889000.000
OtherAssetsNoncurrent,704000.000,537000.000,562000.000
OtherLiabilitiesNoncurrent,909000.000,883000.000,741000.000
PreferredStockSharesAuthorized,,5000.000,5000.000
PreferredStockSharesIssued,,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000
PreferredStockValue,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,3756000.000,5437000.000,3310000.000
PropertyPlantAndEquipmentNet,10119000.000,9504000.000,9432000.000
RetainedEarningsAccumulatedDeficit,-30473000.000,-27604000.000,-23275000.000
StockholdersEquity,101948000.000,106955000.000,112352000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,101948000.000,106955000.000,112352000.000
TreasuryStockShares,1000.000,1000.000,1000.000
TreasuryStockValue,2122000.000,2122000.000,2122000.000
