,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2017-03-31
AccountsAndOtherReceivablesNetCurrent,17324.000,15574.000,16324.000,16324.000,16324.000,16324.000,17524.000,17124.000,18824.000,73800.000,99129.000,1340.000,3703.000,77078.000,90146.000,24173.000,194031.000,,,,,
AccountsNotesAndLoansReceivableNetCurrent,352690.000,900825.000,76276.000,546484.000,205809.000,197158.000,209217.000,767528.000,519675.000,1029761.000,499882.000,580611.000,643404.000,,,,,,,,,
AccountsPayableCurrent,518728.000,370399.000,1755543.000,2075169.000,1958827.000,2220045.000,1898252.000,1983083.000,2090597.000,2109713.000,2094471.000,2174387.000,2397882.000,2737988.000,2629166.000,491914.000,572338.000,597466.000,527688.000,525805.000,628684.000,712042.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,304691.000,248525.000,235287.000,316299.000,246668.000,290657.000,273123.000,295010.000,591150.000
AccruedIncomeTaxesCurrent,1388.000,28496.000,28496.000,21973.000,21973.000,41342.000,34502.000,34502.000,34502.000,149936.000,40421.000,25287.000,25287.000,25287.000,25287.000,25287.000,25287.000,25287.000,25287.000,25287.000,25287.000,25287.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,70262.000,90659.000,49584.000,42480.000,205274.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,4474876.000,4719069.000,4960101.000,5071920.000,5307349.000,5527689.000,5748884.000,5977376.000,6217399.000,6317265.000,6299765.000,6504853.000,6595989.000,6693893.000,6792198.000,6884071.000,6884071.000
AdditionalPaidInCapital,4205967.000,4229195.000,4229195.000,4229195.000,4234285.000,4288830.000,4288830.000,4288830.000,4297022.000,4297022.000,4297022.000,4297022.000,4297022.000,4297022.000,4297022.000,4342306.000,4319664.000,4204565.000,4204565.000,4209592.000,4209592.000,4209592.000
AllowanceForDoubtfulAccountsReceivable,,,,,,14640.000,,,,9035.000,4782.000,3274.000,3274.000,3078.000,3078.000,3078.000,3078.000,3078.000,3078.000,3078.000,3078.000,3078.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,16640.000,16640.000,,,,,,,,,,,,,,,
Assets,11325220.000,11069539.000,12570022.000,12944756.000,12880191.000,13065758.000,12001781.000,11902844.000,11911818.000,10356561.000,9452925.000,8910280.000,8850240.000,7432021.000,6913702.000,5117521.000,4814385.000,4632405.000,4428407.000,4403076.000,4317459.000,4368793.000
AssetsCurrent,5655671.000,5665605.000,7373422.000,6867971.000,6919456.000,6945204.000,6109773.000,6199177.000,6446044.000,6287405.000,5607711.000,5062626.000,5111487.000,3808437.000,3276233.000,1756451.000,1592788.000,1547215.000,1431674.000,1465412.000,1459760.000,1678071.000
AssetsFairValueDisclosure,,,,,,,,,,,,,,,,,,48450.000,,,,
AssetsNoncurrent,516816.000,462863.000,457089.000,454527.000,451511.000,443568.000,440487.000,432769.000,425776.000,418920.000,417129.000,412155.000,397386.000,450006.000,448679.000,78918.000,68510.000,,,,,
