,2013-12-31
AdvertisingExpense,179341.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-75756.000
Depreciation,31875.000
DepreciationAndAmortization,31875.000
GeneralAndAdministrativeExpense,376096.000
IncomeLossAttributableToParent,713544.000
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,-12386.000
IncreaseDecreaseInOperatingAssets,-9913.000
IncreaseDecreaseInOtherAccountsPayable,16.000
IncreaseDecreaseInOtherAccruedLiabilities,36120.000
InterestPaid,0.000
InvestmentIncomeInterest,0.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,0.010
NetCashProvidedByUsedInFinancingActivities,-812201.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-812201.000
NetCashProvidedByUsedInInvestingActivities,-22811.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-22811.000
NetCashProvidedByUsedInOperatingActivities,759256.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,759256.000
NetIncomeLoss,713544.000
NetIncomeLossAllocatedToGeneralPartners,7135.000
NetIncomeLossAllocatedToLimitedPartners,706409.000
OperatingCostsAndExpenses,1289344.000
OperatingExpenses,1899905.000
OperatingLeasesIncomeStatementMinimumLeaseRevenue,2367872.000
OtherCostAndExpenseOperating,130350.000
OtherRealEstateRevenue,245577.000
PartnersCapitalAccountDistributions,812201.000
PaymentsOfCapitalDistribution,812201.000
PaymentsToAcquireProductiveAssets,22811.000
ProfitLoss,713544.000
PropertyManagementFeePercentFee,0.060
RelatedPartyTransactionAmountsOfTransaction,50652.000
Revenues,2613449.000
SalesRevenueNet,2613449.000
SponsorFees,72240.000
WeightedAverageLimitedPartnershipUnitsOutstanding,31783.000
