,2015-03-31,2016-03-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-16606.000,-5981.000,6602.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000
GeneralAndAdministrativeExpense,4106.000,9431.000,6398.000
ImpairmentOfOngoingProject,,5000.000,0.000
IncomeTaxesPaid,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,4500.000,-3000.000,-1500.000
InterestPaid,0.000,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,15000.000,35000.000,35000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,15000.000,35000.000,35000.000
NetCashProvidedByUsedInInvestingActivities,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,
NetCashProvidedByUsedInOperatingActivities,-31606.000,-40981.000,-28398.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-31606.000,-40981.000,-28398.000
NetIncomeLoss,-36106.000,-42981.000,-26898.000
OperatingExpenses,36106.000,42981.000,26898.000
PaymentsToAcquireMineralRights,0.000,,
ProceedsFromIssuanceOfCommonStock,0.000,,
ProceedsFromRelatedPartyDebt,15000.000,35000.000,35000.000
ProfessionalFees,32000.000,28550.000,20500.000
Revenues,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,30000000.000,30000000.000,30000000.000
