,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,,,,,,,,,,,,,,,,,,,,0.000,0.000,214642.000
AccountsPayableCurrent,17727.000,16055.000,20631.000,43331.000,24258.000,26689.000,27963.000,42015.000,30383.000,33292.000,28286.000,73113.000,47481.000,115713.000,35043.000,36963.000,21388.000,27547.000,33363.000,36125.000,19620.000,28107.000
AccruedLiabilitiesCurrent,55394.000,71655.000,89494.000,105519.000,140513.000,164836.000,222631.000,261718.000,311538.000,372591.000,482515.000,639689.000,705547.000,834721.000,1010158.000,989017.000,1145464.000,1041775.000,1057280.000,1058711.000,1178750.000,1241823.000
AdditionalPaidInCapital,5583217.000,5651674.000,5735121.000,5839367.000,5947273.000,6055180.000,6163086.000,6272020.000,6374856.000,6544462.000,6684403.000,6851126.000,7017846.000,7171980.000,7320378.000,7729114.000,7886208.000,8039540.000,8188199.000,8323303.000,8436370.000,8514773.000
Assets,120789.000,156282.000,145325.000,160186.000,125859.000,,143364.000,,,,136494.000,248424.000,290163.000,198906.000,241757.000,185955.000,417586.000,439507.000,440230.000,297136.000,248795.000,532739.000
AssetsCurrent,,,145325.000,160186.000,125859.000,139630.000,143364.000,141595.000,114756.000,423997.000,136494.000,248424.000,290163.000,198906.000,241757.000,185955.000,417586.000,439507.000,440230.000,297136.000,248795.000,532739.000
CashAndCashEquivalentsAtCarryingValue,96838.000,134898.000,114563.000,124957.000,99499.000,112957.000,107674.000,91694.000,63181.000,385649.000,88271.000,86473.000,99632.000,70366.000,85835.000,94133.000,227971.000,309338.000,393937.000,116376.000,129966.000,451170.000
CommitmentsAndContingencies,,,,,,,,,,0.000,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000
