,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,3800000.000,,,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1291801.000,1720584.000,,889245.000,1470565.000,1376145.000,-2390159.000,896151.000,185095.000,5414.000,-987506.000,17058.000,29900.000,16137.000,-43775.000,45902.000,77847.000,77718.000,-123860.000,70560.000,23721.000,330813.000,-410443.000,25000.000
AssetImpairmentCharges,,,8000000.000,,12900000.000,,,,0.000,,,,,,7300000.000,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,,,,-8600000.000,59600000.000,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,,,,391200000.000,406200000.000,,,,,,
CapitalizedComputerSoftwareAdditions,,,,,,,,,,,,,,,,,,,,,11700000.000,11200000.000,12200000.000,11000000.000,12700000.000
CapitalizedComputerSoftwareAmortization,,,,,,,,,,,,,,,,,,,,,7100000.000,,,,
CapitalizedComputerSoftwareAmortization1,,,,,,,,,,,,,,,,,,,,,,-7800000.000,7700000.000,,7700000.000
CashAcquiredFromAcquisition,,,,,,,,,,,,,,,,,4200000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,5100000.000,,,,33300000.000,,,,23700000.000,,,,32400000.000,,,,35800000.000,,,,0.000,,,,22800000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,0.000,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,0.000,,,,
CommonStockDividendsPerShareCashPaid,0.360,0.360,0.360,0.360,0.380,0.380,0.380,0.380,0.400,0.400,0.400,0.400,0.440,0.440,0.440,0.440,0.460,0.460,0.460,0.470,0.480,0.480,0.480,0.490,0.500
ComprehensiveIncomeNetOfTax,68200000.000,79900000.000,66200000.000,-79600000.000,97100000.000,24600000.000,100100000.000,28300000.000,46000000.000,38700000.000,65400000.000,221700000.000,87200000.000,65800000.000,58700000.000,-100600000.000,4000000.000,-11500000.000,81700000.000,51200000.000,13700000.000,34500000.000,-10300000.000,75400000.000,21000000.000
