,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-58722.000,,,,505123.000,
CashPeriodIncreaseDecrease,63551.000,,,,,,,,,
CostsAndExpenses,34167.000,88501.000,70525.000,289228.000,,,,,,
DebtIssuanceCosts,,,,,,,327.000,,4519.000,7253.000
DepreciationAndAmortization,,1380.000,1445.000,,13404.000,20608.000,25159.000,27375.000,23822.000,24261.000
DepreciationDepletionAndAmortization,,,,,13404.000,,,,23822.000,
EarningsPerShareDiluted,,,,,0.000,0.000,-0.000,-0.020,0.000,0.000
GeneralAndAdministrativeExpense,411.000,6362.000,3391.000,12157.000,13696.000,15793.000,24257.000,45754.000,27007.000,19832.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,63525.000,,,,,,,
IncreaseDecreaseInAccountsPayable,17818.000,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,16857.000,,,,105118.000,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,25866.000,
IncreaseDecreaseInOtherOperatingAssets,,,,,2737.000,,,,,
InterestAndOtherIncome,,,,,,,74.000,,,
InterestExpense,100.000,4024.000,4854.000,-1.000,,,,,,
LaborAndRelatedExpense,,,,,113542.000,77851.000,60334.000,41908.000,44168.000,44367.000
MarketingAndAdvertisingExpense,7158.000,20501.000,,,25586.000,22668.000,8063.000,14990.000,6188.000,7363.000
NetCashProvidedByUsedInFinancingActivities,80000.000,,,,219520.000,,,,751400.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,80000.000,,,,219520.000,,,,751400.000,
NetCashProvidedByUsedInInvestingActivities,,,,,33991.000,,,,22751.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,33991.000,,,,22751.000,
NetCashProvidedByUsedInOperatingActivities,16449.000,,,,-244251.000,,,,-223526.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,16449.000,,,,-244251.000,,,,-223526.000,
NetIncomeLoss,34267.000,92525.000,68379.000,289227.000,-351602.000,-359532.000,-170170.000,-352461.000,-212264.000,-267809.000
OperatingExpenses,,,,,351602.000,-359532.000,217092.000,1123733.000,212264.000,277281.000
OperatingIncomeLoss,,,,,-351602.000,-359532.000,-170244.000,-373387.000,-212264.000,-267809.000
OtherCostOfServices,,,,,,,,,43852.000,57317.000
OtherNonoperatingExpense,,,,,,,,,-12692.000,2513.000
PaymentsToAcquireIntangibleAssets,,,,,-26931.000,,,,-21048.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,-7060.000,,,,-1703.000,
ProceedsFromIssuanceOfCommonStock,,,,,219520.000,,,,776400.000,
ProceedsFromSubordinatedShortTermDebt,80000.000,,,,,,,,,
ProfessionalFees,22956.000,1121.000,7202.000,58430.000,73954.000,84006.000,23420.000,69207.000,30647.000,38219.000
ProfitLoss,,,,,351602.000,,,,212264.000,
RepaymentsOfDebt,,,,,,,,,25000.000,
RepaymentsOfSubordinatedShortTermDebt,,,,,,,,,25000.000,
ResearchAndDevelopmentExpense,,,,,,,,,17048.000,
Revenues,,,7000.000,,,,46848.000,,,9472.000
SalesRevenueNet,,,7000.000,,,,46848.000,,,9472.000
ShareBasedCompensation,,,,,113541.000,,,,44168.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,,,,,,,,0.500,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,,,,0.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,,,,0.600,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,,,,0.002,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,,,,,,,,,-302800.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsForfeituresAndExpirations,,,,,,,,,-1143000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,,,0.500,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageIntrinsicValue,,,,,,,,,0.300,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,,,,,,300000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGrantDateIntrinsicValue,,,,,0.150,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,,,,,0.500,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,,0.500,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,,,,,113542.000,77851.000,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,,,,,-1137500.000,,,,-75000.000,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedWeightedAverageGrantDateFairValue,,,,,,,,,0.500,
StockGrantedDuringPeriodValueSharebasedCompensation,,,,,,,,,44168.000,
StockIssuedDuringPeriodSharesIssuedForCash,,,,,,,100000.000,,,
StockIssuedDuringPeriodValueIssuedForCash,,,,,,,50000.000,,,
