,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31
AccountsPayableCurrent,92654.000,59364.000,214420.000,324194.000,110495.000,58079.000,220399.000,306669.000
AccountsReceivableNetCurrent,294025.000,194785.000,789898.000,822112.000,449648.000,155693.000,774871.000,781579.000
AccruedIncomeTaxesCurrent,,,,,71520.000,3488.000,22488.000,497488.000
AccruedLiabilitiesCurrent,378349.000,420975.000,279108.000,578700.000,442952.000,336802.000,267762.000,899016.000
AccruedPayrollTaxesCurrent,,,,,54000.000,,,
AccruedProfessionalFeesCurrent,,,,,19500.000,,,
AccruedSalariesCurrent,,,,,,,24000.000,48000.000
AccruedSalesCommissionCurrent,,,,,100527.000,48721.000,7670.000,139979.000
AccruedVacationCurrent,,,,,94326.000,88196.000,88196.000,88196.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,896510.000,,,-1003376.000,1019758.000,1054939.000,1090120.000
AdditionalPaidInCapitalCommonStock,237650.000,243769.000,243769.000,247902.000,247902.000,247902.000,247902.000,277533.000
AllowanceForDoubtfulAccountsReceivableCurrent,6600.000,3600.000,13600.000,13600.000,13600.000,3600.000,15000.000,15000.000
Assets,3925406.000,3504882.000,3659316.000,4936143.000,4751033.000,4090871.000,4331368.000,5954144.000
AssetsCurrent,3203501.000,2793779.000,2964568.000,4248161.000,4023656.000,3393832.000,3645206.000,5291042.000
CapitalLeaseObligationsCurrent,16682.000,11899.000,6929.000,3532.000,,,,
CashAndCashEquivalentsAtCarryingValue,1701820.000,1319648.000,810812.000,2118744.000,1998619.000,1531686.000,1032181.000,2720106.000
CommonStockNoParValue,,,,,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,,,,
CommonStockSharesAuthorized,37500000.000,37500000.000,37500000.000,37500000.000,37500000.000,37500000.000,37500000.000,37500000.000
CommonStockSharesIssued,2148438.000,2148438.000,2148438.000,2173438.000,2223438.000,2223438.000,2228438.000,2240438.000
CommonStockSharesOutstanding,2148438.000,2148438.000,2148438.000,2173438.000,2223438.000,2223438.000,2228438.000,2240438.000
CommonStockValue,8491104.000,8491104.000,8491104.000,8497354.000,8509854.000,8509854.000,8511104.000,8514104.000
DeferredIncomeTaxLiabilities,,,,,,137400.000,,
DeferredRentCreditCurrent,,,,,91902.000,92938.000,93026.000,92638.000
DeferredTaxAssetsGross,,,,,,172000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,34600.000,,
DeferredTaxAssetsNet,,,,,,172000.000,,
DeferredTaxAssetsNetCurrent,72000.000,76000.000,76000.000,76000.000,76000.000,172000.000,142400.000,142400.000
DeferredTaxAssetsNetNoncurrent,70000.000,75000.000,75000.000,75000.000,75000.000,,,
DeferredTaxAssetsOther,,,,,,-137400.000,,
DeferredTaxLiabilities,,,,,,,137400.000,137400.000
DeferredTaxLiabilitiesOther,,,,,,9500.000,,
FurnitureAndFixturesGross,,173779.000,,,184728.000,186787.000,188696.000,190005.000
IntangibleAssetsNetExcludingGoodwill,151600.000,151600.000,151600.000,151600.000,151600.000,151600.000,151600.000,151600.000
InventoryFinishedGoodsNetOfReserves,,,,,536087.000,651749.000,964851.000,835162.000
InventoryNet,878176.000,970085.000,1138397.000,1021778.000,1091730.000,1211170.000,1505854.000,1359063.000
InventoryRawMaterialsNetOfReserves,,,,,555643.000,559421.000,541003.000,523901.000
LeaseholdImprovementsGross,,372488.000,,,381702.000,383401.000,383401.000,385976.000
Liabilities,487685.000,492238.000,600457.000,906426.000,577947.000,556056.000,748134.000,1464506.000
LiabilitiesAndStockholdersEquity,3925406.000,3504882.000,3659316.000,4936143.000,4751033.000,4090871.000,4331368.000,5954144.000
LiabilitiesCurrent,487685.000,492238.000,600457.000,906426.000,557625.000,399504.000,592821.000,1310382.000
LineOfCredit,,,,,0.000,0.000,,
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,500000.000,500000.000,500000.000,500000.000
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,,0.050,0.001,0.050,0.050
LinesOfCreditCurrent,,,100000.000,,,,100000.000,100000.000
MachineryAndEquipmentGross,,779304.000,,,847782.000,923929.000,946324.000,954561.000
NotesAndLoansPayable,,,,,20322.000,19152.000,17913.000,16724.000
NotesAndLoansPayableCurrent,,,,,4178.000,4623.000,4660.000,4697.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,1390145.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,260217.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,206350.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,200220.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,226563.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,266298.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,230497.000,,
OtherAccruedLiabilitiesCurrent,,,,,5677.000,71459.000,382.000,1692.000
OtherAssetsCurrent,,,,,,160783.000,,
PreferredStockNoParValue,,,,,0.000,0.000,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,,,,,
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,,,,,,,
PrepaidExpenseAndOtherAssets,256480.000,232261.000,148461.000,208527.000,406659.000,161500.000,188900.000,286894.000
ProductWarrantyAccrual,,,,,,32000.000,,
ProductWarrantyAccrualClassifiedCurrent,,,,,25000.000,32000.000,32000.000,31023.000
PropertyPlantAndEquipmentGross,,1381013.000,,,1504153.000,1565197.000,1589501.000,1601622.000
