,2011-09-30,2011-12-31,2012-03-30
AccountsPayableAndAccruedLiabilitiesCurrent,250.000,1500.000,
AdditionalPaidInCapital,6500.000,8500.000,
Assets,132.000,62.000,
AssetsCurrent,132.000,62.000,
CashAndCashEquivalentsAtCarryingValue,132.000,62.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,
CommonStockSharesAuthorized,250000000.000,250000000.000,
CommonStockSharesIssued,5000000.000,5000000.000,
CommonStockSharesOutstanding,5000000.000,5000000.000,
CommonStockValue,500.000,500.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-6118.000,16138.000,
DueToOfficersOrStockholdersCurrent,2000.000,5700.000,
LiabilitiesAndStockholdersEquity,132.000,62.000,
LiabilitiesCurrent,2250.000,7200.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,
PreferredStockSharesAuthorized,10000000.000,10000000.000,
PreferredStockSharesIssued,0.000,0.000,
PreferredStockSharesOutstanding,0.000,0.000,
PreferredStockValue,0.000,,
StockholdersEquity,-4118.000,-7138.000,
