,2012-02-29,2012-05-31,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
CashAndCashEquivalentsPeriodIncreaseDecrease,3000.000,,-7992.000,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,0.000,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,-59882.000,-66353.000,-6278.000,-63644.000,-12000.000,,-23241.000,,,,,,,,,,
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation,,,2052.000,-681.000,,,,,,,,,,,,,,,
Depreciation,,,254.000,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.040,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,-52.000,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,9680.000,9215.000,61934.000,65672.000,15780.000,-84770.000,12000.000,,23241.000,,12800.000,6235.000,17248.000,12152.000,13765.000,6970.000,2325.000,13710.000,8780.000
IncreaseDecreaseInAccountsPayableTrade,,,10465.000,,,,,,,,,,,,6930.000,,,,8780.000
IncreaseDecreaseInAccruedLiabilities,6680.000,,,,,,7300.000,,,,-385.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,3000.000,,44596.000,,,,4700.000,,,,13185.000,,,,6835.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3000.000,,44596.000,,,,4700.000,,,,13185.000,,,,6835.000,,,,
NetCashProvidedByUsedInInvestingActivities,,,-1321.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1321.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-3000.000,,-51215.000,,,,-4700.000,,,,-13185.000,,,,-6835.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3000.000,,-51215.000,,,,-4700.000,,,,-13185.000,,,,-6835.000,,,,
NetIncomeLoss,-9680.000,-9215.000,-61934.000,-65672.000,,,-12000.000,,-23241.000,,-12800.000,-6235.000,-17248.000,-12152.000,-13765.000,-6970.000,-2325.000,-867370.000,-8780.000
OperatingIncomeLoss,,,-61934.000,-65672.000,-15780.000,84770.000,-12000.000,,-23241.000,,-12800.000,-6235.000,-17248.000,-12152.000,-13765.000,-6970.000,-2325.000,-867370.000,-8780.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,10138.000,,,,,,,,,,,,,,
OtherGeneralAndAdministrativeExpense,1680.000,5815.000,,,,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,1321.000,,,,,,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,3000.000,,44596.000,,,,4700.000,,,,13185.000,,,,6835.000,,,,
ProfessionalFees,8000.000,3400.000,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,23818046.000,23818046.000,23818046.000,-47636092.000,23818046.000,23818046.000,23818046.000,-47636092.000,23818046.000,23818046.000,23818046.000,-47636092.000,23818046.000,23818046.000,23818046.000,-47323863.000,24244876.000
