,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccruedLiabilitiesCurrentAndNoncurrent,923.000,923.000,923.000,923.000,923.000,923.000,3173.000,16017.000,41584.000,17826.000,17826.000,15826.000,19509.000,18831.000,18804.000,29490.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,323636.000,330608.000,337580.000,344552.000,351524.000,,,372441.000,379413.000,,393358.000,0.000,
AdditionalPaidInCapitalCommonStock,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,10428214.000,
Assets,1231775.000,1235574.000,1217275.000,1210595.000,1207708.000,1206113.000,1175892.000,1159490.000,1536605.000,1520484.000,1516298.000,1507761.000,1490867.000,1487923.000,1478724.000,548386.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,0.000,
BuildingsAndImprovementsGross,,,,,1104951.000,,,,1104951.000,,,,1104951.000,,,0.000,
Cash,20868.000,32750.000,22534.000,23938.000,24135.000,30624.000,13486.000,4006.000,758.000,1562.000,4348.000,2783.000,4214.000,8921.000,6694.000,548336.000,
CashFDICInsuredAmount,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,
CommonStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,
CommonStockSharesIssued,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,1809912.000,
CommonStockSharesOutstanding,1770139.000,1770139.000,1770139.000,1770139.000,1770139.000,1770139.000,1770139.000,1770139.000,1809912.000,1770139.000,1770139.000,1770139.000,1809912.000,1770139.000,1770139.000,1770139.000,
CommonStockValue,18099.000,18099.000,18099.000,18099.000,18099.000,18099.000,18099.000,18099.000,18099.000,18099.000,18099.000,18099.000,18099.000,18099.000,18099.000,18099.000,
DebtInstrumentCarryingAmount,,,,,1485193.000,,,,1470101.000,,,,1449609.000,,,,
DeferredTaxAssetsGross,,,,,,,,,4522555.000,,,,4511202.000,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,377383.000,377383.000,377383.000,377383.000,366030.000,365352.000,365352.000,0.000,
DeferredTaxAssetsNet,,,,,243996.000,,,,377383.000,,,,366030.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,255305.000,,,,4533876.000,,,,4522350.000,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,459000.000,,,,11400000.000,,,,11449000.000,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,2733000.000,,,,11371000.000,,,,10831000.000,,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,11309.000,,,,11321.000,,,,11148.000,,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,,,,,,,,,11000.000,
DeferredTaxAssetsValuationAllowance,,,,,243996.000,,,,4145172.000,,,,4145172.000,,,4145000.000,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,243996.000,,,,,,,,,,,,
DeferredTaxLiabilitiesNoncurrent,,,,,0.000,,,,,,,,,,,,
DerivativeFixedInterestRate,,,,,,,,,0.033,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,71000.000,71000.000,56000.000,48000.000,40000.000,40000.000,40000.000,40000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,40000.000,0.000,
Land,,,,,395035.000,,,,395035.000,,,,395035.000,,,0.000,
Liabilities,1585623.000,1578531.000,1556568.000,1541505.000,1526116.000,1518399.000,1522314.000,1541228.000,1585245.000,1558487.000,1547826.000,1532510.000,1522118.000,1511050.000,1493968.000,29490.000,
LiabilitiesAndStockholdersEquity,1231775.000,1235574.000,1217275.000,1210595.000,1207708.000,1206113.000,1175892.000,1159490.000,1536605.000,1520484.000,1516298.000,1507761.000,1490867.000,1487923.000,1478724.000,548386.000,
LineOfCredit,,,,,,,9040.000,15110.000,23560.000,20560.000,16560.000,10000.000,3000.000,0.000,0.000,0.000,
LongTermDebtPercentageBearingFixedInterestRate,,,,,0.055,,,,0.055,,,,0.055,,,,
NotesPayable,1513700.000,1506608.000,1499645.000,1492582.000,1485193.000,1477476.000,1470101.000,1470101.000,1470101.000,1470101.000,1463440.000,1456684.000,1449609.000,1442219.000,1435164.000,0.000,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,116480.000,,,,,,,,,,,,
OperatingLossCarryforwards,,,,,,,,,,,,,,,,62000.000,
OtherAssets,6668.000,5557.000,4446.000,3334.000,7223.000,6111.000,0.000,50.000,10002.000,50.000,50.000,50.000,50.000,50.000,50.000,50.000,
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
PropertyPlantAndEquipmentGross,,,,,1499986.000,,,,1499986.000,,,,1499986.000,,,0.000,
PropertyPlantAndEquipmentNet,1204239.000,1197267.000,1190295.000,1183323.000,1176350.000,1169378.000,1162406.000,1155434.000,1148462.000,1141489.000,1134517.000,1127545.000,1120573.000,1113600.000,1106628.000,0.000,
RetainedEarningsAccumulatedDeficit,-10320768.000,-10309877.000,-10306213.000,-10297830.000,-10285328.000,-10279206.000,-10313342.000,-10348658.000,-10015560.000,-10004923.000,-9998448.000,-9991669.000,-9998171.000,-9990047.000,-9982164.000,-9448024.000,
StockholdersEquity,-353848.000,-342957.000,-339293.000,-330910.000,-318408.000,-312286.000,-346422.000,-381738.000,-48640.000,-38003.000,-31528.000,-24749.000,-31251.000,-23127.000,-15244.000,518896.000,
StockholdersEquityBeforeTreasuryStock,125545.000,136436.000,140100.000,148483.000,160985.000,167107.000,132971.000,97655.000,430753.000,441390.000,447865.000,454644.000,448142.000,456266.000,464149.000,998289.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-353848.000,-342957.000,-339293.000,-330910.000,-318408.000,-312286.000,-346422.000,-381738.000,-48640.000,-38003.000,-31528.000,-24749.000,-31251.000,-23127.000,-15244.000,518896.000,
TreasuryStockShares,39773.000,39773.000,39773.000,39773.000,39773.000,39773.000,39773.000,39773.000,39773.000,39773.000,39773.000,39773.000,39773.000,39773.000,39773.000,39773.000,
TreasuryStockValue,479393.000,479393.000,479393.000,479393.000,479393.000,479393.000,479393.000,479393.000,479393.000,479393.000,479393.000,479393.000,479393.000,479393.000,479393.000,479393.000,
