,2011-06-30,2011-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,,,,,,,,,,,,,,,1845.000
AmortizationOfIntangibleAssets,,,957.000,,,,922.000,,,,888.000,,,,854.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,0.020,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,363640.000,99038.000,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,2082757.000,1972573.000,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,607832.000,125347.000,,215003.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,,,,,,196523.000
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,,,10175815.000
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,,,,,,,,,,,,,4942609.000
BusinessCombinationContingentConsiderationArrangementsChangeInTheRangeOfOutcomesContingentConsiderationLiabilityValueHigh,,,,,,,,,,,,,,,1264981.000
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,,340499.000,72201.000,,
BusinessCombinationSeparatelyRecognizedTransactionsExpensesAndLossesRecognized,,,,,,,,,,,,,,,215003.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-8924.000,,,,3098.000,,,,-136373.000,,,,-75033.000
CostOfGoodsSold,,,,,,,,,,,,394015.000,494469.000,,506579.000
CurrentFederalTaxExpenseBenefit,,,,,,,,,,,,,,,44113.000
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,52524.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,,,,,,,,,8411.000
Depreciation,,,,,,,,,,,490.000,,,,266491.000
DepreciationAndAmortization,,,957.000,,,,922.000,,,,888.000,,,,267345.000
