,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,921000.000,-1092000.000,-756000.000,-1525000.000,-1217000.000
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,,,,409000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,145000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,113000.000,247000.000,1469000.000,1819000.000,1612000.000
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,-216000.000,,
AmortizationOfFinancingCosts,,,,,67000.000
AmortizationOfIntangibleAssets,,,,315000.000,390000.000
AssumedPremiumsEarned,,528000.000,126000.000,634000.000,3074000.000
AssumedPremiumsEarnedPropertyAndCasualty,119000.000,,,,
AssumedPremiumsWritten,,,93000.000,716000.000,3372000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,235000.000,,
AvailableForSaleSecuritiesGrossRealizedGains,799000.000,351000.000,376000.000,643000.000,1349000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,58600000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,167000.000,119000.000
BusinessAcquisitionsProFormaNetIncomeLoss,-1346000.000,,,,
BusinessAcquisitionsProFormaRevenue,53708000.000,,,,
BusinessCombinationAcquisitionRelatedCosts,,406000.000,694000.000,999000.000,0.000
BusinessCombinationIntegrationRelatedCosts,,372000.000,,,
CashAcquiredInExcessOfPaymentsToAcquireBusiness,,11081000.000,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-3337000.000,-10101000.000,26775000.000,-14232000.000,7534000.000
CededCreditRiskClaimsLossAdjustmentExpenseIncurred,3628000.000,,,,
CededPremiumsEarned,,12542000.000,9589000.000,30946000.000,49069000.000
CededPremiumsEarnedPropertyAndCasualty,6575000.000,,,,
CededPremiumsWritten,6472000.000,12580000.000,11011000.000,39609000.000,45028000.000
ComprehensiveIncomeNetOfTax,3494000.000,2999000.000,19211000.000,13318000.000,3458000.000
CurrentIncomeTaxExpenseBenefit,0.000,1144000.000,3009000.000,7790000.000,-2586000.000
DeferredIncomeTaxExpenseBenefit,0.000,-1072000.000,-8776000.000,-174000.000,452000.000
DeferredIncomeTaxesAndTaxCredits,,-1072000.000,-8776000.000,-174000.000,452000.000
DeferredPolicyAcquisitionCostAmortizationExpense,6471000.000,10373000.000,14048000.000,18592000.000,18803000.000
DeferredPolicyAcquisitionCostsAdditions,7215000.000,13283000.000,15540000.000,20661000.000,21790000.000
DefinedBenefitPlanActualReturnOnPlanAssets,0.000,,,,
DefinedBenefitPlanAmortizationOfGainsLosses,0.000,,,,
DefinedBenefitPlanAmortizationOfNetGainsLosses,0.000,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,0.000,,,,
DefinedBenefitPlanBenefitsPaid,0.000,,,,
DefinedBenefitPlanContributionsByEmployer,0.000,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,0.000,,,,
DefinedBenefitPlanInterestCost,0.000,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,0.000,,,,
DefinedBenefitPlanSettlementsBenefitObligation,0.000,,,,
DefinedContributionPlanCostRecognized,110000.000,118000.000,204000.000,300000.000,424000.000
