,2011-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,647000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,3001000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-1331000.000
CostOfRevenue,13887000.000
DepreciationDepletionAndAmortization,676000.000
EarningsPerShareBasic,-0.080
EarningsPerShareDiluted,-0.080
GainLossOnDispositionOfAssets,-184000.000
GeneralAndAdministrativeExpense,4707000.000
GrossProfit,2358000.000
IncomeLossFromContinuingOperations,-2167000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-2157000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2349000.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.220
IncomeLossFromContinuingOperationsPerDilutedShare,-0.220
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,1362000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.140
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.130
IncomeTaxExpenseBenefit,10000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-635000.000
IncreaseDecreaseInAccountsReceivable,-750000.000
IncreaseDecreaseInInventories,-326000.000
IncreaseDecreaseInOtherOperatingAssets,-23000.000
IncreaseDecreaseInOtherReceivables,199000.000
IncreaseDecreaseInRestrictedCash,-66000.000
InsuranceRecoveries,192000.000
InterestPaid,10000.000
InventoryWriteDown,23000.000
NetCashProvidedByUsedInContinuingOperations,-1023000.000
NetCashProvidedByUsedInDiscontinuedOperations,1670000.000
NetCashProvidedByUsedInFinancingActivities,219000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,219000.000
NetCashProvidedByUsedInInvestingActivities,-130000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-130000.000
NetCashProvidedByUsedInOperatingActivities,-1112000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1112000.000
NetIncomeLoss,-805000.000
OtherNoncashIncome,192000.000
PaymentsToAcquirePropertyPlantAndEquipment,353000.000
ProceedsFromIncomeTaxRefunds,18000.000
ProceedsFromIssuanceOfCommonStock,172000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,223000.000
ProvisionForDoubtfulAccounts,17000.000
RepaymentsOfLongTermCapitalLeaseObligations,19000.000
Revenues,16245000.000
SalesRevenueNet,16245000.000
ShareBasedCompensation,82000.000
WeightedAverageNumberOfDilutedSharesOutstanding,10196474.000
WeightedAverageNumberOfSharesOutstandingBasic,9957474.000
