,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,5802561.000,
AccountsPayableCurrent,42275442.000,36798915.000,42290191.000,62733066.000,53270780.000,45611582.000,39723026.000,50622373.000
AccountsPayableOtherCurrent,2613799.000,1803926.000,2104192.000,1405672.000,562459.000,1800390.000,10421288.000,10582454.000
AccountsReceivableFromSecuritization,,,,,,947280.000,931097.000,936214.000
AccountsReceivableGross,,,,,,,148114048.000,
AccountsReceivableNet,,,,,,,146186381.000,
AccountsReceivableNetCurrent,70680351.000,104250461.000,118406001.000,137626354.000,146361502.000,142273600.000,146186381.000,149371343.000
AccruedIncomeTaxesCurrent,3141063.000,3149880.000,2726869.000,3087507.000,2060982.000,1513048.000,834554.000,1229631.000
AccruedLiabilitiesAndOtherLiabilities,,,,,5414391.000,6111440.000,5802561.000,6099436.000
AccruedProfessionalFeesCurrent,,,,,,,130602.000,
AccruedSalariesCurrent,,,,,,,2458201.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,5146932.000,5451242.000,5925137.000,6459124.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,6778769.000,7826005.000,8909155.000,9796653.000,9921057.000,9560934.000,10027541.000,10961917.000
AdditionalPaidInCapital,,,,18413206.000,18579212.000,18745218.000,18911224.000,19077230.000
AdditionalPaidInCapitalCommonStock,17204725.000,17207547.000,18273766.000,,,,,
AdvancesToAffiliate,,,,,,,806029.000,
AllowanceForDoubtfulAccountsReceivable,,,,,,,1927667.000,
Assets,195782975.000,198448000.000,212582449.000,241345761.000,237345175.000,236587818.000,244972562.000,262415891.000
AssetsCurrent,157876353.000,159907152.000,172086814.000,199785317.000,194967559.000,194240642.000,199524916.000,216299541.000
BuildingsAndImprovementsGross,,,,,15147086.000,15112952.000,15156838.000,15241684.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,,,,,,,0.510,
CashAndCashEquivalentsAtCarryingValue,63100570.000,34263735.000,31479528.000,31590786.000,19680643.000,19367354.000,21608989.000,22802605.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
