,2011-03-31,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
AcquisitionCosts,,,6100000.000,,1100000.000,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,2913000.000,4166000.000,4273000.000,4468000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,-10136000.000,13030000.000,17346000.000,12069000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,5743000.000,4102000.000,10349000.000
AmortizationOfIntangibleAssets,,600000.000,1000000.000,1700000.000,5700000.000,12911000.000,4800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1082380.000,146696.000,285267.000,688420.000,513262.000
AssetImpairmentCharges,,,,,,,0.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,1.480,,3.800,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,1.450,,3.750,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,71361000.000,,188715000.000,,
BusinessAcquisitionsProFormaRevenue,,,792979000.000,,1124755000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,458000.000,4607000.000,-2583000.000,2585000.000,1032000.000,-2123000.000,1170000.000
CommonStockDividendsPerShareCashPaid,0.400,0.400,0.400,0.400,0.400,0.400,0.400
ComprehensiveIncomeNetOfTax,,16109000.000,56218000.000,122684000.000,193437000.000,153250000.000,202232000.000
CostOfGoodsSold,426603000.000,454546000.000,539317000.000,712937000.000,812235000.000,911875000.000,899175000.000
CostOfPropertyRepairsAndMaintenance,,37600000.000,61300000.000,77400000.000,86700000.000,95100000.000,101500000.000
CurrentFederalTaxExpenseBenefit,,812000.000,19108000.000,49604000.000,62424000.000,64256000.000,86459000.000
CurrentIncomeTaxExpenseBenefit,,992000.000,20197000.000,51815000.000,60269000.000,68983000.000,94097000.000
CurrentStateAndLocalTaxExpenseBenefit,,180000.000,1089000.000,2211000.000,-2155000.000,4727000.000,7638000.000
DeferredFederalIncomeTaxExpenseBenefit,,1984000.000,5173000.000,7691000.000,-962000.000,-546000.000,7274000.000
DeferredIncomeTaxExpenseBenefit,8497000.000,2188000.000,6155000.000,5746000.000,5805000.000,-2323000.000,2203000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,204000.000,982000.000,-1945000.000,6767000.000,-1777000.000,-5071000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,8067000.000,,,
DefinedBenefitPlanActualReturnOnPlanAssets,,445000.000,1598000.000,1735000.000,937000.000,-537000.000,2522000.000
DefinedBenefitPlanActuarialGainLoss,,,-3576000.000,1237000.000,-9823000.000,1146000.000,3531000.000
DefinedBenefitPlanActuarialNetGainsLosses,,3462000.000,,,,,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,-921000.000,-609000.000,-300000.000,-1712000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,33000.000,21000.000,11000.000,11000.000,1773000.000,359000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.056,0.046,0.042,0.044,0.037,0.038
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.080,0.080,0.080,0.080,0.080,0.075
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,,0.035,0.035,0.035,0.035,0.035,0.035
DefinedBenefitPlanBenefitsPaid,,-658000.000,732000.000,808000.000,881000.000,928000.000,945000.000
DefinedBenefitPlanContributionsByEmployer,,1006000.000,517000.000,1569000.000,810000.000,834000.000,3409000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,1293000.000,1371000.000,1506000.000,1680000.000,1751000.000,1606000.000
DefinedBenefitPlanInterestCost,,1104000.000,1222000.000,1222000.000,1278000.000,1525000.000,1584000.000
