,2012-06-30,2013-06-30,2014-06-30,2015-06-30,2016-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-4598000.000,-4424000.000,-3500000.000,-1318000.000,-645000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,-1570000.000,-3103000.000,-3295000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5122000.000,7325000.000,11535000.000,11428000.000,11366000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1126000.000,-202000.000,-310000.000,,
AdvertisingExpense,927000.000,3100000.000,2000000.000,1100000.000,254000.000
AllocatedShareBasedCompensationExpense,5122000.000,8647000.000,11535000.000,11428000.000,11366000.000
AmortizationOfIntangibleAssets,,1600000.000,2600000.000,3200000.000,1500000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1271000.000,,10488000.000,9071000.000,8672000.000
AssetImpairmentCharges,0.000,438000.000,0.000,0.000,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,152000.000,164000.000,236000.000,4000.000
CapitalizedComputerSoftwareAdditions,2400000.000,900000.000,0.000,0.000,
CapitalizedComputerSoftwareAmortization,1800000.000,,,,
CapitalizedComputerSoftwareImpairments,0.000,112000.000,0.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-17133000.000,18867000.000,-11253000.000,4187000.000,2628000.000
ComprehensiveIncomeNetOfTax,32241000.000,13070000.000,-29321000.000,-25179000.000,-35548000.000
CostOfGoodsSold,,38164000.000,36775000.000,55270000.000,79165000.000
CostOfRevenue,47341000.000,69113000.000,60841000.000,78784000.000,100797000.000
CostOfServices,,30949000.000,24066000.000,23514000.000,21632000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,,750000.000
CurrentFederalTaxExpenseBenefit,14808000.000,2823000.000,-7506000.000,-10214000.000,70000.000
CurrentForeignTaxExpenseBenefit,214000.000,487000.000,555000.000,219000.000,261000.000
CurrentIncomeTaxExpenseBenefit,12823000.000,3486000.000,-7348000.000,-13669000.000,336000.000
CurrentStateAndLocalTaxExpenseBenefit,-2199000.000,176000.000,-397000.000,-3674000.000,5000.000
DeferredFederalIncomeTaxExpenseBenefit,1045000.000,-2315000.000,3205000.000,1334000.000,0.000
DeferredForeignIncomeTaxExpenseBenefit,,,,-671000.000,175000.000
DeferredIncomeTaxExpenseBenefit,1083000.000,-2393000.000,3333000.000,663000.000,175000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,38000.000,-78000.000,128000.000,0.000,0.000
DefinedContributionPlanCostRecognized,,1300000.000,1600000.000,1300000.000,1400000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.040,0.040,0.040,0.040
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,1.000,1.000,1.000
DepreciationAndAmortization,8171000.000,8408000.000,6759000.000,5239000.000,3362000.000
DepreciationDepletionAndAmortization,6700000.000,5600000.000,4000000.000,2800000.000,5700000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,11712000.000,0.000,0.000,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,4226000.000,0.000,0.000,
EarningsPerShareBasic,0.780,0.320,-0.760,-0.580,
EarningsPerShareBasicAndDiluted,,,,,-0.850
EarningsPerShareDiluted,0.740,0.310,-0.760,-0.580,
EffectOfExchangeRateOnCashAndCashEquivalents,-87000.000,13000.000,51000.000,-1698000.000,-511000.000
EffectiveIncomeTaxRateContinuingOperations,0.300,0.160,0.120,0.360,0.010
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,2100000.000,,,,
EntityWideRevenueMajorCustomerPercentage,0.120,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,797000.000,-305000.000,-310000.000,0.000,0.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,797000.000,-305000.000,-310000.000,0.000,0.000
ForeignCurrencyTransactionGainLossBeforeTax,51000.000,-251000.000,-203000.000,1600000.000,-10000.000
GainLossOnSaleOfPropertyPlantEquipment,,-173000.000,-112000.000,-73000.000,-398000.000
GeneralAndAdministrativeExpense,26084000.000,24765000.000,26176000.000,23606000.000,23994000.000
GoodwillAcquiredDuringPeriod,,14343000.000,16907000.000,0.000,
GrossProfit,171166000.000,122687000.000,89472000.000,81455000.000,82549000.000
ImpairmentOfInvestments,250000.000,335000.000,250000.000,1302000.000,977000.000
IncomeLossFromContinuingOperations,,,,-23063000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,45676000.000,4724000.000,-34549000.000,-37583000.000,-36142000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,638000.000,1950000.000,1010000.000,1514000.000,1332000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,46314000.000,6674000.000,-33539000.000,-36069000.000,-34810000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,5581000.000,-29524000.000,,
IncomeLossFromContinuingOperationsPerBasicShare,,0.140,-0.760,-0.580,
IncomeLossFromContinuingOperationsPerDilutedShare,,0.130,-0.760,-0.580,
IncomeLossFromDiscontinuedOperationsNetOfTax,,7486000.000,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,0.190,0.000,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,0.180,0.000,0.000,
IncomeTaxExpenseBenefit,13906000.000,1093000.000,-4015000.000,-13006000.000,511000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,6959000.000,6138000.000,12270000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,-2144000.000,0.000,0.000,,
IncomeTaxReconciliationDeductionsOther,870000.000,561000.000,-425000.000,907000.000,0.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,374000.000,-195000.000,-119000.000,-276000.000,-2000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,16210000.000,6435000.000,-11738000.000,-12624000.000,-12184000.000
IncomeTaxReconciliationNondeductibleExpense,178000.000,522000.000,495000.000,68000.000,129000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,860000.000,1291000.000,1368000.000,1011000.000,562000.000
IncomeTaxReconciliationOtherAdjustments,-1000000.000,247000.000,112000.000,-53000.000,-22000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,739000.000,146000.000,-269000.000,-893000.000,8000.000
IncomeTaxReconciliationTaxContingencies,,,,-827000.000,52000.000
IncomeTaxReconciliationTaxCreditsResearch,441000.000,1200000.000,983000.000,2678000.000,0.000
IncomeTaxReconciliationTaxExemptIncome,,364000.000,265000.000,844000.000,302000.000
IncomeTaxesPaid,11288000.000,2893000.000,1002000.000,,
IncomeTaxesPaidNet,,,,-10754000.000,-4610000.000
IncreaseDecreaseInAccountsPayable,266000.000,-1221000.000,-1331000.000,328000.000,4118000.000
IncreaseDecreaseInAccountsReceivable,-5384000.000,2559000.000,-2477000.000,10764000.000,5817000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,2427000.000,-1456000.000,398000.000,-80000.000,-636000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,3869000.000,10152000.000,-2645000.000,-4699000.000,-923000.000
IncreaseDecreaseInDeferredCharges,,,,,8935000.000
IncreaseDecreaseInDeferredIncomeTaxes,-1024000.000,1801000.000,4095000.000,-1342000.000,-109000.000
IncreaseDecreaseInDeferredRevenue,-39559000.000,-2290000.000,-4701000.000,4392000.000,16541000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,1269000.000,-261000.000,3612000.000,-3246000.000,-320000.000
IncreaseDecreaseInIncomeTaxesReceivable,,,,-852000.000,-5393000.000
IncreaseDecreaseInOtherOperatingAssets,391000.000,730000.000,649000.000,2161000.000,-972000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,4101000.000,-551000.000,5248000.000,-5203000.000,592000.000
IncreaseDecreaseInRestrictedCash,,,3327000.000,-1117000.000,231000.000
IncreaseDecreaseInRoyaltiesPayable,-307000.000,5436000.000,-6162000.000,5687000.000,5973000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,0.000,,,,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,0.000,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,2538000.000,1517000.000,0.000,0.000,
InvestmentIncomeInterest,1573000.000,,,,
LeaseAndRentalExpense,5400000.000,,,,
NetCashProvidedByUsedInFinancingActivities,-9640000.000,-23874000.000,-8883000.000,-2471000.000,-2316000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-9640000.000,-23874000.000,-8883000.000,-2471000.000,-2316000.000
NetCashProvidedByUsedInInvestingActivities,-36713000.000,-185000.000,20132000.000,16052000.000,8553000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-36713000.000,-185000.000,20132000.000,16052000.000,8553000.000
NetCashProvidedByUsedInOperatingActivities,29307000.000,42913000.000,-22553000.000,-7696000.000,-3098000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,29307000.000,42913000.000,-22553000.000,-7696000.000,-3098000.000
NetIncomeLoss,32408000.000,13067000.000,-29524000.000,-23063000.000,-35321000.000
NetIncomeLossAvailableToCommonStockholdersBasic,32408000.000,,,,
OciBeforeReclassificationsNetOfTaxAttributableToParent,,,,-1854000.000,
OperatingExpenses,126336000.000,117220000.000,124299000.000,119791000.000,117130000.000
OperatingIncomeLoss,44830000.000,5467000.000,-34827000.000,-38336000.000,-34581000.000
OperatingLeasesRentExpenseNet,,4800000.000,4100000.000,3800000.000,2700000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,-10000.000,284000.000,-156000.000,272000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,13000.000,51000.000,-1698000.000,-512000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,152000.000,-418000.000,285000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,335000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-87000.000,13000.000,51000.000,-1698000.000,-512000.000
OtherComprehensiveIncomeLossNetOfTax,,,203000.000,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,3000.000,203000.000,-2116000.000,-227000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,132000.000,262000.000,-13000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-80000.000,-10000.000,152000.000,-418000.000,285000.000
OtherNonoperatingIncomeExpense,-89000.000,1207000.000,1288000.000,2267000.000,-229000.000
PaymentsForRepurchaseOfCommonStock,12545000.000,26310000.000,7899000.000,3780000.000,570000.000
PaymentsForRestructuring,,,1674000.000,3763000.000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,51000.000,1570000.000,3103000.000,3295000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,1768000.000,18254000.000,19245000.000,0.000,0.000
PaymentsToAcquireLongtermInvestments,1100000.000,950000.000,600000.000,2500000.000,0.000
PaymentsToAcquirePropertyPlantAndEquipment,13470000.000,2248000.000,1053000.000,1208000.000,4004000.000
PaymentsToAcquireShortTermInvestments,170592000.000,124707000.000,66350000.000,113144000.000,55021000.000
PaymentsToDevelopSoftware,2406000.000,948000.000,0.000,0.000,
PreferredStockDividendsAndOtherAdjustments,0.000,,,,
ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,152623000.000,146922000.000,106585000.000,132528000.000,67578000.000
ProceedsFromSaleOfLongtermInvestments,,,795000.000,376000.000,0.000
ProceedsFromStockOptionsExercised,2108000.000,2792000.000,896000.000,4412000.000,1549000.000
ProceedsFromWarrantExercises,0.000,,,,
ProvisionForDoubtfulAccounts,,,132000.000,33000.000,95000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,132000.000,,
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent,,,,262000.000,
RelatedPartyTransactionAmountsOfTransaction,30000.000,,,,
ResearchAndDevelopmentExpense,68534000.000,60349000.000,60573000.000,68060000.000,68911000.000
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,370000.000,,,,
RestructuringCharges,,1671000.000,4412000.000,1150000.000,-1362000.000
RestructuringReserveAccrualAdjustment,,,1290000.000,388000.000,
Revenues,218507000.000,191800000.000,150313000.000,160239000.000,183346000.000
SalesRevenueGoodsNet,,69162000.000,72747000.000,100768000.000,132454000.000
SalesRevenueNet,218507000.000,191800000.000,150313000.000,160239000.000,183346000.000
SalesRevenueServicesNet,,122638000.000,77566000.000,59471000.000,50892000.000
SellingAndMarketingExpense,31718000.000,30435000.000,33138000.000,26975000.000,25587000.000
ShareBasedCompensation,5122000.000,8647000.000,11535000.000,11428000.000,11366000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,,,,1833000.000,1600000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,2478000.000,3980000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,0.000,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,0.720,0.620,0.540,0.470
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,0.007,0.014,0.016,0.013
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,7200000.000,5000000.000,467000.000,2400000.000,6100000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,737000.000,1268000.000,672000.000,613000.000,475000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,8.620,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,2263000.000,1223000.000,9000.000,587000.000,2363000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedInPeriodFairValue,,4900000.000,,,
