,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30
AccretionExpense,,,,,-610479.000,-639894.000,-218384.000
AccretionExpenseIncludingAssetRetirementObligations,,,,,-610479.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,75000.000,75000.000,75000.000,75000.000
AssetImpairmentCharges,,4795783.000,,,,,
CapitalLeaseObligationsIncurred,,,,,37695.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-358118.000,,-1431688.000,,
CostsAndExpenses,2447677.000,2640082.000,1685497.000,1154511.000,1450922.000,1299462.000,1408164.000
DepreciationAndAmortization,67262.000,57574.000,42637.000,37868.000,21134.000,20953.000,16811.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,2967402.000,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,-10139.000,155539.000,,1839788.000,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,,1127614.000,,,
EarningsPerShareBasicAndDiluted,0.010,-0.230,-0.020,-0.020,-0.010,-0.010,0.360
EquityMethodInvestmentOtherThanTemporaryImpairment,,,,3600000.000,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,-1069.000,,
GoodwillImpairmentLoss,,,,3600000.000,,,
IncomeLossFromContinuingOperations,167018.000,-5579875.000,-610056.000,-2316143.000,-288682.000,-43030.000,8211092.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-3443755.000,-265698.000,-25173.000,8397103.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.010,-0.240,-0.030,-0.100,-0.010,-0.010,0.360
IncomeLossFromDiscontinuedOperationsNetOfTax,-10139.000,155539.000,197517.000,1839788.000,,,
IncomeLossFromEquityMethodInvestments,115282.000,-4565775.000,71797.000,-159665.000,-152.000,-140.000,400.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,2228.000,,-152.000,,
IncomeTaxExpenseBenefit,,,,-1127612.000,22984.000,17857.000,186011.000
IncomeTaxesPaid,,,38000.000,,423613.000,,
IncreaseDecreaseInAccountsPayable,,,57772.000,,198691.000,,
IncreaseDecreaseInAccountsReceivable,,,105154.000,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,-106904.000,,-359467.000,,
IncreaseDecreaseInCustomerDeposits,,,1192.000,,,,
IncreaseDecreaseInDeferredRevenue,,,-112545.000,,-8500.000,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,,-105884.000,,-6358.000,,
IncreaseDecreaseInOtherDeferredLiability,,,-5456.000,,-97.000,,
IncreaseDecreaseInOtherOperatingAssets,,,-200.000,,4093.000,,
IncreaseDecreaseInOtherReceivables,,,379.000,,-220.000,,
IncreaseDecreaseInPrepaidExpense,,,-103785.000,,358101.000,,
InterestIncomeExpenseNonoperatingNet,251755.000,260381.000,253037.000,264400.000,493300.000,480547.000,201197.000
InterestPaid,,,2154.000,,2299.000,,
LaborAndRelatedExpense,901161.000,1389275.000,551147.000,368904.000,431246.000,467541.000,439990.000
NetCashProvidedByUsedInFinancingActivities,,,-6753.000,,-755263.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-6753.000,,-755263.000,,
NetCashProvidedByUsedInInvestingActivities,,,138621.000,,617870.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,138621.000,,617870.000,,
NetCashProvidedByUsedInOperatingActivities,,,-489986.000,,-1294295.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-489986.000,,-1294295.000,,
NetIncomeLoss,128612.000,-5419024.000,-412539.000,-476355.000,,,
NetIncomeLossAttributableToNoncontrollingInterest,28267.000,-5312.000,,,,,
NonoperatingIncomeExpense,,,,,1104317.000,1172027.000,9664883.000
OperatingIncomeLoss,-1331856.000,-1779462.000,-975622.000,-1058476.000,-1369863.000,-1197060.000,-1268180.000
OtherAmortizationOfDeferredCharges,,,107500.000,,107500.000,,
