,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,12325.000,18495.000,14725.000,,
AccountsPayableCurrent,8250.000,,,,14488.000,2050.000
AccountsPayableRelatedPartiesCurrent,,,,,,14388.000
AdditionalPaidInCapital,143166.000,143166.000,143166.000,143166.000,143166.000,-68966.000
Assets,937.000,,,,,0.000
AssetsCurrent,937.000,,,,,0.000
Cash,,,,,,0.000
CashAndCashEquivalentsAtCarryingValue,,,,,,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,49333334.000,49333334.000,49333334.000,49333334.000,49333334.000,261466670.000
CommonStockSharesOutstanding,49333334.000,49333334.000,49333334.000,49333334.000,49333334.000,261466670.000
CommonStockValue,49334.000,49334.000,49334.000,49334.000,49334.000,
CommonStockValueOutstanding,,,,,,261466.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,324800.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-278479.000,-283491.000,-290061.000,-295521.000,-303464.000,324804.000
DueToOfficersOrStockholdersCurrent,78666.000,78666.000,79066.000,88296.000,96476.000,
DueToRelatedPartiesCurrent,,,,,,115866.000
Liabilities,86916.000,90991.000,97561.000,103021.000,110964.000,
LiabilitiesAndStockholdersEquity,937.000,,0.000,0.000,0.000,0.000
LiabilitiesCurrent,86916.000,90991.000,97561.000,103021.000,110964.000,132304.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,,,,,,0.000
PreferredStockSharesOutstanding,,,,,,0.000
PreferredStockValueOutstanding,,,,,,0.000
PrepaidExpenseCurrent,937.000,,,,,0.000
RelatedPartyDebtNoncurrent,,,,88296.000,96476.000,
SharesOutstanding,49333334.000,49333334.000,49333334.000,49333334.000,49333334.000,
StockholdersEquity,-85979.000,-90991.000,-97561.000,-103021.000,-110964.000,-132304.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-85979.000,,-97561.000,-103021.000,-110964.000,
