,2011-09-30,2011-12-31,2012-03-31,2012-11-21,2013-02-19,2013-03-31,2013-08-14,2013-11-11,2014-02-18,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,1000.000,1600.000,4750.000,,,42459.000,,,,54000.000,49625.000,59982.000,99976.000,104370.000,88599.000,84634.000,110094.000,95052.000,104681.000,74158.000,75973.000,85652.000
AccruedIncomeTaxes,,,,,,-16675.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2375.000,2375.000,2375.000,,,614.000,,,,12745.000,1363.000,2919.000,13285.000,34692.000,33281.000,55074.000,68269.000,68269.000,68428.000,65686.000,69721.000,69428.000
AdditionalPaidInCapital,,,,,,70157.000,,,,170157.000,170157.000,170157.000,170157.000,2127759.000,2172759.000,2182512.000,2213472.000,3030633.000,3056843.000,3056843.000,3056843.000,3069094.000
AdditionalPaidInCapitalCommonStock,5090.000,5090.000,5090.000,,,,,,,,,,,,,,,,,,,
Assets,718.000,652.000,188.000,,,506173.000,,,,576931.000,568744.000,619102.000,657162.000,116327.000,112682.000,100766.000,12528.000,9071.000,8254.000,1461.000,715.000,17164.000
AssetsCurrent,,,188.000,,,3657.000,,,,74415.000,53254.000,99046.000,138046.000,111654.000,112682.000,100766.000,12528.000,9071.000,8254.000,1461.000,715.000,17164.000
AvailableForSaleSecuritiesEquitySecuritiesCurrent,,,,,,,,,,,47950.000,44100.000,42350.000,37450.000,39200.000,39200.000,,,,,,
Cash,718.000,402.000,188.000,,,3657.000,,,,74415.000,5304.000,2846.000,46826.000,21271.000,26875.000,16766.000,11828.000,8488.000,7846.000,1228.000,657.000,199.000
CashAndCashEquivalentsAtCarryingValue,,,,,,3657.000,,,,74415.000,5304.000,2846.000,46826.000,21271.000,26875.000,16766.000,11828.000,8488.000,7846.000,1228.000,657.000,199.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,,,0.001,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,,,200000000.000,,,,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,15510000.000,15510000.000,15510000.000,,,15943300.000,,,,15943300.000,15943300.000,15943300.000,15943300.000,25868848.000,25868848.000,26115153.000,26747009.000,33517461.000,34307116.000,34307116.000,34307116.000,34616476.000
CommonStockSharesOutstanding,15510000.000,15510000.000,15510000.000,,,15943300.000,,,,15943300.000,15943300.000,15943300.000,15943300.000,25868848.000,25868848.000,26115153.000,26747009.000,33517461.000,34307116.000,34307116.000,34307116.000,34616476.000
CommonStockValue,15510.000,15510.000,15510.000,,,15943.000,,,,15943.000,15943.000,15943.000,15943.000,25868.000,25868.000,26115.000,26747.000,33517.000,34307.000,34307.000,34307.000,34616.000
ConvertibleDebtCurrent,,,,,,,,,,,,,,,24233.000,37052.000,28000.000,28000.000,8000.000,8000.000,8000.000,
ConvertibleDebtNoncurrent,,,,,,,,,,7808.000,20274.000,32876.000,45479.000,4836.000,24233.000,37052.000,28000.000,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,92192.000,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,-38095.000,,,,-68418.000,,,,-382240.000,,,,-477600.000,,,,-502000.000
DeferredTaxAssetsOtherLossCarryforwards,,,,,,108842.000,,,,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,38095.000,,,,68418.000,,,,382240.000,,,,477600.000,,,,502000.000
DepositsAssetsNoncurrent,,,,,,,,,,,12974.000,11932.000,11459.000,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,175424.000,,,,-108842.000,,,,195480.000,261191.000,346034.000,437010.000,,,,,,,,,
DueToOfficersOrStockholdersCurrent,31882.000,33780.000,35422.000,,,,,,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,186758.000,247573.000,358259.000,374332.000,344145.000,348677.000,326885.000,313809.000,,,,3450.000,74631.000
FurnitureAndFixturesGross,,,,,,,,,,,,5608.000,5141.000,4673.000,,,,,,,,
Goodwill,,,,,,185500.000,,,,,,,,,,,,,,,,
IntangibleAssetsCurrent,,,,,,317016.000,,,,502516.000,502516.000,502516.000,502516.000,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,,,,317016.000,,,,502516.000,,,,,,,,,,,,
IntangibleAssetsNetIncludingGoodwill,,,,,,385500.000,,,,,,,,,,,,,,,,
InvestmentOwnedAtFairValue,,,,,,,,,,,,,,37450.000,39200.000,39200.000,,,,,,
Liabilities,150603.000,153101.000,40172.000,,,528301.000,,,,573566.000,642472.000,776117.000,894787.000,453351.000,461509.000,448571.000,451903.000,123052.000,112681.000,82158.000,87423.000,160283.000
