,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,25815000.000,16550000.000,22535000.000,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,88677000.000,73366000.000,62275000.000,77693000.000,84216000.000,82945000.000,67224000.000,77298000.000,80344000.000,81853000.000,64869000.000,80462000.000,80271000.000,77894000.000
AccountsPayableTradeCurrent,83975000.000,66296000.000,54150000.000,67857000.000,75668000.000,73720000.000,55835000.000,66967000.000,69421000.000,69575000.000,48353000.000,62868000.000,72944000.000,68884000.000
AccountsReceivableGrossCurrent,12818000.000,17111000.000,15453000.000,34573000.000,33364000.000,29743000.000,38786000.000,29784000.000,33625000.000,32808000.000,37441000.000,26699000.000,26857000.000,27129000.000
AccountsReceivableGrossNoncurrent,,,,33859000.000,29389000.000,27505000.000,,24240000.000,1464000.000,1551000.000,,1499000.000,1460000.000,1465000.000
AccruedLiabilitiesCurrent,,,,,,,11389000.000,10331000.000,10923000.000,12278000.000,16516000.000,17594000.000,7327000.000,9010000.000
AccumulatedAmortizationOfOtherDeferredCosts,,,,,,,,,,,,1594000.000,1399000.000,1476000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,361642000.000,371011000.000,388729000.000,389601000.000,395661000.000,391304000.000,407547000.000,406341000.000,404382000.000,428073000.000,438991000.000,450241000.000,455447000.000,468928000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,201109000.000,189001000.000,197743000.000,180289000.000,168905000.000,140635000.000,145379000.000,123543000.000,115223000.000,135446000.000,131920000.000,130134000.000,124740000.000,126645000.000
AdditionalPaidInCapital,2864320000.000,2893323000.000,2894072000.000,2894696000.000,2895595000.000,2896408000.000,2897343000.000,2898250000.000,2899090000.000,2899920000.000,2900696000.000,2901516000.000,2902348000.000,2902479000.000
AllowanceForDoubtfulAccountsReceivableCurrent,7808000.000,8796000.000,4183000.000,4279000.000,2887000.000,1925000.000,1571000.000,1794000.000,917000.000,883000.000,831000.000,931000.000,825000.000,698000.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,5854000.000,5806000.000,2442000.000,2281000.000,1201000.000,1062000.000,1032000.000,878000.000,1452000.000,1521000.000,,,,
