,2011-01-29,2012-01-28,2013-02-02,2014-02-01,2015-01-31,2016-01-30,2017-01-28
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,6000000.000,11000000.000,9000000.000,12000000.000,35000000.000,20000000.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,10000000.000,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,3000000.000,7000000.000,-16000000.000,16000000.000,9000000.000,7000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,18000000.000,20000000.000,25000000.000,24000000.000,22000000.000,22000000.000
AdvertisingExpense,,121000000.000,132000000.000,124000000.000,125000000.000,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,12000000.000,35000000.000,20000000.000
AmortizationOfIntangibleAssets,,,14000000.000,11000000.000,6000000.000,4000000.000,4000000.000
AssetImpairmentCharges,10000000.000,5000000.000,12000000.000,0.000,,5000000.000,6000000.000
BusinessCombinationConsiderationTransferred1,,,,87000000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,114000000.000,155000000.000,29000000.000,-22000000.000,109000000.000,54000000.000,25000000.000
CommonStockDividendsPerShareDeclared,,0.660,0.720,0.800,0.880,1.000,1.100
ComprehensiveIncomeNetOfTax,196000000.000,243000000.000,430000000.000,414000000.000,387000000.000,494000000.000,667000000.000
CostOfGoodsAndServicesSold,3533000000.000,3827000000.000,4148000000.000,4372000000.000,4777000000.000,4907000000.000,5130000000.000
CostsAndExpenses,4792000000.000,5188000000.000,5575000000.000,5842000000.000,6342000000.000,6575000000.000,6762000000.000
CurrentFederalTaxExpenseBenefit,,93000000.000,152000000.000,164000000.000,195000000.000,212000000.000,249000000.000
CurrentForeignTaxExpenseBenefit,,24000000.000,16000000.000,25000000.000,40000000.000,53000000.000,48000000.000
CurrentIncomeTaxExpenseBenefit,,128000000.000,190000000.000,215000000.000,269000000.000,302000000.000,341000000.000
CurrentStateAndLocalTaxExpenseBenefit,,11000000.000,22000000.000,26000000.000,34000000.000,37000000.000,44000000.000
DeferredFederalIncomeTaxExpenseBenefit,,16000000.000,13000000.000,13000000.000,16000000.000,-8000000.000,-6000000.000
DeferredForeignIncomeTaxExpenseBenefit,,7000000.000,2000000.000,1000000.000,1000000.000,3000000.000,4000000.000
DeferredIncomeTaxExpenseBenefit,84000000.000,29000000.000,20000000.000,19000000.000,20000000.000,-6000000.000,-1000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,6000000.000,5000000.000,5000000.000,3000000.000,-1000000.000,1000000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,,-2000000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,,-2000000.000,-2000000.000,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,,,0.000,,,
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,,2000000.000,2000000.000,2000000.000,,,
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,,,,0.000,,,
DefinedContributionPlanCostRecognized,,2000000.000,3000000.000,3000000.000,3000000.000,,
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,,0.040,,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,0.040,,,
DepreciationAndAmortization,106000000.000,110000000.000,118000000.000,133000000.000,139000000.000,148000000.000,158000000.000
DividendsCommonStockCash,,101000000.000,109000000.000,-118000000.000,127000000.000,139000000.000,147000000.000
EarningsPerShareBasic,1.080,1.810,2.620,2.890,3.610,3.890,4.950
EarningsPerShareDiluted,1.070,1.800,2.580,2.850,3.560,3.840,4.910
EffectOfExchangeRateOnCashAndCashEquivalents,2000000.000,-15000000.000,6000000.000,5000000.000,-26000000.000,-5000000.000,4000000.000
EffectiveIncomeTaxRateContinuingOperations,,0.360,0.346,0.353,0.357,0.354,0.339
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,-0.003,-0.004,-0.016,-0.019,-0.021,-0.037
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,-0.002,0.010,0.022,0.027,0.028,0.017
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.031,0.032,0.035,0.032,0.028,0.031
EffectiveIncomeTaxRateReconciliationTaxCreditsForeign,,-0.013,-0.018,-0.025,-0.025,-0.028,0.019
EffectiveIncomeTaxRateReconciliationTaxSettlements,,0.003,-0.022,-0.011,-0.006,-0.001,-0.001
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,18000000.000,43000000.000,27000000.000,17000000.000,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,5000000.000,6000000.000,8000000.000,7000000.000,8000000.000,6000000.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,,11000000.000,7000000.000,8000000.000,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,3000000.000,5000000.000,11000000.000,9000000.000,12000000.000,35000000.000,20000000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,-9000000.000,8000000.000,12000000.000,35000000.000,20000000.000
FiniteLivedIntangibleAssetsAcquired,,,7000000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,,16000000.000,,,,,
FiniteLivedIntangibleAssetsTranslationAdjustments,,,,,-4000000.000,1000000.000,
ForeignCurrencyTransactionGainLossRealized,,,,,2000000.000,,2000000.000
FutureAmortizationExpenseYearFive,,2000000.000,,,,,
FutureAmortizationExpenseYearFour,,3000000.000,,,,,
FutureAmortizationExpenseYearOne,,14000000.000,,,,,
FutureAmortizationExpenseYearThree,,4000000.000,,,,,
FutureAmortizationExpenseYearTwo,,9000000.000,,,,,
GainLossOnContractTermination,1000000.000,2000000.000,,-2000000.000,0.000,,
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,,,1000000.000,
GainLossOnSaleOfPropertyPlantEquipment,,,,,4000000.000,,
GainOnBusinessInterruptionInsuranceRecovery,,,,,,2000000.000,
GoodwillAcquiredDuringPeriod,,,,18000000.000,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,-1000000.000
GoodwillTranslationAdjustments,,-1000000.000,1000000.000,,6000000.000,1000000.000,
GrossProfit,,1796000000.000,2034000000.000,2133000000.000,2374000000.000,2505000000.000,2636000000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,5000000.000,7000000.000,0.000,4000000.000,,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,1000000.000,
ImpairmentOfLongLivedAssetsHeldForUse,,,5000000.000,0.000,0.000,4000000.000,6000000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,5000000.000,,,,
IncomeLossFromContinuingOperations,169000000.000,278000000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,321000000.000,508000000.000,558000000.000,654000000.000,668000000.000,779000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,114000000.000,99000000.000,105000000.000,155000000.000,169000000.000,225000000.000
