,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,146335000.000,152565000.000,106925000.000,76445000.000,82745000.000,85695000.000,92394000.000,103980000.000,74818000.000,83109000.000,83618000.000,95872000.000,92933000.000,99371000.000,110351000.000,97467000.000,83538000.000,76928000.000,72153000.000,59470000.000
AccountsReceivableNetCurrent,225269000.000,242684000.000,244269000.000,212929000.000,204984000.000,239842000.000,248173000.000,188488000.000,196358000.000,206072000.000,197990000.000,206757000.000,194909000.000,198984000.000,215830000.000,222021000.000,196653000.000,206070000.000,202221000.000,195481000.000
AccruedIncomeTaxesCurrent,,,,5734000.000,,,,7863000.000,,,,3219000.000,,,,4346000.000,,,,6713000.000
AccruedIncomeTaxesNoncurrent,,,,26622000.000,,,,26744000.000,,,,50334000.000,,,,48547000.000,,,,49965000.000
AccruedLiabilitiesCurrent,245870000.000,217074000.000,237262000.000,207118000.000,156134000.000,187092000.000,181229000.000,203510000.000,222158000.000,190176000.000,175131000.000,155406000.000,134123000.000,128334000.000,123494000.000,139696000.000,119915000.000,120937000.000,119707000.000,113012000.000
AccruedRoyaltiesCurrent,,,,,,,,,,,,,,,,8332000.000,,,,5060000.000
AccruedVacationCurrent,,,,,,,,,,,,,,,,,,,,16469000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1275082000.000,,,,1295048000.000,,,,1300722000.000,1311810000.000,1317186000.000,1326478000.000,1333103000.000,1334858000.000,1345836000.000,1298619000.000,1300246000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,71000.000,13000.000,11000.000,4810000.000,-705000.000,-712000.000,-149000.000,-488000.000,-245000.000,-403000.000,0.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,-2886000.000,-625000.000,-1712000.000,-593000.000,-592000.000,-499000.000,5066000.000,5081000.000,5097000.000,5017000.000,-2153000.000,,,,8462000.000,,,,
