,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsAndNotesReceivableNet,12173.000,18220.000,28764.000,30346.000,27854.000,11496.000,12500.000,
AccountsPayableCurrent,520322.000,571972.000,323174.000,314304.000,155547.000,113369.000,263306.000,342896.000
AccruedLiabilitiesCurrent,,,,,907728.000,944733.000,1294468.000,1310972.000
AccruedSalariesCurrent,,,,,306055.000,281752.000,412938.000,710768.000
AccruedSalariesCurrentAndNoncurrent,,,,445416.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,28262.000,38040.000,48109.000,38544.000,40786.000
AdditionalPaidInCapitalCommonStock,30168321.000,30672483.000,31891632.000,33235507.000,34807672.000,35681588.000,36089172.000,34889826.000
Assets,1375379.000,1546881.000,2767711.000,2605341.000,2906920.000,1809400.000,1016950.000,1044506.000
AssetsCurrent,1345860.000,1520868.000,2704448.000,2467443.000,2778801.000,1729000.000,946158.000,994512.000
CashAndCashEquivalentsAtCarryingValue,685.000,21713.000,1238962.000,804214.000,1348069.000,140235.000,27235.000,100962.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,2300000.000,2083334.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,600000000.000,600000000.000,600000000.000,,600000000.000,600000000.000,600000000.000,600000000.000
CommonStockSharesIssued,299331673.000,327079104.000,355295080.000,349823438.000,387968434.000,417021530.000,451246460.000,473834579.000
CommonStockSharesOutstanding,299331673.000,307739481.000,331788790.000,369758275.000,387968434.000,417021530.000,451246460.000,473834579.000
CommonStockValue,299332.000,307739.000,331788.000,349823.000,387968.000,417022.000,451246.000,473835.000
ContractualObligation,,,,,0.000,,,
ConvertibleDebtCurrent,934567.000,973395.000,1035232.000,1054427.000,1895378.000,1983358.000,2005146.000,1184136.000
ConvertibleNotesPayable,,,,1054427.000,1895378.000,1983358.000,2231849.000,1184136.000
ConvertibleSubordinatedDebt,0.000,,,,,,,
CustomerDepositsCurrent,,,,,10000.000,,,
DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,,,,,170000.000,87500.000,,0.000
DebtInstrumentConvertibleConversionPrice1,,,,,0.040,,,
DebtInstrumentInterestRateStatedPercentage,,,,,0.080,,,
DebtWeightedAverageInterestRate,,,,0.100,0.100,0.100,,
DeferredRevenue,0.000,,,,10000.000,,,
DeferredRevenueCurrent,,,,,,10000.000,10000.000,
DeferredTaxAssetsGross,,,,,14750000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,14750000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,14750000.000,,,
DepositLiabilitiesAccruedInterest,,,,19078.000,19717.000,20356.000,21081.000,22218.000
DerivativeLiabilities,320516.000,301225.000,329649.000,300397.000,638178.000,,,
DerivativeLiabilitiesCurrent,,,,,,420028.000,4478105.000,668226.000
EquityMethodInvestmentOwnershipPercentage,,,,,0.600,,,
FinancialLiabilitiesFairValueDisclosure,,,,,,,,2581505.000
ImpairedFinancingReceivableRelatedAllowance,,,,,168643.000,,,
InterestPayableCurrent,,,,,364567.000,415876.000,464457.000,524121.000
InterestPayableCurrentAndNoncurrent,,,,347500.000,,,,
InventoriesPropertyHeldForSaleCurrent,1306326.000,1323197.000,1354605.000,1455953.000,1311349.000,,,
InventoryNet,,,,,,1411484.000,790000.000,790000.000
Liabilities,,,4945504.000,5010096.000,5271280.000,4328699.000,8953407.000,7628715.000
LiabilitiesAndStockholdersEquity,1375379.000,1546881.000,2767711.000,2605341.000,2906920.000,1809400.000,1016950.000,1044506.000
LiabilitiesCurrent,2807219.000,3660654.000,3598091.000,3535249.000,4023392.000,3628699.000,8160052.000,6589509.000
LongTermDebt,,,,,,700000.000,793355.000,1039207.000
MachineryAndEquipmentGross,,,,166160.000,166159.000,128509.000,109336.000,90780.000
MinorityInterest,,,1347413.000,1474847.000,1247888.000,,,
NotesPayableCurrent,,300000.000,300000.000,300000.000,225681.000,64027.000,64027.000,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,25000.000,45000.000,45000.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,25000.000,36500.000,40000.000,25000.000,25000.000,,,
OperatingLossCarryforwards,,,,,38300000.000,,,
OptionIndexedToIssuersEquityIndexedShares,,,,,,,,35715905.000
OtherAccruedLiabilitiesCurrent,,,,,237106.000,247105.000,417073.000,76083.000
OtherAccruedLiabilitiesCurrentAndNoncurrent,,,,338912.000,,,,
OtherAccruedLiabilitiesNoncurrent,1006814.000,1327362.000,1263465.000,1131828.000,,,,
OtherAssetsCurrent,26676.000,157738.000,82117.000,176930.000,91529.000,165785.000,116423.000,103550.000
OtherBorrowings,,,,,102765.000,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockValue,0.000,0.000,0.000,,,,,
PropertyPlantAndEquipmentNet,29519.000,26013.000,63263.000,137898.000,128119.000,80400.000,70792.000,49994.000
RetainedEarningsAccumulatedDeficit,-31899493.000,-33093995.000,-34401213.000,-35990085.000,-37560000.000,-38617909.000,-44476875.000,-41947870.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,42267960.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,0.120,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,74150.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,42716316.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,0.120,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,73587.000,,,,
StockholdersEquity,-1431840.000,-2113773.000,-830380.000,-929908.000,-1116472.000,-2519299.000,-7936457.000,-6584209.000
