,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,739000.000,1050000.000
AffiliateCosts,1502000.000,
AllocatedShareBasedCompensationExpense,,1100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,555000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,90000.000,343000.000
CargoAndFreightRevenue,6989000.000,12481000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-11795000.000,
CashDivestedFromDeconsolidation,-2561000.000,2855000.000
ComprehensiveIncomeNetOfTax,22341000.000,15702000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,30839000.000,20190000.000
CostsAndExpenses,68599000.000,68189000.000
CurrentForeignTaxExpenseBenefit,,317000.000
CurrentStateAndLocalTaxExpenseBenefit,,593000.000
DeferredForeignIncomeTaxExpenseBenefit,,64000.000
DeferredIncomeTaxExpenseBenefit,380000.000,
DefinedContributionPlanCostRecognized,,200000.000
DepreciationAndAmortization,2533000.000,3631000.000
EarningsPerShareBasic,2.340,1.360
EarningsPerShareDiluted,2.330,1.350
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-481000.000,175000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350
EquityMethodInvestmentDividendsOrDistributions,43467000.000,48625000.000
EquityMethodInvestmentRealizedGainLossOnDisposal,,8000000.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,60490000.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,188007000.000
FinancialServicesRevenue,67328000.000,
ForeignCurrencyTransactionGainLossBeforeTax,,200000.000
ForeignCurrencyTransactionGainLossUnrealized,-533000.000,185000.000
GainLossOnSaleOfPropertyPlantEquipment,1087000.000,
GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,2172000.000,1451000.000
GainLossOnSalesOfLoansNet,2261000.000,1481000.000
GainOnPurchaseOfBusiness,433000.000,935000.000
GainOrLossOnSaleOfStockInSubsidiary,1818000.000,1451000.000
GainsLossesOnExtinguishmentOfDebt,26543000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,36743000.000,20022000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,5718000.000,2392000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,33041000.000,
IncomeLossFromContinuingOperationsPerBasicShare,2.340,
