,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,53301000.000,60947000.000,64717000.000,58846000.000,58888000.000,68313000.000,72417000.000,63773000.000,64717000.000,69578000.000,98263000.000,70705000.000,64566000.000,66298000.000,77320000.000,73844000.000,69249000.000,58317000.000,71310000.000,55443000.000,41266000.000,51025000.000,48988000.000,56654000.000
AccountsReceivableNetCurrent,101577000.000,101299000.000,105830000.000,114786000.000,96386000.000,111967000.000,115508000.000,124076000.000,108518000.000,108279000.000,112459000.000,130833000.000,86324000.000,99460000.000,90664000.000,95454000.000,98503000.000,88190000.000,77633000.000,85339000.000,77677000.000,77517000.000,73818000.000,75582000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,1925000.000,2683000.000,2729000.000,2539000.000,1524000.000,5978000.000,2606000.000,2643000.000,3061000.000,2727000.000,2751000.000,3079000.000,2753000.000,2686000.000,1940000.000,1808000.000,2176000.000,1397000.000,1733000.000,1622000.000,2025000.000,2069000.000,2178000.000,2169000.000
AccruedIncomeTaxesCurrent,6553000.000,3462000.000,3379000.000,7561000.000,204000.000,62000.000,1090000.000,2675000.000,0.000,150000.000,6529000.000,0.000,3455000.000,0.000,3086000.000,132000.000,2971000.000,0.000,0.000,1881000.000,,,,111000.000
AccruedLiabilitiesCurrent,,,,,,,,,,,19987000.000,19918000.000,15353000.000,18944000.000,26172000.000,23781000.000,17431000.000,17999000.000,,,,,,
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,,,,,308000.000,1171000.000,776000.000,681000.000,452000.000,584000.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,,,,500000.000,3458000.000,5064000.000,1157000.000,679000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,309714000.000,309010000.000,334609000.000,341006000.000,342491000.000,350942000.000,356802000.000,364690000.000,368309000.000,378451000.000,384646000.000,391870000.000,258415000.000,260363000.000,265139000.000,267628000.000,271045000.000,285510000.000,284983000.000,283933000.000,282380000.000,285590000.000,282606000.000,281178000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,2142000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,12785000.000,,,,2427000.000,,,,-11688000.000,,,,,,,,,
