,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdditionalPaidInCapital,1500.000,1500.000,1500.000,5100.000,4950.000,4950.000
AssetsCurrent,200.000,200.000,32.000,,,
BankOverdrafts,,,,,48.000,48.000
Cash,200.000,200.000,32.000,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,68687500.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,
CommonStockSharesOutstanding,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,26350000.000
CommonStockValue,500.000,500.000,500.000,500.000,2635.000,2635.000
DebtInstrumentFaceAmount,,2400.000,2400.000,3600.000,3600.000,
DeferredTaxAssetsGross,,4200.000,5568.000,5600.000,15133.000,
DeferredTaxAssetsOperatingLossCarryforwards,,4200.000,5568.000,5568.000,15133.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1800.000,4200.000,5568.000,5600.000,15133.000,21633.000
DueToRelatedPartiesCurrent,,2400.000,3600.000,,7500.000,14000.000
Liabilities,,,,,7548.000,
LiabilitiesAndStockholdersEquity,,200.000,32.000,,,
LiabilitiesCurrent,,2400.000,3600.000,,,14048.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,,,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,,,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,,,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,5962500.000,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,25350000.000,
StockholdersEquity,200.000,-2200.000,-3568.000,,-7548.000,-14048.000
ValuationAllowanceAmount,,-4200.000,-5568.000,-5600.000,,
ValuationAllowancesAndReservesBalance,,,,,-15133.000,
