,2011-06-30
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1990000.000
AdditionalPaidInCapital,84726000.000
Assets,1482203000.000
AvailableForSaleSecurities,166801000.000
BankOwnedLifeInsurance,28290000.000
CashAndCashEquivalentsAtCarryingValue,96101000.000
CashAndDueFromBanks,10843000.000
CashCashEquivalentsAndFederalFundsSold,96101000.000
CommonStockParOrStatedValuePerShare,0.500
CommonStockSharesAuthorized,20000000.000
CommonStockSharesIssued,12196900.000
CommonStockSharesOutstanding,12196900.000
CommonStockValue,6098000.000
Deposits,1341894000.000
DividendsPayableCurrentAndNoncurrent,564000.000
FederalFundsSold,85258000.000
ForeclosedAssets,14767000.000
IncomeTaxReceivable,7717000.000
InterestBearingDepositLiabilities,1298058000.000
InterestPayableCurrentAndNoncurrent,1622000.000
InterestReceivable,10185000.000
Liabilities,1375265000.000
LiabilitiesAndStockholdersEquity,1482203000.000
LoansAndLeasesReceivableAllowance,28205000.000
LoansAndLeasesReceivableNetOfDeferredIncome,1156808000.000
LoansAndLeasesReceivableNetReportedAmount,1128603000.000
LongTermDebt,23198000.000
NoninterestBearingDepositLiabilities,43836000.000
OtherAssets,18347000.000
OtherLiabilities,6115000.000
OtherRealEstate,6879000.000
PreferredStockParOrStatedValuePerShare,0.500
PreferredStockSharesAuthorized,1000000.000
PreferredStockSharesIssued,30000.000
PreferredStockSharesOutstanding,30000.000
PreferredStockValue,15000000.000
PropertyPlantAndEquipmentNet,2054000.000
RestrictedInvestments,2459000.000
RetainedEarningsAccumulatedDeficit,2651000.000
ShortTermBorrowings,1872000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,106938000.000
